Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance;Langue_nom_substance;Date_Crea_Nom_Substance;Date_Modif_Nom_Substance
74175;74175;cinnamique (alcool);ANS autre nom;français;08/07/1997;11/12/2012
00345;74207;acide chénodésoxycholique ;ANS autre nom;français;08/07/1997;12/01/2023
74217;74217;bosentan monohydraté;ANS nom préféré;français;22/07/2002;01/07/2008
74224;74224;acétate de somatostatine hydraté;ANS autre nom;français;25/05/1999;
04630;74265;chlorhydrate de tétracycline;ANS autre nom;français;08/07/1997;18/06/2010
50149;74268;malate d'almotriptan;ANS autre nom;français;20/10/2000;08/11/2007
03434;74307;sulfate de polymyxine B;ANS autre nom;français;08/07/1997;17/09/2009
26718;74341;poudre d'or;ANS autre nom;français;08/07/1997;19/02/2023
24519;74342;extrait de palmier de Floride;ANS autre nom;français;08/07/1997;27/11/2014
74372;74372;brigatinib;ANS nom préféré;français;14/12/2018;
74405;74405;pérampanel;ANS nom préféré;français;28/03/2012;
74419;74419;prasugrel (bromhydrate de);ANS nom préféré;français;09/05/2018;
09364;74420;calcarea phosphorica ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
56010;74430;Neisseria meningitidis de groupe C (polyoside de) conjugué à l'anatoxine tétanique ;ANS autre nom;français;03/07/2001;29/01/2021
74460;74460;fostamatinib disodique hexahydraté;ANS nom préféré;français;14/01/2020;
74472;74472;xénon (gaz);ANS nom préféré;français;23/07/1999;
74522;74522;ciclésonide;ANS nom préféré;français;18/03/2009;
85959;74586;mandragora officinarum, décocté ((Homéopathie));ANS nom préféré;français;15/02/2022;
61112;74607;ésoméprazole magnésique trihydraté;ANS nom préféré;français;07/08/2000;29/11/2012
74694;74694;ispaghul (graine d'), tégument de la;ANS nom préféré;français;23/01/2002;19/02/2023
83934;74695;chlorhydrate de ropivacaïne;ANS autre nom;français;19/07/2002;20/02/2013
25643;74702;cocculus indicus ((Homéopathie));ANS nom préféré;français;08/07/1997;30/03/2018
65045;74738;aztréonam de lysine;ANS nom préféré;français;16/04/2008;
74746;74746;oséltamivir;ANS nom préféré;français;11/07/2002;
74765;74765;codéine (phosphate de) hémihydraté;ANS nom préféré;français;08/07/1997;28/10/2008
00923;74770;tocophérol, tout-rac-alpha;ANS autre nom;français;08/07/1997;07/09/2011
00924;74775;chlorhydrate de mexilétine;ANS autre nom;français;08/07/1997;27/07/2009
95294;74792;palonosétron;ANS nom préféré;français;07/01/2004;02/08/2010
74798;74798;clozapine;ANS nom préféré;français;08/07/1997;12/11/1998
38615;74843;chlorhydrate d'histidine monohydraté;ANS autre nom;français;08/07/1997;07/03/2023
27729;74847;cromoglicique (acide);ANS nom préféré;français;22/05/2002;17/02/2023
26713;74848;apis mellifica ((Homéopathie));ANS nom préféré;français;08/07/1997;10/02/2023
74856;74856;sodium ;ANS nom préféré;français;26/06/2015;30/06/2015
23886;74861;betula ((Homéopathie));ANS nom préféré;français;08/07/1997;15/02/2023
06492;74866;bésilate d'atracurium;ANS autre nom;français;08/07/1997;27/07/2007
44598;74879;ferreux (sulfate) desséché;ANS nom préféré;français;28/01/2000;07/03/2023
51513;74887;calcium (chlorure de) anhydre;ANS nom préféré;français;30/05/2002;20/02/2023
74919;74919;corifollitropine alfa ;ANS nom préféré;français;18/05/2010;18/05/2010
74929;74929;alirocumab ;ANS nom préféré;français;09/06/2015;09/06/2015
00241;74940;extrait fluide de partie aérienne de passiflore;ANS autre nom;français;08/07/1997;16/02/2023
22712;74947;millefolium ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
75054;75054;citrate;ANS nom préféré;français;19/01/2022;19/01/2022
00338;75067;dichlorhydrate de trimétazidine;ANS autre nom;français;08/07/1997;02/12/2009
75140;75140;ibrutinib;ANS nom préféré;français;29/09/2014;
67326;75142;extrait fluide de bourse à pasteur;ANS autre nom;français;05/09/2002;20/02/2023
75145;75145;gélatine fluide modifiée ;ANS nom préféré;français;12/02/2003;
00861;75181;chlorhydrate de naloxone anhydre;ANS autre nom;français;08/07/1997;06/08/2009
83321;75207;mésilate de dabigatran étexilate;ANS autre nom;français;05/03/2007;
75210;75210;milnacipran (chlorhydrate de);ANS nom préféré;français;25/05/1999;05/10/2011
75247;75247;natrum carbonicum pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
07728;75263;sulfate de magnésium trihydraté;ANS autre nom;français;08/07/1997;22/06/2009
21575;75311;scolopendrium officinale pour préparations homéopathiques;ANS autre nom;français;21/09/2011;21/09/2011
45621;75382;monosulfure de tétraméthylthiurame;ANS autre nom;français;08/07/1997;10/01/2013
45847;75384;chlorhydrate d'ivabradine;ANS autre nom;français;01/12/2005;30/11/2011
04587;75434;arnica montana ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
07436;75463;fumarate de bisoprolol;ANS autre nom;français;08/07/1997;30/06/2008
04963;75483;diisétionate d'hexamidine;ANS autre nom;français;08/07/1997;26/12/2012
05084;75487;or;ANS nom préféré;français;08/07/1997;17/02/2023
04179;75502;dipropionate de béclométasone;ANS autre nom;français;08/07/1997;11/01/2023
04413;75564;carbonate de magnésium;ANS autre nom;français;08/07/1997;05/11/2007
67102;75589;pipéracilline;ANS nom préféré;français;02/11/2001;22/12/2011
05633;75610;hyaluronate de sodium;ANS nom préféré;français;08/07/1997;21/10/2009
06610;75613;magnesia phosphorica ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
00767;75640;acide cholique;ANS autre nom;français;08/07/1997;01/06/2012
75648;75648;acide uridine-5' triphosphorique sel trisodique anhydre;ANS nom préféré;français;04/02/2003;
23251;75660;Neisseria meningitidis de groupe Y (polyoside de) conjugué à l'anatoxine tétanique;ANS autre nom;français;23/05/2012;23/05/2012
75712;75712;azote (protoxyde d');ANS autre nom;français;06/06/2000;24/08/2006
15954;75763;indinavir;ANS nom préféré;français;21/11/2002;17/02/2023
03302;75775;décanoate de fluphénazine;ANS autre nom;français;08/07/1997;17/04/2009
84525;75791;ampicilline;ANS nom préféré;français;27/11/2001;17/06/2008
75804;75804;hydrotalcite;ANS nom préféré;français;08/07/1997;12/10/2007
75817;75817;azélastine;ANS nom préféré;français;20/06/2002;
00234;75880;extrait d'hamamélis (fluide);ANS nom préféré;français;08/07/1997;03/03/2023
04041;75888;laurilsulfate de sodium;ANS autre nom;français;08/07/1997;22/10/2009
75939;75939;peroxyde de benzoyle hydraté;ANS nom préféré;français;28/08/2003;02/09/2009
76007;76007;Streptococcus pneumoniae sérotype 23F (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom;français;10/05/2006;24/03/2023
76057;76057;nicorandil;ANS nom préféré;français;08/07/1997;27/10/1998
76058;76058;poumon histamine pour préparations homéopathiques;ANS autre nom;français;10/07/2019;
62114;76061;gadotérique (acide);ANS nom préféré;français;23/12/2002;27/04/2009
39511;76071;extrait sec d'écorce de bourdaine;ANS autre nom;français;16/09/2002;19/02/2023
76079;76079;calcium (lévofolinate de);ANS autre nom;français;08/07/1997;08/06/2009
24078;76088;chlorure de gallium (68Ga);ANS autre nom;français;22/06/2015;22/06/2015
76107;76107;abiratérone;ANS nom préféré;français;11/08/2021;
67056;76118;acide lévofolinique;ANS autre nom;français;08/07/1997;21/05/2012
20819;76166;urtica urens ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
76196;76196;peginterféron alfa-2a ;ANS nom préféré;français;03/07/2001;27/06/2012
37281;76272;quaternium 15;ANS autre nom;français;08/07/1997;11/12/2012
21962;76276;complexe d'hydroxyde ferrique - saccharose;ANS autre nom;français;08/07/1997;26/10/2007
47684;76357;sulfate d'iobenguane;ANS autre nom;français;14/04/2003;20/02/2023
76371;76371;prasugrel (bésilate de);ANS nom préféré;français;13/07/2018;
05010;76410;phospholipides d'oeuf purifiés;ANS autre nom;français;08/07/1997;17/02/2023
45009;76419;phosphate de fludarabine;ANS autre nom;français;08/07/1997;10/04/2009
23027;76424;heptasulfure de rhénium;ANS autre nom;français;08/07/1997;19/02/2023
76541;76541;lanthane;ANS nom préféré;français;09/05/2005;20/02/2023
01397;76554;belladonna pour préparations homéopathiques;ANS autre nom;français;08/07/1997;14/02/2023
76556;76556;pentétréotide;ANS nom préféré;français;08/07/1997;
67795;76563;polyosides de Streptococcus pneumoniae sérotype 18C;ANS nom préféré;français;07/04/2000;20/02/2023
76589;76589;entécavir;ANS nom préféré;français;30/06/2006;
76594;76594;érysimum (sommité fleurie d') (extrait fluide de);ANS nom préféré;français;16/09/2002;21/02/2023
32622;76610;jus pressé déshydraté des parties aériennes fleuries fraîches d'Echinacea purpurea;ANS autre nom;français;28/06/2018;28/06/2018
76621;76621;rurioctocog alfa pégol ;ANS nom préféré;français;15/01/2018;15/01/2018
00033;76636;benzylique (alcool);ANS nom préféré;français;08/07/1997;01/10/2008
04184;76637;valérate de bétaméthasone;ANS autre nom;français;08/07/1997;27/06/2008
12683;76682;rhododendron ferrugineum ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
13002;76695;causticum ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
96035;76699;azithromycine;ANS nom préféré;français;02/11/2001;24/10/2012
76710;76710;dexmédétomidine;ANS nom préféré;français;05/10/2011;
76742;76742;bouleau;ANS nom préféré;français;05/09/2002;12/03/2008
76779;76779;pipéraquine (tétraphosphate de) tétrahydraté;ANS nom préféré;français;09/11/2011;16/11/2011
29039;76792;rheum ((Homéopathie));ANS nom préféré;français;08/07/1997;15/02/2023
20754;76823;chlorhydrate de pivmécillinam;ANS autre nom;français;08/07/1997;16/09/2009
76840;76840;moxonidine;ANS nom préféré;français;08/07/1997;27/10/1998
22129;76910;chlorhydrate de lévobupivacaïne;ANS autre nom;français;28/01/2000;21/11/2011
76913;76913;treprostinil monohydraté;ANS nom préféré;français;12/11/2018;
76996;76996;Streptococcus pneumoniae sérotype 5 (polyosides de);ANS autre nom;français;15/11/2000;21/02/2023
05541;77005;méclozine (chlorhydrate de);ANS nom préféré;français;08/07/1997;19/10/2011
05356;77006;alginate de sodium;ANS nom préféré;français;08/07/1997;26/01/2009
77015;77015;daclatasvir;ANS nom préféré;français;19/09/2014;19/09/2014
77060;77060;diacéréine;ANS nom préféré;français;08/07/1997;11/12/2008
77082;77082;lanréotide (acétate de);ANS nom préféré;français;08/07/1997;18/11/2011
77086;77086;tacrolimus;ANS nom préféré;français;19/03/2008;21/07/2010
09898;77212;aspidium filix mas ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
77311;77311;céfépime (dichlorhydrate de) monohydraté;ANS nom préféré;français;08/07/1997;13/08/2008
00631;77333;sodium (acétate de) trihydraté;ANS autre nom;français;08/07/1997;29/11/2011
77405;77405;cyclophosphamide anhydre;ANS nom préféré;français;30/05/2002;22/05/2013
91754;77441;berberis aquifolium ((Homéopathie));ANS nom préféré;français;07/10/2011;12/02/2023
77447;77447;dupilumab ;ANS nom préféré;français;14/11/2017;
77470;77470;burosumab ;ANS nom préféré;français;03/04/2018;
77479;77479;raltitrexed;ANS nom préféré;français;08/07/1997;
77579;77579;clofazimine;ANS nom préféré;français;25/05/1999;
41881;77580;zolédronique (acide) anhydre;ANS nom préféré;français;13/12/2001;17/12/2009
18084;77601;maralixibat (chlorure de);ANS nom préféré;français;22/09/2021;22/09/2021
09301;77703;mésilate de doxazosine;ANS autre nom;français;08/07/1997;29/06/2010
77742;77742;abacavir (sulfate d');ANS nom préféré;français;23/10/1998;02/03/2023
77753;77753;albumine humaine iodée [125 I] ;ANS nom préféré;français;04/02/2003;12/02/2003
40883;77792;acide para-aminosalicylique;ANS autre nom;français;29/05/2012;19/02/2023
65118;77801;dichlorure de radium (223Ra);ANS autre nom;français;27/11/2013;07/02/2014
77804;77804;certolizumab pégol ;ANS nom préféré;français;26/07/2006;24/03/2023
77834;77834;rélébactam monohydraté;ANS nom préféré;français;30/01/2020;30/01/2020
04766;77857;bromure de benzalkonium;ANS autre nom;français;08/07/1997;12/01/2023
47439;77860;acide oxoglurique;ANS autre nom;français;02/01/2020;02/01/2020
20900;77880;oxalate d'ivabradine;ANS autre nom;français;23/11/2015;23/11/2015
77887;77887;concentrat de vitamine A synthétique, forme huileuse;ANS autre nom;français;08/07/1997;14/12/2009
77898;77898;ioversol;ANS nom préféré;français;08/07/1997;13/11/1998
97368;77912;chlorhydrate de fingolimod;ANS autre nom;français;14/04/2011;18/04/2011
77956;77956;mécasermine recombinante;ANS nom préféré;français;08/07/1997;
77978;77978;sévoflurane;ANS nom préféré;français;08/07/1997;15/10/2009
53921;77993;tétrachlorhydrate de trientine;ANS autre nom;français;05/07/2017;05/07/2017
40628;77998;chlorhydrate d'épirubicine;ANS autre nom;français;08/07/1997;17/03/2009
85057;78000;chlorhydrate de nalméfène dihydraté;ANS autre nom;français;17/12/2012;
78014;78014;olodatérol (chlorhydrate d');ANS nom préféré;français;12/06/2012;
18025;78049;acétate d'icatibant;ANS autre nom;français;25/02/2009;15/12/2009
13582;78113;acétate de desmopressine trihydraté;ANS autre nom;français;08/07/1997;03/12/2008
05558;78120;tétradécyl sulfate de sodium;ANS nom préféré;français;08/07/1997;20/11/2009
28886;78159;bromhydrate de galantamine;ANS autre nom;français;24/10/2000;27/04/2009
18614;78185;eupatorium perfoliatum ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
03613;78198;pulsatilla pour préparations homéopathiques;ANS autre nom;français;08/07/1997;01/08/2013
24982;78212;alendronate monosodique trihydraté;ANS autre nom;français;08/07/1997;29/12/2022
78279;78279;caspofungine (acétate de) ;ANS nom préféré;français;11/02/2002;23/01/2015
78303;78303;séné de l'Inde ou de Tinnevelly (fruit de);ANS nom préféré;français;08/07/1997;07/03/2023
78306;78306;bimékizumab ;ANS nom préféré;français;05/08/2021;
78337;78337;bismuth potassique (sous-citrate de);ANS nom préféré;français;06/02/2012;09/02/2012
24209;78377;chlorhydrate dihydraté de valaciclovir;ANS autre nom;français;12/06/2008;17/06/2008
15304;78398;lisinopril;ANS nom préféré;français;29/04/2002;26/01/2012
78429;78429;céliprolol;ANS nom préféré;français;23/01/2002;
04509;78436;bétaméthasone (phosphate sodique de);ANS nom préféré;français;08/07/1997;27/06/2008
00908;78439;cantharis ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
03738;78503;acide phosphorique concentré;ANS autre nom;français;08/07/1997;08/09/2009
78513;78513;valaciclovir (chlorhydrate de) monohydraté;ANS nom préféré;français;28/08/2007;10/03/2023
44842;78520;acide pamidronique;ANS autre nom;français;29/11/2001;18/01/2013
78568;78568;géfitinib;ANS nom préféré;français;25/03/2004;13/03/2013
78578;78578;fosfomycine;ANS nom préféré;français;14/11/2002;
03245;78584;propionate d'érythromycine;ANS autre nom;français;08/07/1997;27/03/2009
78606;78606;polyoside de Neisseria meningitidis de groupe W-135 conjugué à l'anatoxine tétanique;ANS nom préféré;français;23/05/2012;
89185;78610;fléole des prés (Extrait allergénique de pollen de);ANS nom préféré;français;02/02/2004;07/03/2023
00028;78727;acide undécylénique;ANS autre nom;français;08/07/1997;07/12/2009
03709;78732;Olivier (extrait sec de);ANS nom préféré;français;08/07/1997;
04148;78740;chlorhydrate d'arginine;ANS autre nom;français;08/07/1997;08/01/2009
03314;78741;chlorhydrate de fenspiride;ANS autre nom;français;08/07/1997;13/11/1998
08744;78776;chlorhydrate d'urapidil;ANS autre nom;français;08/07/1997;07/12/2009
78780;78780;ziconotide;ANS nom préféré;français;22/08/2007;
78782;78782;tériparatide ;ANS nom préféré;français;11/08/2020;
78789;78789;sacubitril;ANS nom préféré;français;10/03/2015;
48470;78865;chlorhydrate d'eskétamine;ANS autre nom;français;28/03/2013;09/04/2013
47920;78872;immunoglobuline de lapin anti-lymphocyte T humain ;ANS nom préféré;français;15/10/1999;20/02/2023
26259;78897;lactobionate d'érythromycine;ANS autre nom;français;08/07/1997;27/03/2009
78915;78915;quinagolide;ANS nom préféré;français;23/08/2002;
78924;78924;escitalopram (oxalate d');ANS nom préféré;français;28/02/2002;
91695;78929;lactate de sodium anhydre;ANS autre nom;français;08/07/1997;31/07/2002
78975;78975;zolmitriptan;ANS nom préféré;français;25/05/1999;
78993;78993;métréleptine ;ANS nom préféré;français;18/09/2018;18/09/2018
79003;79003;Streptococcus pneumoniae sérotype 4 (polyosides de);ANS autre nom;français;07/04/2000;21/02/2023
08137;79049;acétate de zuclopenthixol;ANS autre nom;français;08/07/1997;22/09/2010
05097;79087;maléate de lévomépromazine;ANS autre nom;français;08/07/1997;09/06/2009
00532;79136;glycérine;ANS autre nom;français;08/07/1997;04/05/2009
04111;79155;glycérophosphate de sodium;ANS autre nom;français;08/07/1997;03/03/2023
79172;79172;hydrogène (peroxyde d');ANS autre nom;français;19/06/2002;11/05/2009
79190;79190;procarbazine;ANS nom préféré;français;05/08/2002;
79270;79270;raloxifène (chlorhydrate de);ANS nom préféré;français;15/11/1999;21/02/2012
05434;79311;ichtammol;ANS nom préféré;français;08/07/1997;15/05/2009
27062;79321;carmin d'indigo;ANS autre nom;français;08/07/1997;08/06/2010
25101;79365;sarcolacticum acidum ((Homéopathie));ANS nom préféré;français;19/05/2000;01/08/2013
05762;79417;alimémazine (hémitartrate d');ANS nom préféré;français;08/07/1997;03/01/2023
03202;79436;résinate de noscapine;ANS autre nom;français;08/07/1997;18/08/2009
91140;79474;fumarate de ténofovir alafénamide;ANS autre nom;français;18/11/2015;
79480;79480;acamprosate calcique;ANS nom préféré;français;08/07/1997;17/04/2007
79481;79481;aztréonam;ANS nom préféré;français;08/07/1997;13/11/1998
79482;79482;ciprofloxacine (chlorhydrate de);ANS nom préféré;français;08/07/1997;24/02/2011
79486;79486;nimodipine;ANS nom préféré;français;08/07/1997;12/11/1998
79507;79507;trastuzumab emtansine ;ANS nom préféré;français;28/10/2013;
07504;79535;aurum metallicum ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
25996;79540;chlorhydrate de cinchonidine monohydraté;ANS autre nom;français;08/07/1997;19/02/2023
21178;79553;carraghénanes;ANS nom préféré;français;01/02/1999;11/03/2010
79562;79562;lormétazépam;ANS nom préféré;français;08/07/1997;
79568;79568;magnésium (oxyde de) lourd;ANS nom préféré;français;08/07/1997;22/06/2009
79569;79569;magnésium (oxyde de) léger;ANS nom préféré;français;08/07/1997;22/06/2009
79591;79591;ixazomib (citrate d');ANS nom préféré;français;10/11/2016;
79594;79594;omoconazole (nitrate d');ANS nom préféré;français;08/07/1997;21/02/2011
79597;79597;EXTRAIT DE BOULEAU (SEC);ANS nom préféré;français;08/07/1997;26/11/2003
79600;79600;céfuroxime axétil;ANS nom préféré;français;08/07/1997;17/04/2007
15921;79789;eugenia jambolana ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
79794;79794;capsaïcine;ANS nom préféré;français;19/07/2002;20/02/2023
79803;79803;phytolaque (teinture de);ANS nom préféré;français;28/02/2000;20/02/2023
82102;79820;zincum oxydatum ((Homéopathie));ANS nom préféré;français;06/05/2004;17/05/2004
79853;79853;naloxone (chlorhydrate de) dihydraté;ANS nom préféré;français;23/12/2002;06/08/2009
30227;79875;chlorhydrate de céfotiam hexétil;ANS autre nom;français;08/07/1997;31/10/2007
79933;79933;antigènes de surface du virus de la grippe, inactivé, souche A/Cambodia/e0826360/2020 (H3N2) - souche analogue (A/Cambodia/e0826360/2020 IVR-224) ;ANS nom préféré;français;24/09/2021;19/02/2023
60723;79938;fluticasone (furoate de);ANS nom préféré;français;06/03/2008;05/03/2013
03557;79946;salicylicum acidum ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
79968;79968;rasagiline (hémitartrate de);ANS nom préféré;français;13/04/2015;13/04/2015
79972;79972;lumasiran;ANS nom préféré;français;02/02/2021;
79977;79977;senecio aureus pour préparations homéopathiques;ANS autre nom;français;06/08/2021;
55261;79980;badiaga ((Homéopathie));ANS nom préféré;français;08/07/1997;10/02/2023
93910;79983;cartilago ((Homéopathie));ANS nom préféré;français;29/08/2019;15/02/2023
79988;79988;érysimum (extrait sec d');ANS nom préféré;français;05/09/2002;12/10/2007
93297;80049;amidon hydroxyéthylé 130 000;ANS nom préféré;français;22/06/2001;02/05/2013
80062;80062;sitagliptine (malate de);ANS nom préféré;français;20/05/2015;20/05/2015
05392;80079;glycérophosphate de calcium;ANS autre nom;français;08/07/1997;08/07/2008
25329;80082;chlorhydrate d'azélastine;ANS autre nom;français;08/07/1997;20/06/2008
41788;80095;propionate de fluticasone;ANS autre nom;français;08/07/1997;17/04/2009
03752;80108;aspartate d'arginine;ANS nom préféré;français;08/07/1997;08/01/2009
80114;80114;adalimumab ;ANS nom préféré;français;24/10/2003;22/11/2007
80150;80150;insuline détémir ;ANS nom préféré;français;07/07/2004;
80185;80185;magnésium (acétate de) tétrahydraté;ANS nom préféré;français;01/02/1999;17/12/2014
80301;80301;atosiban (acétate d');ANS nom préféré;français;17/08/1998;
80353;80353;cétrorélix (acétate de);ANS nom préféré;français;02/12/1999;
80413;80413;pembrolizumab ;ANS nom préféré;français;05/06/2015;
80429;80429;bétiatide;ANS nom préféré;français;08/07/1997;25/04/2023
80432;80432;prasugrel (chlorhydrate de);ANS nom préféré;français;16/07/2009;14/12/2009
80439;80439;moroctocog alfa ;ANS nom préféré;français;07/04/2000;21/11/2012
80441;80441;ephedra vulgaris pour préparations homéopathiques;ANS autre nom;français;23/09/2019;15/02/2023
80443;80443;equisetum hiemale pour préparations homéopathiques;ANS autre nom;français;12/03/2007;
80457;80457;méglumine (tafamidis de);ANS autre nom;français;30/11/2011;01/12/2011
46395;80468;chlorhydrate d'ornithine;ANS autre nom;français;08/07/1997;20/08/2009
80476;80476;duloxétine (chlorhydrate de);ANS nom préféré;français;25/03/2004;12/03/2013
07032;80481;méthylprednisolone (hydrogénosuccinate de);ANS nom préféré;français;08/07/1997;23/07/2009
07436;80504;bisoprolol (fumarate de);ANS nom préféré;français;08/07/1997;30/06/2008
93796;80521;chondroïtine (sulfate sodique de) ;ANS nom préféré;français;07/04/2000;17/02/2023
80608;80608;odévixibat sesquihydraté;ANS nom préféré;français;29/06/2021;29/06/2021
90604;80625;euphorbia resinifera ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
80639;80639;fomépizole (sulfate de);ANS nom préféré;français;09/12/1998;21/04/2009
02077;80741;sulfate d'hydroxychloroquine;ANS autre nom;français;08/07/1997;12/05/2009
80744;80744;sitagliptine (chlorhydrate de);ANS nom préféré;français;21/10/2021;
80755;80755;ténofovir disoproxil (phosphate de);ANS nom préféré;français;21/05/2015;21/05/2015
80839;80839;equisetum arvense, décocté pour préparations homéopathiques;ANS autre nom;français;18/08/2021;
91006;80861;sodium (monosulfure de) anhydre;ANS nom préféré;français;21/11/2002;21/02/2023
09665;80870;acéponate d'hydrocortisone;ANS autre nom;français;08/07/1997;11/05/2009
02114;80939;céfixime trihydratée;ANS nom préféré;français;08/07/1997;16/02/2023
80945;80945;rolapitant;ANS nom préféré;français;22/05/2017;
65999;80946;dimethylsufloxyde de tramétinib;ANS autre nom;français;24/07/2014;24/07/2014
80958;80958;benralizumab ;ANS nom préféré;français;15/01/2018;
88219;80963;chlorhydrate de rolapitant monohydraté;ANS autre nom;français;22/05/2017;
80978;80978;ipratropium (bromure d') anhydre;ANS nom préféré;français;10/10/2002;06/02/2012
80991;80991;chlorméthine;ANS nom préféré;français;27/03/2017;
00622;81013;vitamine A;ANS autre nom;français;08/07/1997;12/03/2008
01041;81027;loflazépate d'éthyle;ANS nom préféré;français;08/07/1997;12/06/2009
81058;81058;somatropine ;ANS nom préféré;français;23/04/1999;24/03/2023
65061;81119;fosfomycin tromethamine;ANS autre nom;français;08/07/1997;17/04/2007
44935;81151;nitrate de cérium hexahydraté;ANS autre nom;français;08/07/1997;05/11/2007
57624;81195;adénovirus de chimpanzé codant pour la glycoprotéine Spike du SARS-CoV-2 ;ANS nom préféré;français;22/01/2021;01/02/2021
13794;81221;lycopodium clavatum ((Homéopathie));ANS nom préféré;français;08/07/1997;14/02/2023
81234;81234;lévofloxacine;ANS nom préféré;français;30/05/2002;
00113;81250;aloe ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
72983;81256;zincum isovalerianicum pour préparations homéopathiques;ANS autre nom;français;06/02/2013;15/02/2023
81299;81299;cabazitaxel (acétate d'éthyle de);ANS nom préféré;français;09/10/2020;
28408;81399;ticarcilline disodique;ANS nom préféré;français;08/07/1997;25/11/2009
81461;81461;cinacalcet;ANS nom préféré;français;05/11/2004;19/03/2013
08210;81467;natrum phosphoricum ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
81476;81476;vigabatrine;ANS nom préféré;français;08/07/1997;17/08/2010
03613;81503;pulsatilla ((Homéopathie));ANS nom préféré;français;08/07/1997;01/08/2013
81521;81521;fHbp de la sous-famille B de Neisseria meningitidis de sérogroupe B ;ANS nom préféré;français;26/06/2017;
22804;81525;bromhydrate d'élétriptan monohydraté;ANS autre nom;français;29/11/2017;29/11/2017
81549;81549;nicotine-bétadex (complexe);ANS nom préféré;français;11/12/1998;12/08/2009
81626;81626;miglustat;ANS nom préféré;français;14/04/2003;15/04/2003
71817;81706;viburnum opulus ((Homéopathie));ANS nom préféré;français;23/03/2021;
81716;81716;sodium (clodronate de) tétrahydraté;ANS autre nom;français;08/07/1997;21/10/2009
81723;81723;lomitapide;ANS nom préféré;français;04/06/2013;04/06/2013
37596;81726;antigène pertussique : pertactine  ;ANS autre nom;français;25/05/1999;23/03/2023
81742;81742;romiplostim ;ANS nom préféré;français;07/03/2008;
22002;81823;gadoxétate disodique;ANS nom préféré;français;10/01/2005;10/01/2005
81834;81834;tibolone;ANS nom préféré;français;24/10/2000;24/10/2000
04326;81880;cystine;ANS nom préféré;français;08/07/1997;27/11/2008
00663;81890;dioxyde de titane;ANS autre nom;français;08/07/1997;26/11/2009
81904;81904;bimatoprost;ANS nom préféré;français;19/04/2002;26/05/2006
04909;81912;pivalate de fluocortolone;ANS autre nom;français;08/07/1997;16/04/2009
99920;81952;oligoside de Neisseria meningitidis (souche C11) groupe C conjugué à la protéine CRM-197 de Corynebacterium diphteriae;ANS nom préféré;français;03/07/2001;27/03/2023
81962;81962;safinamide;ANS nom préféré;français;31/12/2014;
03980;82027;acétate de prednisolone;ANS autre nom;français;08/07/1997;23/09/2009
82102;82102;zincum oxydatum pour préparations homéopatiques;ANS autre nom;français;06/05/2004;17/05/2004
60921;82118;chlorhydrate de sélégiline;ANS autre nom;français;08/07/1997;15/10/2009
82142;82142;BCG (bacilles de Calmette-Guérin), Mycobactérium bovis, souche danoise 1331, vivante atténuée;ANS nom préféré;français;21/07/2004;21/02/2023
42794;82148;dipropionate de béclométasone monohydraté;ANS autre nom;français;26/04/2004;23/06/2008
85758;82161;trimipramine;ANS nom préféré;français;16/09/2002;17/04/2013
00708;82162;chlorhexidine (diacétate de);ANS nom préféré;français;08/07/1997;22/09/2008
82218;82218;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 33 ;ANS nom préféré;français;02/04/2015;19/02/2023
09477;82241;dolichos pruriens ((Homéopathie));ANS nom préféré;français;08/07/1997;13/02/2023
09182;82247;dichlorhydrate de zuclopenthixol;ANS autre nom;français;08/07/1997;06/08/2010
00027;82250;lauromacrogol 400;ANS nom préféré;français;08/07/1997;15/07/2010
00374;82251;éthylsuccinate d'érythromycine;ANS autre nom;français;08/07/1997;27/07/2010
32050;82328;succinate de solifénacine;ANS autre nom;français;13/09/2004;
82348;82348;pazopanib;ANS nom préféré;français;27/07/2010;27/07/2010
82384;82384;céfuroxime;ANS nom préféré;français;22/05/2002;
10130;82394;kalium bichromicum ((Homéopathie));ANS nom préféré;français;08/07/1997;22/10/2021
