Code_Substance;code_Nom_Substance;Nom_Substance;Flag_Substance
21050;98917    ;phosphate de sitagliptine monohydraté;ANS autre nom
20915;67095    ;chlorhydrate d'irinotécan trihydraté;ANS autre nom
20900;77880    ;oxalate d'ivabradine;ANS autre nom
20879;46247    ;lactate de magnésium dihydraté;ANS autre nom
20754;76823    ;chlorhydrate de pivmécillinam;ANS autre nom
20676;45296    ;protéine vectrice CRM197;ANS autre nom
20668;20668    ;chlorhydrate de rémifentanil;ANS autre nom
20386;58989    ;étilsulfate de mécétronium;ANS autre nom
20256;68640    ;chlorhydrate de venlafaxine;ANS autre nom
19874;62790    ;huile d'olive raffinée;ANS autre nom
19859;43974    ;chlorhydrate de néfopam;ANS autre nom
19770;72239    ;extrait sec raffiné et quantifié de ginkgo;ANS autre nom
19745;73500    ;nitrate de fenticonazole;ANS autre nom
19651;97458    ;tosilate de niraparib monohydraté;ANS autre nom
19576;13782    ;hydroxypropylméthylcellulose;ANS autre nom
19514;92835    ;solution de peroxyde d'hydrogène à 3 pour cent;ANS autre nom
19508;48772    ;glycérophosphate de sodium hydraté;ANS autre nom
19481;61661    ;acétate de mégestrol;ANS autre nom
19476;29159    ;polyvidone;ANS autre nom
19414;72628    ;hyclate de doxyxycline;ANS autre nom
19236;60817    ;vaseline (huile de);ANS autre nom
19236;99275    ;huile de vaseline;ANS autre nom
19039;52684    ;sulfate de ceftolozane;ANS autre nom
18851;68225    ;chlorhydrate de mitoxantrone;ANS autre nom
18827;64693    ;dichlorhydrate de pramipexole monohydraté;ANS autre nom
18812;62762    ;chlorhydrate de lévobunolol;ANS autre nom
18516;19134    ;gluconate de cuivre dihydraté;ANS autre nom
18408;35105    ;chlorhydrate de mépivacaïne;ANS autre nom
18380;45816    ;chlorhydrate de cartéolol;ANS autre nom
18265;65898    ;chlorhydrate de paroxétine hémihydraté;ANS autre nom
18180;18180    ;Streptococcus pneumoniae sérotype 19F (polyoside de) conjugué à la protéine vectrice CRM197;ANS autre nom
18055;18055    ;chlorhydrate de métoclopramide anhydre;ANS autre nom
18025;78049    ;acétate d'icatibant;ANS autre nom
18012;18012    ;sodium (fluorure (18F) de);ANS autre nom
17883;63770    ;oxalate de naloxégol;ANS autre nom
17563;41045    ;acétate de glatiramère;ANS autre nom
17445;86710    ;chlorhydrate de nilotinib monohydraté;ANS autre nom
17345;86597    ;hydrogénosuccinate d'hydrocortisone;ANS autre nom
17339;32127    ;esters éthyliques 90 d'acides oméga-3 ;ANS autre nom
17270;35891    ;sodium (alendronate de) monohydraté;ANS autre nom
17270;48198    ;alendronate de sodium monohydraté;ANS autre nom
17194;20598    ;chlorhydrate de bupropione;ANS autre nom
16951;49736    ;chlorhydrate d'ondansétron dihydraté;ANS autre nom
16496;70729    ;bromure de rocuronium;ANS autre nom
16484;54874    ;FSH ;ANS autre nom
16458;32155    ;chlorhydrate d'alizapride;ANS autre nom
16296;88555    ;chlorhydrate d'olopatadine;ANS autre nom
15646;95443    ;phosphate de tédizolid;ANS autre nom
15562;70170    ;succinate de sumatriptan;ANS autre nom
15285;72548    ;dimaléate de pixantrone;ANS autre nom
15258;35294    ;EXTRAIT SEC DE PETIT HOUX;ANS autre nom
14446;45187    ;furoate de mométasone;ANS autre nom
14306;90231    ;chlorhydrate de quinisocaïne;ANS autre nom
14049;41055    ;chlorhydrate de bénazépril;ANS autre nom
13942;44530    ;citrate de torémifène;ANS autre nom
13911;56777    ;gluconate de sodium;ANS autre nom
13709;56822    ;chlorhydrate de nicardipine;ANS autre nom
13647;47864    ;acide acétique glacial;ANS autre nom
13582;78113    ;acétate de desmopressine trihydraté;ANS autre nom
13577;41161    ;chlorure stanneux dihydraté;ANS autre nom
13013;43688    ;calcipotriol anhydre;ANS autre nom
12155;09045    ;potassium (hydrogénophosphate de);ANS autre nom
12016;79880    ;mésilate de loprazolam monohydraté;ANS autre nom
11456;11456    ;calcium (polystyrène sulfonate de);ANS autre nom
11401;24194    ;chlorhydrate d'oxybutynine;ANS autre nom
11396;86208    ;chlorhydrate de naltrexone;ANS autre nom
10876;64048    ;GHB (sel de sodium);ANS autre nom
10876;26786    ;oxybate de sodium;ANS autre nom
10740;51569    ;sélénite de sodium pentahydraté;ANS autre nom
10471;48409    ;chlorhydrate d'esmolol;ANS autre nom
10394;38830    ;diméticone silice;ANS autre nom
10157;32288    ;chlorhydrate de vancomycine;ANS autre nom
10091;90930    ;succinate de métoprolol;ANS autre nom
09706;96288    ;chlorure de calcium hexahydraté;ANS autre nom
09665;80870    ;acéponate d'hydrocortisone;ANS autre nom
09586;89440    ;périndopril erbumine;ANS autre nom
09586;36616    ;tert-butylamine de périndopril;ANS autre nom
09542;20100    ;chlorhydrate de tertatolol;ANS autre nom
09301;77703    ;mésilate de doxazosine;ANS autre nom
09182;82247    ;dichlorhydrate de zuclopenthixol;ANS autre nom
09122;03070    ;AZT;ANS autre nom
08873;08873    ;calcium (pentétate de) trisodique;ANS autre nom
08744;78776    ;chlorhydrate d'urapidil;ANS autre nom
08736;85343    ;chlorhydrate de quinapril;ANS autre nom
08613;08613    ;calcium (lactate de) pentahydraté;ANS autre nom
08190;51677    ;chlorure de chrome hexahydraté;ANS autre nom
08137;79049    ;acétate de zuclopenthixol;ANS autre nom
07958;27580    ;chlorhydrate de céliprolol;ANS autre nom
07787;44276    ;chlorure de miristalkonium;ANS autre nom
07728;75263    ;sulfate de magnésium trihydraté;ANS autre nom
07560;62184    ;chlorhydrate de fluoxétine;ANS autre nom
07529;67565    ;solution de peroxyde d'hydrogène à 30 pour cent;ANS autre nom
07436;16067    ;hémifumarate de bisoprolol;ANS autre nom
07436;53710    ;bisoprolol (hémifumarate de);ANS autre nom
07436;75463    ;fumarate de bisoprolol;ANS autre nom
07289;42475    ;chlorhydrate de ciclétanine;ANS autre nom
07032;96334    ;hydrogénosuccinate de méthylprednisolone;ANS autre nom
06987;42581    ;hydrogénotartrate de dihydrocodéine;ANS autre nom
06941;90804    ;décanoate de zuclopenthixol;ANS autre nom
06818;28415    ;extrait de passiflore (sec);ANS autre nom
06494;85157    ;acétate d'octréotide;ANS autre nom
06492;74866    ;bésilate d'atracurium;ANS autre nom
06379;56437    ;polystyrène sulfonate de sodium;ANS autre nom
06375;85162    ;diisétionate de pentamidine;ANS autre nom
06206;03987    ;polyéthylèneglycol 4000;ANS autre nom
06166;42730    ;chlorhydrate d'alfentanil;ANS autre nom
05988;97204    ;chlorhydrate d'apraclonidine;ANS autre nom
05777;98266    ;chlorhydrate de cyclopentolate;ANS autre nom
05767;40576    ;chlorhydrate d'imipramine;ANS autre nom
05765;27340    ;chlorhydrate de tiapride;ANS autre nom
05762;18624    ;hémitartrate d'alimémazine;ANS autre nom
05760;91167    ;tartrate de cyamémazine;ANS autre nom
05759;16623    ;chlorure d'acétylcholine;ANS autre nom
05633;05633    ;sodium (hyaluronate de);ANS autre nom
05618;88023    ;glycérophosphate de potassium;ANS autre nom
05616;61012    ;bromure de potassium;ANS autre nom
05565;35759    ;bromure de sodium;ANS autre nom
05562;05562    ;sodium (valproate de);ANS autre nom
05558;05558    ;sodium (tétradécyl sulfate de);ANS autre nom
05557;05557    ;sodium (salicylate de);ANS autre nom
05551;01791    ;hyoscine (bromhydrate d');ANS autre nom
05551;88020    ;bromhydrate de scopolamine;ANS autre nom
05546;05546    ;acide pentétique;ANS autre nom
05541;05541    ;histaméthizine (chlorhydrate d');ANS autre nom
05541;87161    ;chlorhydrate d'histaméthizine;ANS autre nom
05541;32013    ;chlorhydrate de méclozine;ANS autre nom
05534;20467    ;acétate de goséréline;ANS autre nom
05493;98845    ;sulfate de tuaminoheptane;ANS autre nom
05483;34558    ;chlorhydrate de triprolidine;ANS autre nom
05481;72209    ;maléate de trimipramine;ANS autre nom
05480;41378    ;hexacétonide de triamcinolone;ANS autre nom
05477;69247    ;énantate de testostérone;ANS autre nom
05455;96119    ;ioxitalamate de méglumine;ANS autre nom
05453;05453    ;méthyle (salicylate de);ANS autre nom
05452;74004    ;nicotinate de méthyle;ANS autre nom
05440;29176    ;glycérophosphate de magnésium;ANS autre nom
05434;05434    ;ichtyolammonium;ANS autre nom
05432;92907    ;chlorhydrate de lidocaïne monohydraté;ANS autre nom
05414;99759    ;EXTRAIT SEC DE LIERRE GRIMPANT;ANS autre nom
05407;64406    ;chlorhydrate de méthylphénidate;ANS autre nom
05394;05394    ;calcium (pantothénate de);ANS autre nom
05392;80079    ;glycérophosphate de calcium;ANS autre nom
05390;05390    ;calcium (folinate de);ANS autre nom
05386;28315    ;chlorhydrate d'amiodarone;ANS autre nom
05371;29748    ;benzoate de benzyle;ANS autre nom
05367;68890    ;métilsulfate de pralidoxime;ANS autre nom
05358;47868    ;chlorhydrate d'oxybuprocaïne;ANS autre nom
05356;05356    ;sodium (alginate de);ANS autre nom
05334;20893    ;citrate de clomifène;ANS autre nom
05333;90013    ;chlorhydrate de prométhazine;ANS autre nom
05296;17655    ;inosine phosphate disodique dihydraté;ANS autre nom
05290;32777    ;chlorhydrate de chlorméthine;ANS autre nom
05285;66875    ;chlorhydrate d'hydroquinidine;ANS autre nom
05284;59248    ;chlorure de déqualinium;ANS autre nom
05272;33037    ;mercurothiolate sodique;ANS autre nom
05249;48103    ;chlorhydrate de dopamine;ANS autre nom
05246;69237    ;gluconate de zinc;ANS autre nom
05242;98871    ;chlorhydrate de vérapamil;ANS autre nom
05230;60608    ;nitrate de thiamine;ANS autre nom
05229;10817    ;terpilénol;ANS autre nom
05229;68091    ;terpinéol, alpha-;ANS autre nom
05216;10081    ;améthocaïne (chlorhydrate de);ANS autre nom
05216;29507    ;chlorhydrate de tétracaïne;ANS autre nom
05209;47783    ;acétonide de triamcinolone;ANS autre nom
05139;84611    ;benzoate de quinine;ANS autre nom
05131;05131    ;sodium (ioxitalamate de);ANS autre nom
05126;59717    ;bromure de dodéclonium;ANS autre nom
05113;17522    ;sulfate de vincristine;ANS autre nom
05100;58216    ;poudre d'opium;ANS autre nom
05097;79087    ;maléate de lévomépromazine;ANS autre nom
05095;09710    ;tartrate de potassium;ANS autre nom
05095;05095    ;potassium (tartrate de) neutre;ANS autre nom
05094;85302    ;potassium (hydrogénotartrate de);ANS autre nom
05093;42263    ;chlorhydrate de bensérazide;ANS autre nom
05087;31117    ;chlorhydrate d'oxycodone;ANS autre nom
05085;45694    ;oxoglurate d'ornithine;ANS autre nom
05080;16954    ;chlorhydrate d'oxymétazoline;ANS autre nom
05047;84542    ;chlorhydrate de lévomépromazine;ANS autre nom
05033;24467    ;benzylpénicilline benzathine;ANS autre nom
05032;68011    ;antimoniate de méglumine;ANS autre nom
05031;71697    ;solution de méthylsilanetriol et de salicylate de sodium;ANS autre nom
05002;57065    ;gluconate de lithium;ANS autre nom
04979;45412    ;dinitrate d'isosorbide;ANS autre nom
04966;47355    ;dichlorhydrate d'histamine;ANS autre nom
04963;75483    ;diisétionate d'hexamidine;ANS autre nom
04962;86885    ;chlorhydrate d'heptaminol;ANS autre nom
04951;90921    ;huile de soja raffinée;ANS autre nom
04926;83097    ;sulfate de tobramycine;ANS autre nom
04925;18986    ;gomme Karaya;ANS autre nom
04921;46284    ;sulfate de glucosamine;ANS autre nom
04919;70689    ;chlorhydrate de glucosamine;ANS autre nom
04916;04916    ;flupentixol (chlorhydrate de);ANS autre nom
04916;71357    ;chlorhydrate de flupentixol;ANS autre nom
04916;73490    ;dichlorhydrate de flupentixol;ANS autre nom
04913;04913    ;sodium (fusidate de);ANS autre nom
04909;81912    ;pivalate de fluocortolone;ANS autre nom
04905;64816    ;gluconate ferreux;ANS autre nom
04871;71735    ;solution d'albumine humaine ;ANS autre nom
04862;42607    ;chlorhydrate d'adrénaline;ANS autre nom
04857;86241    ;sulfate de terbutaline;ANS autre nom
04852;04852    ;hydroxyéthyle (salicylate d');ANS autre nom
04841;42410    ;chlorhydrate de procarbazine;ANS autre nom
04834;04410    ;pyrantel (pamoate de);ANS autre nom
04834;59610    ;embonate de pyrantel;ANS autre nom
04813;85986    ;gluconate de cobalt;ANS autre nom
04805;82576    ;chlorhydrate de cinchocaïne;ANS autre nom
04788;29612    ;gluconolactate de calcium;ANS autre nom
04771;66516    ;chlorure de benzalkonium;ANS autre nom
04766;77857    ;bromure de benzalkonium;ANS autre nom
04760;04760    ;sodium (monofluorophosphate de);ANS autre nom
04752;90416    ;citrate de bétaïne monohydraté;ANS autre nom
04734;86061    ;chlorhydrate de benzydamine;ANS autre nom
04730;28735    ;dipropionate de bétaméthasone;ANS autre nom
04729;53279    ;chlorhydrate de bromhexine;ANS autre nom
04713;08495    ;alumine;ANS autre nom
04713;50892    ;oxyde d'aluminium;ANS autre nom
04703;52789    ;acide 4-aminobenzoïque;ANS autre nom
04661;94546    ;gel de phosphate d'aluminium;ANS autre nom
04655;91888    ;isopropanol;ANS autre nom
04655;04655    ;alcool isopropylique;ANS autre nom
04653;61345    ;chlorure de suxaméthonium;ANS autre nom
04630;74265    ;chlorhydrate de tétracycline;ANS autre nom
04594;84014    ;teinture de benjoin du Laos;ANS autre nom
04589;94606    ;teinture d'aubépine;ANS autre nom
04558;07591    ;sodium (hydrogénophosphate de) dodécahydraté;ANS autre nom
04558;19637    ;hydrogénophosphate de sodium dodécahydraté;ANS autre nom
04557;21553    ;alpha-aescine;ANS autre nom
04552;04552    ;sodium (laurilsulfoacétate de);ANS autre nom
04549;06884    ;soude;ANS autre nom
04549;30691    ;hydroxyde de sodium;ANS autre nom
04546;59588    ;fluorure de sodium;ANS autre nom
04537;18245    ;phosphate sodique de riboflavine;ANS autre nom
04511;19140    ;chlorure de trospium;ANS autre nom
04509;38295    ;phosphate sodique de bétaméthasone;ANS autre nom
04503;86839    ;chlorhydrate de kétamine;ANS autre nom
04492;04492    ;propyle (parahydoxybenzoate de);ANS autre nom
04475;68291    ;chlorhydrate de papavérine;ANS autre nom
04468;04468    ;potassium (bicarbonate de);ANS autre nom
04458;04458    ;trinitrine;ANS autre nom
04458;61307    ;glycéryle (trinitrate de);ANS autre nom
04456;41768    ;gluconate de zinc trihydraté;ANS autre nom
04455;32997    ;sulfate de néomycine;ANS autre nom
04433;04433    ;méthyle (parahydroxybenzoate de);ANS autre nom
04429;47624    ;métasulfobenzoate sodique de dexaméthasone;ANS autre nom
04422;37819    ;stéarate de magnésium;ANS autre nom
04415;16935    ;hydroxyde de magnésium;ANS autre nom
04414;17148    ;citrate de magnésium anhydre;ANS autre nom
04413;75564    ;carbonate de magnésium;ANS autre nom
04361;54296    ;bromure de benzododécinium;ANS autre nom
04347;94350    ;huile essentielle de romarin;ANS autre nom
04287;60089    ;valérate d'estradiol;ANS autre nom
04281;93945    ;tartrate d'ergotamine;ANS autre nom
04280;84885    ;tartrate d'adrénaline;ANS autre nom
04280;86109    ;épinéphrine (tartrate d');ANS autre nom
04280;45010    ;tartrate d'épinéphrine;ANS autre nom
04278;71610    ;chlorhydrate d'éphédrine;ANS autre nom
04235;41398    ;extrait sec de millepertuis;ANS autre nom
04230;71886    ;sulfate de vinblastine;ANS autre nom
04216;15587    ;chlorhydrate d'éthylmorphine;ANS autre nom
04196;44523    ;citrate de caféine;ANS autre nom
04188;04188    ;calcium (fluorure de);ANS autre nom
04187;04187    ;calcium (bromolactobionate de);ANS autre nom
04184;76637    ;valérate de bétaméthasone;ANS autre nom
04179;75502    ;dipropionate de béclométasone;ANS autre nom
04176;92664    ;caproate de fluocortolone;ANS autre nom
04171;98374    ;oxyde de bismuth;ANS autre nom
04150;99247    ;sulfate d'atropine monohydraté;ANS autre nom
04150;69351    ;sulfate d'atropine;ANS autre nom
04149;18701    ;glutamate d'arginine;ANS autre nom
04148;78740    ;chlorhydrate d'arginine;ANS autre nom
04133;31500    ;sulfate de chloroquine;ANS autre nom
04113;43586    ;vitamine B5;ANS autre nom
04111;79155    ;glycérophosphate de sodium;ANS autre nom
04108;48806    ;acide acétique;ANS autre nom
04068;40050    ;sulfate de streptomycine;ANS autre nom
04053;86861    ;citrate de phényltoloxamine;ANS autre nom
04046;96387    ;monosulfure de sodium nonahydraté;ANS autre nom
04042;04042    ;sodium (molybdate de) dihydraté;ANS autre nom
04041;75888    ;laurilsulfate de sodium;ANS autre nom
04031;07747    ;vitamine A (palmitate de);ANS autre nom
04031;73543    ;palmitate de vitamine A;ANS autre nom
04031;87112    ;palmitate de rétinol;ANS autre nom
04028;23647    ;citrate d'alvérine;ANS autre nom
04009;04009    ;choline (salicylate de);ANS autre nom
04000;04000    ;sodium (pentosane polysulfate de);ANS autre nom
03984;91061    ;chlorhydrate de pyridoxine;ANS autre nom
03981;98115    ;métasulfobenzoate sodique de prednisolone;ANS autre nom
03980;82027    ;acétate de prednisolone;ANS autre nom
03974;98695    ;graine d'ispaghul;ANS autre nom
03955;29153    ;chlorhydrate d'oxytétracycline;ANS autre nom
03940;24785    ;acétate de noréthistérone;ANS autre nom
03933;48448    ;nitrate de naphazoline;ANS autre nom
03929;47872    ;nitrate d'éconazole;ANS autre nom
03927;46382    ;acétate de méthylprednisolone;ANS autre nom
03904;18698    ;gluconate de manganèse;ANS autre nom
03874;83284    ;citrate de lithium;ANS autre nom
03865;24965    ;chlorhydrate d'isoprénaline;ANS autre nom
03850;24091    ;bromure de glycopyrronium;ANS autre nom
03818;33396    ;acétate de fludrocortisone;ANS autre nom
03790;82958    ;mésilate de dihydroergotamine;ANS autre nom
03782;42717    ;camsilate de codéine;ANS autre nom
03779;59636    ;phosphate de chloroquine;ANS autre nom
03778;22778    ;digluconate de chlorhexidine;ANS autre nom
03777;94270    ;benzoate de choléstérol;ANS autre nom
03752;03752    ;arginine (aspartate d');ANS autre nom
03738;78503    ;acide phosphorique concentré;ANS autre nom
03728;36325    ;éthylparabène;ANS autre nom
03728;03728    ;éthyle (parahydroxybenzoate d');ANS autre nom
03682;61964    ;maléate d'énalapril;ANS autre nom
03675;43614    ;phosphate sodique de dexaméthasone;ANS autre nom
03673;71764    ;acétate de dexaméthasone;ANS autre nom
03666;40639    ;eucalyptol;ANS autre nom
03661;91246    ;béta-carotène;ANS autre nom
03641;03641    ;calcium (ascorbate de);ANS autre nom
03633;57359    ;métilsulfate de néostigmine;ANS autre nom
03626;67942    ;chlorhydrate de yohimbine;ANS autre nom
03610;24166    ;chlorhydrate de tropatépine;ANS autre nom
03602;03602    ;alpha-tocophérol (acétate d');ANS autre nom
03602;37429    ;acétate d'alpha-tocophérol;ANS autre nom
03602;07686    ;vitamine E acétate;ANS autre nom
03602;53726    ;acétate de tout-rac-alpha-tocophéryle;ANS autre nom
03595;68900    ;résinate de prométhazine;ANS autre nom
03590;18119    ;métilsulfate de tiémonium;ANS autre nom
03585;35555    ;vitamine E succinate de polyéthylène glycol;ANS autre nom
03559;09163    ;albutérol (sulfate d');ANS autre nom
03559;38229    ;sulfate de salbutamol;ANS autre nom
03507;60677    ;chlorhydrate de prilocaïne;ANS autre nom
03505;03505    ;magnésium (pidolate de);ANS autre nom
03498;65134    ;palmitate de pipotiazine;ANS autre nom
03496;09758    ;polyvidone iodée;ANS autre nom
03495;03495    ;benzathine phénoxyméthylpénicilline;ANS autre nom
03484;49531    ;sodium (aminosalicylate de) dihydraté;ANS autre nom
03478;28861    ;phosphate sodique de prednisolone;ANS autre nom
03460;70801    ;maléate de phéniramine;ANS autre nom
03456;59063    ;gluconate de potassium;ANS autre nom
03455;46133    ;acétate de potassium;ANS autre nom
03437;55610    ;sulfate de protamine;ANS autre nom
03434;74307    ;sulfate de polymyxine B;ANS autre nom
03401;35680    ;chlorhydrate de minocycline;ANS autre nom
03394;03394    ;sodium (fytate de);ANS autre nom
03390;30614    ;gluconate de magnésium;ANS autre nom
03385;68664    ;acide tiaprofénique;ANS autre nom
03377;35147    ;chrome (alun de);ANS autre nom
03371;60730    ;chlorhydrate de lysozyme;ANS autre nom
03344;83518    ;caproate d'hydroxyprogestérone;ANS autre nom
03343;72833    ;acétate d'hydroxocobalamine;ANS autre nom
03339;89673    ;hydrogénooxalate de naftidrofuryl;ANS autre nom
03314;78741    ;chlorhydrate de fenspiride;ANS autre nom
03312;36843    ;sulfate de framycétine;ANS autre nom
03302;75775    ;décanoate de fluphénazine;ANS autre nom
03265;62637    ;hydrogénocitrate d'oxéladine;ANS autre nom
03245;78584    ;propionate d'érythromycine;ANS autre nom
03239;60040    ;huile essentielle de lavande;ANS autre nom
03236;16939    ;chlorhydrate de doxorubicine;ANS autre nom
03229;47854    ;bromhydrate de dextrométhorphane;ANS autre nom
03226;93424    ;acétate de flécaïnide;ANS autre nom
03225;03225    ;doxylamine (succinate de);ANS autre nom
03225;94002    ;succinate de doxylamine;ANS autre nom
03225;85378    ;hydrogénosuccinate de doxylamine;ANS autre nom
03218;38135    ;maléate de dexchlorphéniramine;ANS autre nom
03208;03208    ;calcium (undécylénate de);ANS autre nom
03202;79436    ;résinate de noscapine;ANS autre nom
03197;22689    ;chlorhydrate de cyproheptadine;ANS autre nom
03193;01139    ;chlorphéniramine (maléate de);ANS autre nom
03193;25081    ;maléate de chlorphénamine;ANS autre nom
03192;39030    ;gluconate de cuivre;ANS autre nom
03188;02301    ;auréomycine (chlorhydrate d');ANS autre nom
03188;64062    ;chlorhydrate de chlortétracycline;ANS autre nom
03178;50584    ;maléate de bromphéniramine;ANS autre nom
03170;03170    ;benzyle (parahydroxybenzoate de);ANS autre nom
03165;17621    ;acide tannique;ANS autre nom
03157;51100    ;acide parahydroxycinnamique;ANS autre nom
03152;92298    ;alcool dichlorobenzylique;ANS autre nom
03149;89018    ;chlorhydrate d'amiloride dihydraté;ANS autre nom
03146;03146    ;méglumine (amidotrizoate de);ANS autre nom
03127;45747    ;sodium (thiosulfate de);ANS autre nom
03122;54748    ;laurilsulfate de tiliquinol;ANS autre nom
03107;03107    ;DL-lysine (acétylsalicylate de);ANS autre nom
03102;03102    ;potassium (canrénoate de);ANS autre nom
03089;03089    ;sodium (iodure de);ANS autre nom
03088;15440    ;chlorhydrate de phényléphrine;ANS autre nom
03085;94782    ;chlorhydrate de pilocarpine;ANS autre nom
03068;47509    ;butylbromure de scopolamine;ANS autre nom
03063;20444    ;docusate de sodium;ANS autre nom
03063;03063    ;sodium (docusate de);ANS autre nom
03048;03048    ;sodium (phénylbutyrate de);ANS autre nom
03048;60010    ;phénylbutyrate de sodium;ANS autre nom
03026;50787    ;nitrate de miconazole;ANS autre nom
03020;73116    ;thiosulfate de magnésium;ANS autre nom
03019;73433    ;sulfate de magnésium heptahydraté;ANS autre nom
03018;92161    ;chlorure de magnésium hexahydraté;ANS autre nom
03013;35665    ;trisilicate de magnésium;ANS autre nom
03012;54451    ;oxyde de magnésium;ANS autre nom
03008;98415    ;monochlorhydrate de DL-lysine;ANS autre nom
02997;22074    ;fumarate ferreux;ANS autre nom
02974;02974    ;diéthylamine (salicylate de);ANS autre nom
02963;90144    ;chlorhydrate de clindamycine;ANS autre nom
02962;02962    ;calcium (glucoheptonate de);ANS autre nom
02952;30737    ;sulfate de bléomycine;ANS autre nom
02947;46106    ;acide malique;ANS autre nom
02940;40550    ;oxyde d'aluminium hydraté;ANS autre nom
02836;09347    ;penicilline V;ANS autre nom
02799;17168    ;chlorhydrate de péthidine;ANS autre nom
02699;54663    ;chlorhydrate d'isothipendyl;ANS autre nom
02685;33450    ;phosphate d'iproniazide;ANS autre nom
02678;86964    ;chlorhydrate de diphénhydramine;ANS autre nom
02633;36850    ;dihydrogénophosphate de rilménidine;ANS autre nom
02594;69605    ;solution d'hypochlorite de sodium;ANS autre nom
02594;02594    ;sodium (hypochlorite de), solution d';ANS autre nom
02560;39383    ;chlorhydrate de mébévérine;ANS autre nom
02523;42723    ;acide citrique monohydraté;ANS autre nom
02487;30912    ;norépinephrine (tartrate de);ANS autre nom
02487;83529    ;tartrate de norépinéphrine;ANS autre nom
02487;21931    ;tartrate de noradrénaline;ANS autre nom
02452;60727    ;vitamine PP;ANS autre nom
02449;02449    ;calcium (dobésilate de);ANS autre nom
02438;05812    ;neosynephrine;ANS autre nom
02414;33119    ;chlorhydrate de moxisylyte;ANS autre nom
02357;28697    ;maléate de méthylergométrine;ANS autre nom
02338;25230    ;chlorhydrate de nalbuphine;ANS autre nom
02331;11030    ;vitamine B2;ANS autre nom
02305;93595    ;acétate de gonadoréline;ANS autre nom
02284;08493    ;vitamine B6;ANS autre nom
02283;85555    ;bromure de pyridostigmine;ANS autre nom
02278;23698    ;chlorhydrate de pseudoéphédrine;ANS autre nom
02258;93423    ;chlorhydrate de propranolol;ANS autre nom
02245;56803    ;acétate de chlormadinone;ANS autre nom
02163;94879    ;chlorhydrate de pramocaïne;ANS autre nom
02161;66135    ;teinture d'arnica;ANS autre nom
02160;22177    ;acide fusidique hemihydraté;ANS autre nom
02160;37990    ;acide fusidique;ANS autre nom
02154;13986    ;galactane (sulfate de);ANS autre nom
02130;88774    ;chlorhydrate de pipampérone;ANS autre nom
02123;57576    ;propionate de sodium;ANS autre nom
02113;08039    ;vitamine K 1;ANS autre nom
02107;10661    ;diphénylhydantoïne;ANS autre nom
02087;22943    ;hydroxyzine (dichlorhydrate de);ANS autre nom
02087;86220    ;chlorhydrate d'hydroxyzine;ANS autre nom
02077;80741    ;sulfate d'hydroxychloroquine;ANS autre nom
01990;39024    ;chlorhydrate de maprotiline;ANS autre nom
01983;27802    ;imipénem;ANS autre nom
01981;01981    ;ammonium (molybdate d') tétrahydraté;ANS autre nom
01931;56864    ;fluorouracile;ANS autre nom
01927;43969    ;acétonide de fluocinolone;ANS autre nom
01904;01904    ;sodium (férédétate de);ANS autre nom
01901;19027    ;citrate de fentanyl;ANS autre nom
01890;49142    ;chlorhydrate de fenfluramine;ANS autre nom
01853;19396    ;chlorhydrate d'étiléfrine;ANS autre nom
01823;01396    ;vitamine B1;ANS autre nom
01823;30777    ;chlorhydrate de thiamine;ANS autre nom
01810;01168    ;éthoforme;ANS autre nom
01802;85610    ;chlorhydrate d'éthambutol;ANS autre nom
01755;72153    ;chlorhydrate de doxépine;ANS autre nom
01754;93196    ;chlorhydrate de doxapram;ANS autre nom
01728;29481    ;métilsulfate de méfénidramium;ANS autre nom
01695;33213    ;B.A.L.;ANS autre nom
01691;31537    ;théoclate de diphénhydramine;ANS autre nom
01662;89641    ;citrate de diéthylcarbamazine;ANS autre nom
01593;27326    ;chlorhydrate de déméclocycline;ANS autre nom
01591;86148    ;prostaglandine E1;ANS autre nom
01584;42875    ;mésilate de déféroxamine;ANS autre nom
01578;97346    ;chlorhydrate de daunorubicine;ANS autre nom
01539;33970    ;vitamine B12;ANS autre nom
01525;09199    ;vitamine D3;ANS autre nom
01525;01525    ;cholécalciférol;ANS autre nom
01520;47379    ;chlorhydrate de cystéine;ANS autre nom
01493;67156    ;chlorhydrate de clomipramine;ANS autre nom
01379;62386    ;bromure de céthexonium;ANS autre nom
01356;27313    ;venin d'abeille;ANS autre nom
01354;96345    ;chlorhydrate de buspirone;ANS autre nom
01343;36340    ;benzoate de méglumine;ANS autre nom
01281;60326    ;bleu de méthylène;ANS autre nom
01281;60328    ;chlorure de méthylthioninium;ANS autre nom
01274;71254    ;chlorhydrate de bipéridène;ANS autre nom
01257;23518    ;bétahistine (chlorhydrate de);ANS autre nom
01257;39866    ;dichlorhydrate de bétahistine;ANS autre nom
01188;47005    ;benzoate de métronidazole;ANS autre nom
01182;16827    ;vitamine C sodium;ANS autre nom
01182;21903    ;ascorbate sodique;ANS autre nom
01182;01182    ;sodium (ascorbate de);ANS autre nom
01123;01123    ;sodium (amidotrizoate de);ANS autre nom
01119;64800    ;sulfate de zinc monohydraté;ANS autre nom
01110;63527    ;chlorure d'ambénonium;ANS autre nom
01099;50697    ;morphine (sulfate de) pentahydraté;ANS autre nom
01099;99230    ;sulfate de morphine;ANS autre nom
