Code_CIS;Num_Element;Forme_Phar_Element;Nom_Element;Nom_Nature;Reference_dosage;Code_Substance;numOrdreEdit;Dosage
62395668;1;crème;crème;Substances actives.;pour 100 g;00532;3;15 g pour 100 g
62395668;1;crème;crème;Substances actives.;pour 100 g;00676;4;8 g pour 100 g
62395668;1;crème;crème;Substances actives.;pour 100 g;19236;11;2 g pour 100 g
62395294;1;gélule;gélule;Substances actives.;pour une gélule;63854;1;100 mg pour une gélule
62394630;1;comprimé;comprimé;Substances actives.;pour un comprimé;60929;1;10 mg pour un comprimé
62394153;1;film;film;Fractions thérapeutiques.;pour un film;67717;1;100 mg
62394153;1;film;film;Substances actives.;pour un film;34251;1;140,4 mg pour un film orodispersible
62393941;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;37314;1;35 mg
62393941;1;comprimé;comprimé;Substances actives.;pour un comprimé;99549;1;40,17 mg pour un comprimé
62393891;1;solution;solution;Substances actives.;pour 100 ml de solution buvable;00083;1;20 g pour 100 ml de solution buvable
62390849;1;comprimé;comprimé;Substances actives.;pour un comprimé;02171;1;20 mg pour un comprimé
62390482;1;solution;solution;Substances actives.;pour un récipient unidose de 10 ml;03496;1;1 g pour un récipient unidose de 10 ml
62390393;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;33207;1;5 mg pour un comprimé
62390393;1;comprimé;comprimé;Substances actives.;pour un comprimé;26727;1;
62388307;1;capsule;capsule;Fractions thérapeutiques.;pour une capsule;41187;1;100 mg
62388307;1;capsule;capsule;Substances actives.;pour une capsule;52826;1;120,40 mg pour une capsule
62387842;1;solution;solution;Substances actives.;pour une ampoule de 5 mL;00355;1;50 mg pour une ampoule de 5 mL
62387714;1;comprimé;comprimé;Substances actives.;pour un comprimé;11532;1;2,5 mg pour un comprimé
62386427;1;solution;solution;Substances actives.;pour 1 ml de solution;21510;1;0,100 mg pour 1 ml de solution
62385791;1;comprimé;comprimé;Substances actives.;pour un comprimé;23957;1;30 mg pour un comprimé
62384935;1;comprimé;comprimé;Substances actives.;pour un comprimé;24625;1;300 mg pour un comprimé
62384376;1;comprimé;comprimé;Substances actives.;pour un comprimé;00602;1;30 mg pour un comprimé
62382724;1;comprimé;comprimé;Substances actives.;pour un comprimé;03225;1;15,00 mg pour un comprimé
62380285;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;26478;2;500 mg pour un flacon de poudre
62380285;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;67102;1;4 g pour un flacon de poudre
62380285;1;poudre;poudre;Substances actives.;pour un flacon;19437;1;
62380285;1;poudre;poudre;Substances actives.;pour un flacon;30409;2;
62378195;1;gélule;gélule;Substances actives.;pour une gélule;11279;1;200 mg pour une gélule
62377079;1;comprimé;comprimé;Substances actives.;pour un comprimé;25681;1;50 mg pour un comprimé
62376828;1;gélule;gélule;Substances actives.;pour une gélule;70833;1;2 mg pour une gélule
62375509;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;76107;1;446 mg
62375509;1;comprimé;comprimé;Substances actives.;pour un comprimé;37304;1;500 mg pour un comprimé
62374058;1;solution;solution;Substances actives.;pour 3 ml de solution pour application cutanée;03778;1;60 mg pour 3 ml de solution pour application cutanée
62374058;1;solution;solution;Substances actives.;pour 3 ml de solution pour application cutanée;04655;2;2,1 ml pour 3 ml de solution pour application cutanée
62373974;1;comprimé;comprimé;Substances actives.;pour un comprimé;20890;1;100,00 mg pour un comprimé
62373038;1;crème;crème;Substances actives.;pour 100 g;00535;1;0,025 g pour 100 g
62371553;1;comprimé;comprimé;Substances actives.;pour un comprimé;48528;1;50,00 mg pour un comprimé
62371126;1;poudre;poudre;Substances actives.;pour 1 flacon;73916;1;500 mg pour 1 flacon
62370693;1;comprimé;comprimé;Substances actives.;pour un comprimé;25975;1;10 mg pour un comprimé
62369506;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé
62369506;1;comprimé;comprimé;Substances actives.;pour un comprimé;71153;1;80 mg pour un comprimé
62368639;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;54459;1;0,4 mg pour un comprimé
62368639;1;comprimé;comprimé;Substances actives.;pour un comprimé;21888;1;
62367569;1;comprimé;comprimé;Substances actives.;pour un comprimé;06431;1;10 mg pour un comprimé
62367067;1;comprimé;comprimé;Substances actives.;pour un comprimé;23957;1;30 mg pour un comprimé
62365493;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 1 ml;73377;1;4 mg pour une ampoule de 1 ml
62365493;1;solution;solution;Substances actives.;pour une ampoule de 1 ml;03675;1;
62364128;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;25 mg pour un comprimé
62364128;1;comprimé;comprimé;Substances actives.;pour un comprimé;31416;1;300 mg pour un comprimé
62363802;1;solution;solution;Substances actives.;pour 100 ml de solution;98677;1;26 ml pour 100 ml de solution
62363396;1;dispositif;dispositif;Fractions thérapeutiques.;pour un dispositif transdermique de 7,5 cm²;01786;1;1,17 mg pour un dispositif transdermique de 7,5 cm²
62363396;1;dispositif;dispositif;Substances actives.;pour un dispositif transdermique de 7,5 cm²;71064;1;
62363097;1;solution;solution;Substances actives.;pour 1 ml;46352;1;200 microgrammes pour 1 ml
62362497;1;poudre;poudre;Substances actives.;pour un flacon;40628;1;50 mg pour un flacon
62362440;1;gel;gel;Fractions thérapeutiques.;pour 1 g de gel;01261;2;0,5 mg pour 1 g de gel
62362440;1;gel;gel;Fractions thérapeutiques.;pour 1 g de gel;13013;1;50 microgrammes pour 1 g de gel
62362440;1;gel;gel;Substances actives.;pour 1 g de gel;04730;2;
62362440;1;gel;gel;Substances actives.;pour 1 g de gel;21973;1;
62362369;1;solution;solution;Substances actives.;pour 1 ml;03236;1;2 mg pour 1 ml
62361751;1;poudre;poudre;Fractions thérapeutiques.;pour un flacon;31269;1;500 mg
62361751;1;poudre;poudre;Substances actives.;pour un flacon;44152;1;589 mg pour un flacon
62361438;1;poudre;poudre;Substances actives.;pour 1 mL de solution reconstituée;03310;1;100 UI pour 1 mL de solution reconstituée
62360681;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution injectable;44437;1;6,62 mg
62360681;1;solution;solution;Substances actives.;pour 1 ml de solution injectable;83934;1;7,5 mg pour 1 ml de solution injectable
62359608;1;comprimé;comprimé;Substances actives.;pour un comprimé;25681;1;200 mg pour un comprimé
62358794;1;comprimé;comprimé;Substances actives.;pour un comprimé;00005;1;0,50000 g pour un comprimé
62358794;1;comprimé;comprimé;Substances actives.;pour un comprimé;01023;5;0,20000 g pour un comprimé
62358011;1;solution;solution;Substances actives.;pour un flacon de 5 ml;95609;1;500 mg pour un flacon de 5 ml
62357468;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;36192;1;500 mg pour un comprimé
62357468;1;comprimé;comprimé;Substances actives.;pour un comprimé;92734;1;
62356252;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;37973;1;6 mg
62356252;1;gélule;gélule;Substances actives.;pour une gélule;55512;1;9,6 mg pour une gélule
62355702;1;solution;solution;Substances actives.;pour une ampoule;86571;1;100 mg pour une ampoule
62354881;1;suspension;suspension;Fractions thérapeutiques.;pour une dose émise;57781;2;25 microgrammes pour une dose émise
62354881;1;suspension;suspension;Substances actives.;pour une dose émise;41788;1;250 microgrammes pour une dose émise
62354881;1;suspension;suspension;Substances actives.;pour une dose émise;93351;2;
62351650;1;comprimé;comprimé;Substances actives.;pour un comprimé;02202;1;500 mg pour un comprimé
62351650;1;comprimé;comprimé;Substances actives.;pour un comprimé;74765;2;30 mg pour un comprimé
62351344;1;comprimé;comprimé;Substances actives.;pour un comprimé;00196;1;0,150 mg pour un comprimé
62351344;1;comprimé;comprimé;Substances actives.;pour un comprimé;01807;2;0,03 mg pour un comprimé
62350491;1;comprimé;comprimé;Substances actives.;pour un comprimé;98159;1;10 mg pour un comprimé
62350477;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 1 mL;73377;1;4 mg pour une ampoule de 1 mL
62350477;1;solution;solution;Substances actives.;pour une ampoule de 1 mL;03675;1;
62350438;1;collyre;collyre;Substances actives.;pour 100 ml de collyre;05296;1;0,1 g pour 100 ml de collyre
62349845;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;49632;1;150,00 mg pour un comprimé
62349845;1;comprimé;comprimé;Substances actives.;pour un comprimé;25783;1;
62349731;1;comprimé;comprimé;Substances actives.;pour un comprimé;07436;1;10 mg pour un comprimé
62348800;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17061;1;100,00 mg pour un comprimé
62348800;1;comprimé;comprimé;Substances actives.;pour un comprimé;99303;1;
62348355;1;comprimé;comprimé;Substances actives.;pour un comprimé;42470;1;20 mg pour un comprimé
62348191;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;57760;1;0,5 mg
62348191;1;comprimé;comprimé;Substances actives.;pour un comprimé;65999;1;0,563 mg pour un comprimé
62347260;1;poudre;poudre;Fractions thérapeutiques.;pour une dose;57781;2;50 microgrammes pour une dose
62347260;1;poudre;poudre;Substances actives.;pour une dose;41788;1;250 microgrammes pour une dose
62347260;1;poudre;poudre;Substances actives.;pour une dose;93351;2;
62346703;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;59691;1;400 mg
62346703;1;comprimé;comprimé;Substances actives.;pour un comprimé;38607;1;460,48 mg pour un comprimé
62345640;1;poudre;poudre;Substances actives.;pour 1 ml de solution reconstituée;42430;1;5 mg pour 1 ml de solution reconstituée
62345455;1;dispositif;dispositif;Substances actives.;pour un dispositif;00690;1;14,54 mg pour un dispositif
62345448;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;99915;1;32,5 mg
62345448;1;comprimé;comprimé;Substances actives.;pour un comprimé;37314;1;35 mg pour un comprimé
62345380;1;solution;solution;Fractions thérapeutiques.;pour un récipient unidose de 2 ml;80978;1;0,500 mg
62345380;1;solution;solution;Substances actives.;pour un récipient unidose de 2 ml;49189;1;0,522 mg pour un récipient unidose de 2 ml
62345035;1;pommade;pommade;Substances actives.;pour 100 g de pommade;04913;1;2 g pour 100 g de pommade
62344129;1;gélule;gélule;Substances actives.;pour une gélule;02914;1;50 mg pour une gélule
62343034;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;60707;1;100 mg
62343034;1;comprimé;comprimé;Substances actives.;pour un comprimé;68227;1;119,469 mg pour un comprimé
62342434;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72550;1;7,5 mg
62342434;1;comprimé;comprimé;Substances actives.;pour un comprimé;32050;1;10 mg pour un comprimé
62341282;1;comprimé;comprimé;Substances actives.;pour un comprimé;11532;1;2,5 mg pour un comprimé
62340013;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39357;1;62,5 mg
62340013;1;comprimé;comprimé;Substances actives.;pour un comprimé;74217;1;64,541 mg pour un comprimé
62338553;1;comprimé;comprimé;Substances actives.;pour un comprimé;12870;1;10 mg pour un comprimé
62338400;1;gélule;gélule;Substances actives.;pour une gélule;63854;1;100 mg pour une gélule
62338254;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;37703;1;100 mg pour un comprimé
62338254;1;comprimé;comprimé;Substances actives.;pour un comprimé;03401;1;
62337711;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52118;1;112 microgrammes pour un comprimé
62337711;1;comprimé;comprimé;Substances actives.;pour un comprimé;00382;1;
62336456;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;72101;1;60 mg pour une gélule
62336456;1;gélule;gélule;Substances actives.;pour une gélule;80476;1;
62334786;1;solution;solution;Substances actives.;pour 1 ml de solution à diluer pour perfusion;20030;1;6 mg pour 1 ml de solution à diluer pour perfusion
62334754;1;collyre;collyre;Substances actives.;pour 1 mL de solution;51796;1;40 microgrammes pour 1 mL de solution
62334028;1;crème;crème;Substances actives.;pour 100 g;00532;3;15 g pour 100 g
62334028;1;crème;crème;Substances actives.;pour 100 g;00676;4;8 g pour 100 g
62334028;1;crème;crème;Substances actives.;pour 100 g;19236;11;2 g pour 100 g
62333524;1;poudre;poudre;Substances actives.;pour un flacon;87823;1;2000 UI pour un flacon
62333104;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;59691;1;50 mg pour un comprimé
62333104;1;comprimé;comprimé;Substances actives.;pour un comprimé;38607;1;
62332372;1;solution;solution;Substances actives.;pour une seringue préremplie;47102;1;44 microgrammes pour une seringue préremplie
62332319;1;collyre;collyre;Substances actives.;pour 1 mL de solution;51796;1;40 microgrammes pour 1 mL de solution
62331391;1;poudre;poudre;Substances actives.;pour un flacon;38662;1;25 mg pour un flacon
62330898;1;solution;solution;Substances actives.;pour une ampoule de 5 ml;01068;1;0,5 g pour une ampoule de 5 ml
62329077;1;solution;solution;Substances actives.;pour une ampoule de 5 ml;11673;1;25 mg pour une ampoule de 5 ml
62327311;1;comprimé;comprimé;Substances actives.;pour un comprimé;05562;1;500 mg pour un comprimé
62326387;1;solution;solution;Substances actives.;pour 100 g de solution;03929;1;1 g pour 100 g de solution
62326355;1;comprimé;comprimé;Substances actives.;pour un comprimé;00527;1;60 mg pour un comprimé
62325673;1;pommade;pommade;Substances actives.;pour 100 g de pommade;04100;1;4 g pour 100 g de pommade
62323042;1;comprimé;comprimé;Substances actives.;pour un comprimé;73208;1;40 mg pour un comprimé
62322104;2;solution;compartiment 2;Fractions thérapeutiques.;pour un compartiment n°2 de 1000 ml;00529;20;200 g
62322104;2;solution;compartiment 2;Substances actives.;pour un compartiment n°2 de 1000 ml;17150;20;220 g pour un compartiment n°2 de 1000 ml
62322104;1;solution;compartiment 1;Fractions thérapeutiques.;pour un compartiment n°1 de 1000 ml;00563;13;4,06 g
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00031;1;14,49 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00544;2;3,36 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00550;3;4,20 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00555;4;5,11 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00610;5;3,92 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00629;6;3,50 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00658;7;2,94 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00674;8;1,26 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;00675;9;4,06 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;01021;10;7,21 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;01178;11;8,05 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;02666;12;2,80 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;03482;14;4,76 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;03605;15;0,28 g pour un compartiment n°1 de 1000 ml
62322104;1;solution;compartiment 1;Substances actives.;pour un compartiment n°1 de 1000 ml;79537;13;5,07 g pour un compartiment n°1 de 1000 ml
62319930;1;comprimé;comprimé;Substances actives.;pour un comprimé;00975;1;1 500 000 UI pour un comprimé
62319930;1;comprimé;comprimé;Substances actives.;pour un comprimé;02382;2;250 mg pour un comprimé
62319791;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;46704;1;27 mg
62319791;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;65807;2;13,5 mg
62319791;1;comprimé;comprimé;Substances actives.;pour un comprimé;05087;1;30 mg pour un comprimé
62319791;1;comprimé;comprimé;Substances actives.;pour un comprimé;79853;2;16,48 mg pour un comprimé
62318935;1;capsule;capsule;Substances actives.;pour une capsule;06088;1;10 mg pour une capsule
62318928;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;12,5 mg pour un comprimé
62318928;1;comprimé;comprimé;Substances actives.;pour un comprimé;03682;1;20 mg pour un comprimé
62316578;1;comprimé;comprimé;Substances actives.;pour un comprimé;71041;1;140 mg pour un comprimé
62316507;1;comprimé;comprimé;Substances actives.;pour un comprimé;32743;1;5 mg pour un comprimé
62313468;1;suspension;suspension;Substances actives.;pour 5 ml de suspension buvable;55410;1;600 mg pour 5 ml de suspension buvable
62312829;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;1;80 mg pour un comprimé
62312601;1;solution;solution;Substances actives.;pour 100 ml de solution buvable;02543;1;0,033 g pour 100 ml de solution buvable
62312163;1;comprimé;comprimé;Substances actives.;pour un comprimé;02064;2;25 mg pour un comprimé
62312163;1;comprimé;comprimé;Substances actives.;pour un comprimé;31416;1;300 mg pour un comprimé
62311321;1;granulés;granulés;Substances actives.;pour 1 ml de suspension buvable reconstituée;24563;1;50 mg pour 1ml de suspension buvable reconstituée
62311307;1;comprimé;comprimé;Substances actives.;pour un comprimé;01097;1;100,00 mg pour un comprimé
62311182;1;solution;solution;Substances actives.;pour une ampoule;00812;1;10 mg pour une ampoule
62310931;1;collyre;collyre;Fractions thérapeutiques.;pour 1 mL de collyre;15009;2;5 mg
62310931;1;collyre;collyre;Fractions thérapeutiques.;pour 1 mL de collyre;51528;1;20 mg
62310931;1;collyre;collyre;Substances actives.;pour 1 mL de collyre;00200;2;6,83 mg pour 1 mL de collyre
62310931;1;collyre;collyre;Substances actives.;pour 1 mL de collyre;83176;1;22,26 mg pour 1 mL de collyre
62308720;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;89971;1;10 mg pour un comprimé
62308720;1;comprimé;comprimé;Substances actives.;pour un comprimé;78924;1;
62308535;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;38050;1;10 mg pour 1 ml de solution
62308535;1;solution;solution;Substances actives.;pour 1 ml de solution;40424;1;
62308389;1;trousse;solution colloïdale marron foncé;Fractions thérapeutiques.;pour 1 flacon A : solution colloïdale marron foncé;51895;1;0,15 mg
62308389;1;trousse;solution colloïdale marron foncé;Substances actives.;pour 1 flacon A : solution colloïdale marron foncé;23027;1;0,24 mg pour 1 ml
62307903;1;collyre;collyre;Substances actives.;pour 100 ml;03434;2;1,00 MUI pour 100 ml
62307903;1;collyre;collyre;Substances actives.;pour 100 ml;04455;1;0,34 MUI pour 100 ml
62305927;1;solution;solution;Substances actives.;pour 3 ml;05386;1;150 mg pour 3 ml
62305457;1;comprimé;comprimé;Substances actives.;pour un comprimé;03371;2;20,00 mg pour un comprimé
62305457;1;comprimé;comprimé;Substances actives.;pour un comprimé;03984;1;10,00 mg pour un comprimé
62304120;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;60707;1;400 mg  pour un comprimé
62304120;1;comprimé;comprimé;Substances actives.;pour un comprimé;68227;1;
62303214;1;comprimé;comprimé;Substances actives.;pour un comprimé;42215;1;1,00 mg pour un comprimé
62303171;1;comprimé;comprimé;Substances actives.;pour un comprimé;95609;1;1000 mg pour un comprimé
62303075;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;100 mg pour une gélule
62302938;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;39727;1;5 mg pour un comprimé
62302938;1;comprimé;comprimé;Substances actives.;pour un comprimé;15734;2;80 mg pour un comprimé
62302938;1;comprimé;comprimé;Substances actives.;pour un comprimé;93748;1;
62302190;1;collutoire;collutoire;Substances actives.;pour 100 mL de solution;04771;4;0,03 g pour 100 mL de solution
62302190;1;collutoire;collutoire;Substances actives.;pour 100 mL de solution;05432;5;0,30 g pour 100 mL de solution
62300481;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01525;2;70 microgrammes (2800 UI) pour un comprimé
62300481;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;35532;1;70 mg pour un comprimé
62300481;1;comprimé;comprimé;Substances actives.;pour un comprimé;24982;1;
62300481;1;comprimé;comprimé;Substances actives.;pour un comprimé;85054;2;
62300385;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;01525;2;400 UI
62300385;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;72723;1;500 mg
62300385;1;comprimé;comprimé;Substances actives.;pour un comprimé;00428;1;1248,75 mg pour un comprimé
62300385;1;comprimé;comprimé;Substances actives.;pour un comprimé;85054;2;4 mg pour un comprimé
62299972;1;solution;solution;Fractions thérapeutiques.;pour une ampoule de 1 ml;54459;1;0,3 mg pour une ampoule de 1 ml
62299972;1;solution;solution;Substances actives.;pour une ampoule de 1 ml;21888;1;
62298607;1;solution;solution;Fractions thérapeutiques.;pour un récipient unidose de 2 ml;80978;1;0,500 mg  pour un récipient unidose de 2 ml
62298607;1;solution;solution;Substances actives.;pour un récipient unidose de 2 ml;49189;1;
62298240;1;solution;solution;Substances actives.;pour 100 ml;03778;1;0,11 g pour 100 ml
62296848;1;poudre;poudre;Substances actives.;pour un sachet de 7,25 g;00361;1;3,5000 g pour un sachet de 7,25 g
62296517;1;gélule;gélule;Substances actives.;pour une gélule;63854;1;100 mg pour une gélule
62295835;1;comprimé;comprimé;Substances actives.;pour un comprimé;62172;1;50 mg pour un comprimé
62295625;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;96035;1;250 mg pour un comprimé
62295625;1;comprimé;comprimé;Substances actives.;pour un comprimé;48539;1;
62294904;1;solution;solution;Substances actives.;pour une dose;04179;1;50,00 microgrammes pour une dose
62294249;1;solution;solution;Substances actives.;pour 100 ml;05270;1;4 g pour 100 ml
62294199;1;gaz;gaz;Substances actives.; ;48940;1;800 ppm (V/V)
62294181;1;crème;crème;Substances actives.;pour 100 g;03540;1;0,1000 g pour 100 g
62293332;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé pelliculé;96035;1;250,0 mg pour un comprimé pelliculé
62293332;1;comprimé;comprimé;Substances actives.;pour un comprimé pelliculé;43303;1;
62292928;1;comprimé;comprimé;Substances actives.;pour un comprimé;71153;1;80 mg pour un comprimé
62292771;1;solution;solution;Substances actives.;pour 1 mL de solution;94980;1;4 mg pour 1 mL de solution
62292134;1;suspension;suspension;Substances actives.;pour un sachet-dose;00899;2;267,00 mg pour un sachet-dose
62292134;1;suspension;suspension;Substances actives.;pour un sachet-dose;05356;1;500,00 mg pour un sachet-dose
62292020;1;comprimé;comprimé;Substances actives.;pour un comprimé;42215;1;1 mg pour un comprimé
62291776;1;comprimé;comprimé;Substances actives.;pour un comprimé;39196;1;10 mg pour un comprimé
62290927;1;comprimé;comprimé;Substances actives.;pour un comprimé;00987;1;2 mg pour un comprimé
62290927;1;comprimé;comprimé;Substances actives.;pour un comprimé;01807;2;0,035 mg pour un comprimé
62289729;1;comprimé;comprimé;Substances actives.;pour un comprimé;02640;1;500,00 mg pour un comprimé
62289597;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;75 mg pour une gélule
62287824;1;solution;solution;Fractions thérapeutiques.;pour 1 ml;44322;1;50 microgrammes pour 1 ml
62287824;1;solution;solution;Substances actives.;pour 1 ml;06494;1;
62287735;1;comprimé;comprimé;Substances actives.;pour un comprimé;00083;1;800 mg pour un comprimé
62287354;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;17477;1;533 microgrammes
62287354;1;comprimé;comprimé;Substances actives.;pour un comprimé;01901;1;840 microgrammes pour un comprimé
62287112;1;capsule;capsule;Substances actives.;pour une capsule;00842;1;10 mg pour une capsule
62286576;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;47554;1;0,52 mg
62286576;1;comprimé;comprimé;Substances actives.;pour un comprimé;18827;1;0,75 mg pour un comprimé
62286195;1;émulsion;émulsion;Substances actives.;pour 1 ml d'émulsion injectable ou pour perfusion;07603;1;5 mg pour 1 ml d'émulsion injectable ou pour perfusion
62286010;1;gélule;gélule;Fractions thérapeutiques.;pour une gélule;48296;1;75 mg pour une gélule
62286010;1;gélule;gélule;Substances actives.;pour une gélule;97838;1;
62285549;1;gélule;gélule;Substances actives.;pour une gélule;39422;1;75 mg pour une gélule
62285346;1;gélule;gélule;Substances actives.;pour une gélule;00915;1;90,00 mg pour une gélule
62283270;1;comprimé;comprimé;Substances actives.;pour un comprimé;16849;1;600 mg pour un comprimé
62282407;1;solution;solution;Fractions thérapeutiques.;pour 1 ml de solution;38050;1;40 mg
62282407;1;solution;solution;Substances actives.;pour 1 ml de solution;40424;1;45,6 mg pour 1 ml de solution
62280694;1;solution;solution;Fractions thérapeutiques.;pour 100 ml de solution pour perfusion;00529;1;30 g pour 100 ml de solution pour perfusion
62280694;1;solution;solution;Substances actives.;pour 100 ml de solution pour perfusion;17150;1;
62280018;1;poudre;poudre;Substances actives.;pour une poche;02751;1;400 mg pour une poche
62279329;1;suspension;suspension;Substances actives.;pour une dose de 1 ml;09692;1;20 microgrammes pour une dose de 1 ml
62278832;1;solution;solution;Substances actives.;pour 1 ml;33218;1;100 Unités pour 1 ml
62278227;1;solution;solution;Substances actives.;pour 1000 ml de solution;00901;2;5,03 g pour 1000 ml de solution
62278227;1;solution;solution;Substances actives.;pour 1000 ml de solution;04155;1;5,29 g pour 1000 ml de solution
62278202;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;52118;1;88 microgrammes pour un comprimé
62278202;1;comprimé;comprimé;Substances actives.;pour un comprimé;00382;1;
62278056;2;solution;compartiment B : solution tampon;Substances actives.; ;00093;6;0,314 g pour 1000 ml
62278056;2;solution;compartiment B : solution tampon;Substances actives.; ;00899;1;3,09 g pour 1000 ml
62278056;2;solution;compartiment B : solution tampon;Substances actives.; ;00901;7;6,45 g pour 1000 ml
62278056;1;solution;compartiment A : solution d'électrolytes;Substances actives.;pour 1000 ml;00430;2;5,145 g pour 1000 ml
62278056;1;solution;compartiment A : solution d'électrolytes;Substances actives.;pour 1000 ml;00529;3;22 g pour 1000 ml
62278056;1;solution;compartiment A : solution d'électrolytes;Substances actives.;pour 1000 ml;00688;4;5,4 g pour 1000 ml
62278056;1;solution;compartiment A : solution d'électrolytes;Substances actives.;pour 1000 ml;03018;5;2,033 g pour 1000 ml
62277520;1;gélule;gélule;Substances actives.;pour une gélule;03902;1;67 mg pour une gélule
62271624;1;comprimé;comprimé;Substances actives.;pour un comprimé;49665;1;2 mg pour un comprimé
62271250;1;emplâtre;emplâtre;Substances actives.;pour 100 g d'emplâtre;00690;1;40 g pour 100 g d'emplâtre
62270981;1;pommade;pommade;Substances actives.;pour 100 g;06825;1;2 g pour 100 g
62270942;1;comprimé;comprimé;Substances actives.;pour un comprimé;00907;1;6 mg pour un comprimé
62270675;1;comprimé;comprimé;Fractions thérapeutiques.;pour un comprimé;64438;1;45,8 mg
62270675;1;comprimé;comprimé;Substances actives.;pour un comprimé;48528;1;50 mg pour un comprimé
62267679;1;comprimé;comprimé;Substances actives.;pour un comprimé;43199;1;93,3 mg-162,1 mg pour un comprimé
62267070;1;dispositif;dispositif;Substances actives.;pour un dispositif;94037;1;52,5 mg pour un dispositif
