Code_Substance;Code_SMS;Lib_Pref_Fran
89477;100000091433;sorafénib
27352;100000090319;sorafénib (tosilate de)
00640;100000086759;sorbitol
18343;100000079562;sorbitol liquide (cristallisable)
00970;100000091374;sotalol (chlorhydrate de)
24624;100000183068;sotorasib
16715;300000022271;sotrovimab 
44997;100000090444;soufre
97899;100000091323;soufre (hexafluorure de)
23835;100000089548;sous unité B de la toxine cholérique recombinante 
00975;100000091325;spiramycine
00335;100000091363;spiramycine (adipate de)
00977;100000092408;spironolactone
13577;NA;stanneux (chlorure) dihydraté
00702;100000077812;stanneux (fluorure)
93467;100000089694;stavudine
52513;100000089171;stiripentol
98037;NA;Streptococcus pneumoniae sérotype 2 (polyosides de)
19075;NA;Streptococcus pneumoniae sérotype 23F (polyosides de)
98189;NA;Streptococcus pneumoniae sérotype 9V (polyosides de)
04068;100000085065;streptomycine (sulfate de)
10235;100000083504;streptozocine
25169;100000083487;succimer
03560;100000078070;succinimide
03563;100000091545;sucralfate
34909;100000089189;sufentanil
48856;100000091108;sufentanil (citrate de)
69540;100000089639;sugammadex
68590;100000124531;sugammadex sodique
44778;100000083256;sulbactam
08327;100000090027;sulbactam sodique
05241;100000087090;sulbutiamine
58807;100000085231;sulésomab 
02867;100000083245;sulfadiazine
00617;100000088916;sulfadiazine argentique
02877;100000092325;sulfaméthizol
02878;100000092618;sulfaméthoxazole
00947;100000091572;sulfasalazine
02905;100000091538;sulfogaïacol
29686;100000133836;sulfosilicoaluminate de sodium
00216;100000092515;sulindac
02914;100000091056;sulpiride
06209;100000092603;sulprostone
89266;100000091679;sumatriptan
15562;100000077527;sumatriptan (succinate de)
29335;100000087970;sunitinib
41239;100000093454;sunitinib (malate de)
28612;NA;sureau (fleur de), extrait sec de
50648;100000157783;susoctocog alfa 
04653;100000089877;suxaméthonium (chlorure de)
67541;100000135573;suxaméthonium (chlorure de) dihydraté
77086;100000091743;tacrolimus
98322;100000087996;tacrolimus monohydraté
98159;100000089310;tadalafil
85087;100000126102;tafamidis
80457;100000124128;tafamidis de méglumine
34978;100000183311;tafasitamab 
61469;100000166294;talazoparib
27916;300000011235;talazoparib (tosilate de)
03899;100000078762;talc
35166;100000091546;tamoxifène
00126;100000090201;tamoxifène (citrate de)
64851;100000082422;tamsulosine
66494;100000089670;tamsulosine (chlorhydrate de)
03165;100000092070;tannique (acide)
22322;100000124502;tapentadol
24583;100000124471;tapentadol (chlorhydrate de)
05095;NA;tartrate de potassium neutre
00026;100000078782;tartrique (acide)
45682;100000089313;tasonermine 
01603;100000082407;taurine
44908;100000082411;tazarotène
26478;100000091983;tazobactam
30409;100000092105;tazobactam sodique
42539;NA;tébentafusp
23243;NA;téclistamab 
15646;100000128380;tédizolid (phosphate de)
33763;100000124173;téduglutide 
09967;100000085403;téicoplanine
24568;100000089257;telbivudine
55715;100000089311;télithromycine
71153;100000089190;telmisartan
55062;100000082926;témocilline
85456;100000153807;témocilline disodique
23986;100000091846;témoporfine
31246;100000089638;témozolomide
27660;100000089582;temsirolimus
38167;100000085233;ténectéplase 
46715;100000088702;ténoate d'éthanolamine
98937;100000144893;ténofovir alafénamide
91140;100000164069;ténofovir alafénamide (fumarate de)
29337;NA;ténofovir disoproxil
89901;100000092141;ténofovir disoproxil (fumarate de)
36917;100000163363;ténofovir disoproxil (maléate de)
80755;100000161163;ténofovir disoproxil (phosphate de)
38700;100000160577;ténofovir disoproxil (succinate de)
08751;100000082679;ténoxicam
60254;100000086021;térazosine (chlorhydrate de) dihydraté
72481;100000092310;terbinafine
32925;100000090624;terbinafine (chlorhydrate de)
04857;100000084794;terbutaline (sulfate de)
17098;100000089234;tériflunomide
61457;100000089193;tériparatide
26561;100000089193;tériparatide 
78782;100000089193;tériparatide 
42124;100000082691;terlipressine
60920;100000091321;terlipressine (acétate de)
00651;100000087177;terpine
10791;100000077559;terpinol
09542;100000126212;tertatolol (chlorhydrate de)
02934;100000089191;testostérone
05477;100000091317;testostérone (énantate de)
22217;100000089009;testostérone (undécanoate de)
71395;100000092314;tétrabénazine
01835;100000088809;tétracaïne
05216;100000091356;tétracaïne (chlorhydrate de)
01836;100000085201;tétracosactide
01837;100000082736;tétracycline
04630;100000091072;tétracycline (chlorhydrate de)
05558;100000087396;tétradécyl sulfate de sodium
72941;300000045208;tétrakis cuivre (tétrafluoroborate de)
45621;100000134279;tétraméthylthiurame (monosulfure de)
86094;NA;tétrofosmine
29456;100000174401;tezacaftor
69479;100000089194;thalidomide
15078;100000129545;théophylline
00655;100000076988;théophylline monohydratée
01821;100000082416;thiamazol
48694;100000092097;thiamine
01823;100000091092;thiamine (chlorhydrate de)
05230;100000092190;thiamine (nitrate de)
01824;100000082417;thiamphénicol
01830;100000091997;thiocolchicoside
84816;NA;thiohexam
05272;100000092521;thiomersal
03599;100000079008;thiopental et carbonate sodiques
42608;100000091816;thiopental sodique
03127;100000078147;thiosulfate de sodium
92869;100000078147;thiosulfate de sodium anhydre
02751;100000082128;thiotépa
11583;100000134278;thirame
00658;100000092365;thréonine
65378;100000092746;thrombine humaine 
00218;100000089049;thym
00159;100000077022;thym (huile essentielle de)
87592;NA;thym (parties aériennes de), extrait sec des
00659;100000091776;thymol
76406;100000091496;thyrotropine alfa
40435;NA;tiagabine (chlorhydrate de) monohydraté
83209;NA;tiagabine anhydre
08215;100000088297;tianeptine sodique
89551;100000082160;tiapride
05765;100000091110;tiapride (chlorhydrate de)
03385;100000091864;tiaprofénique (acide)
81834;100000092534;tibolone
37533;100000115464;ticagrélor
28408;100000079011;ticarcilline sodique
00783;100000091045;ticlopidine (chlorhydrate de)
03276;100000084936;tidiacic arginine
03590;100000085028;tiémonium (métilsulfate de)
91931;100000089539;tigécycline
03407;100000082695;tilbroquinol
95065;100000156428;tildrakizumab 
03121;100000082677;tiliquinol
03122;100000084920;tiliquinol (laurilsulfate de)
87268;100000084607;tiludronate disodique hémihydraté
39065;100000077201;tiludronique (acide)
15009;100000089192;timolol
00200;100000090033;timolol (maléate de)
03611;100000092535;tinidazole
34647;100000091620;tinzaparine sodique 
06352;100000077210;tioconazole
98196;100000077212;tioguanine
32611;100000089907;tiotropium
61522;100000077237;tiotropium (bromure de)
88245;100000088501;tiotropium (bromure de) monohydraté
31750;100000160943;tipiracil
66954;100000160904;tipiracil (chlorhydrate de)
44704;100000085237;tipranavir
03037;100000077266;tiratricol
46261;100000082118;tirofiban
41192;100000088144;tirofiban (chlorhydrate de) monohydraté
51382;100000163519;tisagenlecleucel 
00663;100000092217;titane (dioxyde de)
33500;NA;tixagévimab 
00641;100000091288;tixocortol (pivalate de)
23654;100000091065;tobramycine
04926;100000091585;tobramycine (sulfate de)
52857;100000091701;tocilizumab 
03585;100000124318;tocofersolan
39799;100000126106;tofacitinib
87834;100000126136;tofacitinib (citrate de)
36776;100000089195;tolcapone
41652;100000077786;toltérodine
54371;100000134361;toltérodine (tartrate de)
16736;100000091683;tolvaptan
20890;100000092536;topiramate
93066;100000089213;topotécane
87746;100000091113;topotécane (chlorhydrate de)
13942;100000085256;torémifène (citrate de)
00923;100000077035;tout-rac-alpha-tocophérol
03602;100000077036;tout-rac-alpha-tocophéryle (acétate de)
62942;100000089285;toxine botulinique type B 
34560;300000019018;tozinaméran
99842;100000091571;trabectédine
38857;100000175358;tralokinumab 
35415;100000077198;tramadol
86571;100000093275;tramadol (chlorhydrate de)
57760;100000143251;tramétinib
65999;NA;tramétinib (dimethylsufloxyde de)
70833;100000092313;trandolapril
01068;100000091040;tranexamique (acide)
97773;100000089314;trastuzumab 
58312;100000174462;trastuzumab déruxtécan 
79507;100000128434;trastuzumab emtansine 
51796;100000089312;travoprost
36399;100000077502;tréosulfan
98145;100000092046;tréprostinil
76913;300000038614;treprostinil monohydraté
23185;100000086898;tréprostinil sodique
00535;100000092588;trétinoïne
05209;100000090386;triamcinolone (acétonide de)
05480;100000077491;triamcinolone (hexacétonide de)
00313;100000092570;triamtérène
02428;100000092537;triclabendazole
00323;100000077518;triclocarban
46223;100000077721;trientine
58471;100000084643;trientine (dichlorhydrate de)
53921;100000138072;trientine (tétrachlorhydrate de)
34654;100000170499;trifarotène
11935;100000076935;trifluridine
07326;100000079033;triglycérides à chaîne moyenne
00264;100000092344;trihexyphénidyle (chlorhydrate de)
00670;100000076939;trimébutine
00355;100000091111;trimébutine (maléate de)
00338;100000091242;trimétazidine (dichlorhydrate de)
00342;100000092388;triméthoprime
03970;100000092189;triméthylphloroglucinol
85758;100000076927;trimipramine
05481;100000084667;trimipramine (maléate de)
00360;100000090583;trimipramine (mésilate de)
04458;100000087614;trinitrate de glycéryle
00059;100000092008;triphosadénine
09617;100000086057;triphosadénine sodique
05483;100000090473;triprolidine (chlorhydrate de)
06197;100000092206;triptoréline
57670;100000090505;triptoréline (acétate de)
48674;100000078575;triptoréline (pamoate de)
27467;100000079034;trolamine
00356;100000092541;trométamol
03610;100000084898;tropatépine (chlorhydrate de)
00358;100000091954;tropicamide
04511;100000092335;trospium (chlorure de)
00361;100000092086;troxérutine
05493;100000086039;tuaminoheptane (sulfate de)
19483;100000163588;tucatinib
87823;100000140051;turoctocog alfa 
03605;100000092159;tyrosine
52476;100000093411;ulipristal (acétate d')
42752;100000143253;uméclidinium (bromure d')
03208;100000132592;undécylénate de calcium
00028;100000091959;undécylénique (acide)
72994;100000173002;upadacitinib
19713;NA;upadacitinib hémihydraté
11673;100000076662;urapidil
08744;100000085608;urapidil (chlorhydrate d')
04802;100000091977;urée
98950;NA;urée [13C]
49724;NA;uridine 5'-triphosphate trisodique dihydraté
61019;100000090452;urofollitropine 
00376;NA;urokinase 
00981;100000092107;ursodéoxycholique (acide)
71179;100000091702;ustékinumab 
25649;100000171856;vaborbactam
36192;100000092738;valaciclovir
92734;100000090390;valaciclovir (chlorhydrate de)
24209;100000183986;valaciclovir (chlorhydrate de) dihydraté
78513;100000129151;valaciclovir (chlorhydrate de) monohydraté
62668;NA;valériane (racine de) (extrait sec aqueux de)
00267;NA;VALERIANE (TEINTURE DE) (HOMEOPATHIE)
36874;100000089025;valganciclovir
89161;100000091375;valganciclovir (chlorhydrate de)
00675;100000092422;valine
05562;100000091448;valproate de sodium
27265;100000079049;valproate semisodique
25252;100000090423;valproïque (acide)
00547;100000079069;valpromide
15734;100000088000;valsartan
28416;100000085801;vancomycine
10157;100000090471;vancomycine (chlorhydrate de)
87461;100000090715;vandétanib
32308;100000089525;vardénafil
32500;100000088014;vardénafil (monochlorhydrate de) trihydraté
59781;100000089154;varénicline
92082;100000091746;varénicline (tartrate de)
00676;100000089664;vaseline
53209;100000093402;védolizumab 
26569;100000115858;vélaglucérase alfa 
83817;100000166699;velmanase alfa 
24833;100000166177;velpatasvir
68718;100000124528;vémurafénib
33259;100000162440;vénétoclax
26322;100000092624;venlafaxine
20256;100000091324;venlafaxine (chlorhydrate de)
05242;100000090474;vérapamil (chlorhydrate de)
00857;100000076691;vératrole
73153;100000091606;vertéporfine
49756;100000172968;vestronidase alfa 
34627;NA;Vibrio cholerae Inaba 48, biotype classique, inactivé par la chaleur
58648;NA;Vibrio cholerae Inaba 6973, biotype El Tor, inactive inactivé par le formaldéhyde
53569;NA;Vibrio cholerae Ogawa 50, biotype classique, inactivé par la chaleur
74786;NA;Vibrio cholerae Ogawa 50, biotype classique, inactivé par le formaldéhyde
00269;NA;VIBURNUM (TEINTURE DE) (HOMEOPATHIE)
81476;100000079084;vigabatrine
40035;100000089156;vildagliptine
04230;100000087899;vinblastine (sulfate de)
62283;100000079086;vinblastine anhydre
05113;100000091361;vincristine (sulfate de)
00882;100000087883;vindésine (sulfate de)
62794;100000079091;vinflunine
53859;100000092200;vinflunine (ditartrate de)
40054;100000079114;vinorelbine
66304;100000088235;vinorelbine (tartrate de)
19141;NA;virus de la rage inactivé, souche Flury LEP 
47161;NA;virus de la rougeole (souche Edmonston 749 D) (vivant, atténué) 
96983;NA;virus de la varicelle souche Oka (vivant, atténué) 
69186;NA;virus des oreillons (souche Jeryl Lynn) (vivant, atténué) 
51135;100000124371;vismodégib
53318;100000173490;volanésorsen
55387;100000173491;volanésorsen sodique
67269;NA;vonicog alfa 
73121;100000168683;voretigène néparvovec
51458;100000088018;voriconazole
39841;100000139835;vortioxétine
50873;100000151836;vortioxétine (bromhydrate de)
26880;NA;voxélotor
48705;100000171342;voxilaprévir
00678;100000092049;warfarine sodique
00927;NA;xylène
03626;100000091775;yohimbine (chlorhydrate de)
64357;NA;yttrium [90Y] (chlorure d')
29925;100000093415;zanamivir
57095;100000086521;zanamivir hydraté
98279;100000181509;zanubrutinib
78780;100000088019;ziconotide
18864;100000089157;ziconotide (acétate de)
09122;100000088002;zidovudine
96774;100000091259;zinc (acétate de) dihydraté
00928;100000090232;zinc (chlorure de)
98774;100000090235;zinc (citrate de) trihydraté
24778;100000134268;zinc (dibutyldithiocarbamate de)
05246;100000089515;zinc (gluconate de)
04456;100000127139;zinc (gluconate de) trihydraté
00929;100000089333;zinc (oxyde de)
00930;100000076757;zinc (peroxyde de)
00931;100000087990;zinc (sulfate de) heptahydraté
01119;100000087994;zinc (sulfate de) monohydraté
96648;100000078791;zofénopril
66422;100000091302;zofénopril calcique
41881;100000089316;zolédronique (acide) anhydre
98588;100000091548;zolédronique (acide) monohydraté
78975;100000078816;zolmitriptan
25975;100000091037;zolpidem (tartrate de)
24996;100000088020;zonisamide
12999;100000092519;zopiclone
91930;100000078802;zuclopenthixol
08137;100000088298;zuclopenthixol (acétate de)
06941;100000085821;zuclopenthixol (décanoate de)
09182;100000085645;zuclopenthixol (dichlorhydrate de)
26125;NA;abies nigra ((Homéopathie))
07886;NA;absinthium ((Homéopathie))
87828;NA;aceticum acidum ((Homéopathie))
08612;NA;adrenalinum ((Homéopathie))
04614;NA;aesculus hippocastanum ((Homéopathie))
24025;NA;agnus castus ((Homéopathie))
09172;NA;alchemilla vulgaris ((Homéopathie))
11572;100000134262;alpha-amylcinnamaldéhyde
18884;NA;alumen ((Homéopathie))
35072;NA;ambrosia artemisiaefolia ((Homéopathie))
08541;NA;antimonium metallicum ((Homéopathie))
26713;NA;apis mellifica ((Homéopathie))
14365;NA;apocynum cannabinum ((Homéopathie))
20038;NA;argentum metallicum ((Homéopathie))
01851;NA;argentum nitricum ((Homéopathie))
04587;NA;arnica montana ((Homéopathie))
08014;NA;arsenicum album ((Homéopathie))
09430;NA;arsenicum iodatum ((Homéopathie))
24044;NA;arundo donax ((Homéopathie))
03147;NA;asa foetida ((Homéopathie))
56520;NA;asclepias vincetoxicum ((Homéopathie))
09898;NA;aspidium filix mas ((Homéopathie))
06984;NA;atropinum sulfuricum ((Homéopathie))
07504;NA;aurum metallicum ((Homéopathie))
05809;NA;aurum muriaticum ((Homéopathie))
14116;NA;aurum muriaticum natronatum ((Homéopathie))
04119;NA;avena sativa ((Homéopathie))
55261;NA;badiaga ((Homéopathie))
19473;NA;baryta carbonica ((Homéopathie))
28206;NA;bellis perennis ((Homéopathie))
06742;NA;benzoicum acidum ((Homéopathie))
91754;NA;berberis aquifolium ((Homéopathie))
04006;NA;berberis vulgaris ((Homéopathie))
56283;NA;bismuthum ((Homéopathie))
12123;NA;bromum ((Homéopathie))
04595;NA;cactus grandiflorus ((Homéopathie))
07847;NA;calcarea fluorica ((Homéopathie))
04191;NA;calcarea iodata ((Homéopathie))
09364;NA;calcarea phosphorica ((Homéopathie))
04100;NA;calendula officinalis ((Homéopathie))
19933;NA;capsicum annuum ((Homéopathie))
01938;NA;carbo vegetabilis ((Homéopathie))
05487;NA;carduus marianus ((Homéopathie))
24360;NA;castor equi ((Homéopathie))
13002;NA;causticum ((Homéopathie))
61311;NA;cetraria islandica ((Homéopathie))
04605;NA;chelidonium majus ((Homéopathie))
16661;100000089667;chlorhydrate d'articaïne
03676;NA;cholesterinum ((Homéopathie))
07823;NA;cicuta virosa ((Homéopathie))
12793;NA;clematis vitalba ((Homéopathie))
24726;NA;coccus cacti ((Homéopathie))
12900;NA;coffea cruda ((Homéopathie))
44562;NA;coffea tosta ((Homéopathie))
16278;NA;collinsonia canadensis ((Homéopathie))
30561;NA;colocynthis ((Homéopathie))
04602;NA;conium maculatum ((Homéopathie))
17575;NA;corallium rubrum ((Homéopathie))
07374;NA;crataegus oxyacantha ((Homéopathie))
08910;NA;crocus sativus ((Homéopathie))
26151;NA;croton tiglium ((Homéopathie))
08033;NA;cuprum sulfuricum ((Homéopathie))
24504;NA;damiana ((Homéopathie))
03096;NA;digitalis purpurea ((Homéopathie))
09477;NA;dolichos pruriens ((Homéopathie))
91291;NA;drosera ((Homéopathie))
25617;NA;echinacea angustifolia ((Homéopathie))
80441;NA;ephedra vulgaris ((Homéopathie))
80443;NA;equisetum hiemale ((Homéopathie))
07469;NA;erysimum officinale ((Homéopathie))
05957;NA;eucalyptus globulus ((Homéopathie))
90604;NA;euphorbia resinifera ((Homéopathie))
09629;NA;euphrasia officinalis ((Homéopathie))
06780;NA;ferrum metallicum ((Homéopathie))
03296;NA;ferrum phosphoricum ((Homéopathie))
95129;NA;ferrum sulfuricum - quartz ((Homéopathie))
29539;NA;fucus vesiculosus ((Homéopathie))
05495;NA;gelsemium sempervirens ((Homéopathie))
06427;NA;glonoinum ((Homéopathie))
91347;NA;gnaphalium polycephalum ((Homéopathie))
08960;NA;gossypium herbaceum ((Homéopathie))
19164;NA;helleborus niger ((Homéopathie))
73112;NA;histaminum ((Homéopathie))
97328;NA;histaminum muriaticum ((Homéopathie))
07901;NA;hyoscyamus niger ((Homéopathie))
07176;NA;hypericum perforatum ((Homéopathie))
63203;NA;influenzinum ((Homéopathie))
02987;NA;iris versicolor ((Homéopathie))
28169;NA;juglans regia ((Homépathie))
10130;NA;kalium bichromicum ((Homéopathie))
04876;NA;kalium bromatum ((Homéopathie))
02131;NA;kalium carbonicum ((Homéopathie))
07482;NA;kalium iodatum ((Homéopathie))
07911;NA;kalium phosphoricum ((Homéopathie))
06796;NA;kalium sulfuricum ((Homéopathie))
28914;NA;kalmia latifolia ((Homéopathie))
01623;NA;kreosotum
23082;NA;lachesis mutus ((Homéopathie))
15089;NA;lacticum acidum ((Homéopathie))
03654;NA;leptandra virginica ((Homéopathie))
02993;NA;lobelia inflata ((Homéopathie))
02039;NA;magnesia bromata ((Homéopathie))
07223;NA;magnesia carbonica ((Homéopathie))
07589;NA;magnesia muriatica ((Homéopathie))
06610;NA;magnesia phosphorica ((Homéopathie))
06447;NA;magnesia sulfurica ((Homéopathie))
21151;NA;magnesium metallicum ((Homéopathie))
81405;NA;manganum aceticum ((Homéopathie))
02703;NA;manganum sulfuricum ((Homéopathie))
01406;NA;melilotus officinalis ((Homéopathie))
23504;NA;mephitis putorius ((Homéopathie))
22712;NA;millefolium ((Homéopathie))
75247;NA;natrum carbonicum ((Homéopathie))
07063;NA;natrum nitricum ((Homéopathie))
08210;NA;natrum phosphoricum ((Homéopathie))
06238;NA;natrum salicylicum ((Homéopathie))
02380;NA;nitricum acidum ((Homéopathie))
08212;NA;nux moschata ((Homéopathie))
99388;NA;nymphaea lutea ((Homéopathie))
23464;NA;oenanthe crocata ((Homéopathie))
04942;NA;olibanum ((Homéopathie))
21799;NA;oscillococcinum ((Homéopathie))
08036;NA;oxalicum acidum ((Homéopathie))
14676;NA;paeonia officinalis ((Homéopathie))
01588;NA;phosphoricum acidum ((Homéopathie))
07773;NA;phosphorus ((Homéopathie))
24155;NA;picricum acidum ((Homéopathie))
10194;NA;pimpinella anisum ((Homéopathie))
24475;NA;plumbum metallicum ((Homéopathie))
62147;NA;polypodium vulgare, folium ((Homéopathie))
25174;NA;populus candicans ((Homéopathie))
03613;NA;pulsatilla ((Homéopathie))
21899;NA;ranunculus bulbosus ((Homéopathie))
40037;NA;raphanus sativus niger ((Homéopathie))
09195;NA;rhamnus frangula ((Homéopathie))
12683;NA;rhododendron ferrugineum ((Homéopathie))
15325;NA;ruta graveolens ((Homéopathie))
03557;NA;salicylicum acidum ((Homéopathie))
08216;NA;salix alba ((Homéopathie))
50878;NA;salix viminalis, folium ((Homéopathie))
25101;NA;sarcolacticum acidum ((Homéopathie))
21575;NA;scolopendrium officinale ((Homéopathie))
08829;NA;selenium metallicum ((Homéopathie))
79977;NA;senecio aureus ((Homéopathie))
09401;NA;senega ((Homéopathie))
08172;NA;sepia officinalis ((Homéopathie))
06925;NA;silicea ((Homéopathie))
55686;NA;silicea naturale (quartz) ((Homéopathie))
03576;NA;solanum dulcamara ((Homéopathie))
03579;NA;solidago virga aurea ((Homéopathie))
28741;NA;spigelia anthelmia ((Homéopathie))
06899;NA;stannum metallicum ((Homéopathie))
10212;NA;staphysagria ((Homéopathie))
05189;NA;stramonium ((Homéopathie))
50945;NA;strontium muriaticum ((Homéopathie))
25848;NA;sulfur ((Homéopathie))
12174;NA;sulfur iodatum ((Homéopathie))
02419;NA;taraxacum dens leonis ((Homéopathie))
29853;NA;thymus vulgaris ((Homéopathie))
28521;NA;trillium pendulum ((Homéopathie))
06247;100000089284;trioxyde d'arsenic
03945;NA;ulmus campestris ((Homéopathie))
26701;NA;verbascum thapsus ((Homéopathie))
71817;NA;viburnum opulus ((Homéopathie))
29717;NA;viola odorata ((Homéopathie))
06771;NA;viscum album ((Homéopathie))
58995;NA;yucca filamentosa ((Homéopathie))
08496;NA;zincum muriaticum ((Homéopathie))
82102;NA;zincum oxydatum ((Homéopathie))
11843;NA;zincum valerianicum ((Homéopathie))
