Code_ CIS;Nom_Specialite;Statut_AMM;Code_Statut;Date_AMM;Date_Auto;Date_fin_statut_actif_AMM;Procedure;Code_Procedure;Lib_ATC;Code_ATC
68664125;ZYPREXA VELOTAB 5 mg, comprimé orodispersible;Actif;1;03/02/2000;;;Procédure centralisée;20;Olanzapine;N05AH03
68664794;ERYTHROMYCINE PANPHARMA 500 mg, poudre pour solution à diluer pour perfusion;Actif;1;02/12/2016;;;Procédure nationale;1;Erythromycine;J01FA01
68665113;IVERMECTINE PIERRE FABRE 3 mg, comprimé;Actif;1;27/08/2018;;;Procédure nationale;1;Ivermectine;P02CF01
68665750;SUNITINIB SANDOZ 25 mg, gélule;Actif;1;11/03/2019;;;Procédure décentralisée;32;Sunitinib;L01EX01
68666845;ATORVASTATINE CRISTERS PHARMA 20 mg, comprimé pelliculé;Actif;1;15/01/2020;;;Procédure nationale;1;Atorvastatine;C10AA05
68667580;ENBREL 25 mg, solution injectable en seringue pré-remplie;Actif;1;26/09/2006;;;Procédure centralisée;20;Etanercept;L04AB01
68668013;LOPERAMIDE VIATRIS CONSEIL 2 mg, gélule;Actif;1;01/04/1998;;;Procédure nationale;1;Lopéramide;A07DA03
68669720;PRAVASTATINE EVOLUGEN PHARMA 10 mg, comprimé sécable;Actif;1;13/03/2018;;;Procédure nationale;1;Pravastatine;C10AA03
68670676;ZOVIRAX 200 mg, comprimé;Actif;1;13/06/1984;;;Procédure nationale;1;Aciclovir;J05AB01
68671625;BRAFTOVI 50 m,g gélule;Actif;1;20/09/2018;;;Procédure centralisée;20;Encorafénib;L01EC03
68672780;TOPLEXIL 0,33 mg/ml SANS SUCRE, solution buvable édulcorée à l'acésulfame potassique;Actif;1;10/05/2006;;;Procédure nationale;1;Oxomémazine;R06AD08
68672848;ENBREL 50 mg, solution injectable en seringue pré-remplie;Actif;1;26/09/2006;;;Procédure centralisée;20;Etanercept;L04AB01
68673035;SEDASPIR, comprimé;Archivé;3;18/11/1997;20/09/1973;09/09/2020;Procédure nationale;1;Codéine et acide acétylsalicylique;N02AJ07
68673220;TIAPRIDAL 138 mg/ml, solution buvable;Actif;1;09/03/1998;;;Procédure nationale;1;Tiapride;N05AL03
68673252;GALANTAMINE BIOGARAN LP 16 mg, gélule à libération prolongée;Actif;1;13/01/2012;;;Procédure nationale;1;Galantamine;N06DA04
68674482;ROPIVACAINE B BRAUN 7,5 mg/ml, solution injectable en ampoule;Actif;1;01/07/2011;;;Procédure décentralisée;32;Ropivacaïne;N01BB09
68674913;KOMBOGLYZE 2,5 mg/1000 mg, comprimé pelliculé;Actif;1;24/11/2011;;;Procédure centralisée;20;Metformine et saxagliptine;A10BD10
68675328;CYSTINE B6 BAILLEUL, comprimé pelliculé;Actif;1;20/05/1996;18/02/1974;;Procédure nationale;1;AUTRES MEDICAMENTS DERMATOLOGIQUES;D11AX
68677400;BACLOCUR 30 mg, comprimé pelliculé sécable;Actif;1;13/12/2018;;;Procédure nationale;1;MÉDICAMENTS UTILISÉS DANS LA DÉPENDANCE ALCOOLIQUE;N07BB
68678566;VANCOMYCINE HIKMA 1 g, poudre pour solution à diluer pour perfusion;Actif;1;06/08/2018;;;Procédure décentralisée;32;Vancomycine;J01XA01
68678872;CATAPRESSAN 0,15 mg, comprimé sécable;Actif;1;03/07/1989;02/03/1976;;Procédure nationale;1;Clonidine;C02AC01
68679426;SELOKEN L P 200 mg, comprimé à libération prolongée;Actif;1;21/12/1981;;;Procédure nationale;1;Métoprolol;C07AB02
68680058;MODIODAL 100 mg, comprimé;Actif;1;03/09/2019;;;Autorisation d'importation parallèle;31;Modafinil;N06BA07
68681263;TERROSA 20 microgrammes/80 microlitres, solution injectable;Actif;1;04/01/2017;;;Procédure centralisée;20;Tériparatide;H05AA02
68684505;MIFLONIL 400 microgrammes, poudre pour inhalation en gélule;Actif;1;26/04/2002;;;Procédure nationale;1;Budésonide;R03BA02
68684658;VALSARTAN/HYDROCHLOROTHIAZIDE ZYDUS 160 mg/12,5 mg, comprimé pelliculé;Actif;1;22/03/2011;;;Procédure nationale;1;Valsartan et diurétiques;C09DA03
68685009;COQUELUSEDAL NOURRISSONS, suppositoire;Actif;1;10/07/2006;;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
68685055;PERINDOPRIL ARGININE-AMLODIPINE SERVIER 5 mg/5 mg, comprimé;Actif;1;19/08/2008;;;Procédure décentralisée;32;Périndopril et amlodipine;C09BB04
68686698;NARATRIPTAN EG 2,5 mg, comprimé pelliculé;Actif;1;06/08/2010;;;Procédure décentralisée;32;Naratriptan;N02CC02
68686709;DESLORATADINE SUN 5 mg, comprimé pelliculé;Actif;1;17/04/2012;;;Procédure décentralisée;32;Desloratadine;R06AX27
68686890;KOVALTRY 2000 UI, poudre et solvant pour solution injectable;Actif;1;18/02/2016;;;Procédure centralisée;20;Facteur VIII de coagulation;B02BD02
68687526;XOGEL ENFANT, gel gingival;Actif;1;15/12/1994;;;Procédure nationale;1;Lidocaïne en association;N01BB52
68688222;AMLODIPINE EVOLUGEN PHARMA 10 mg, gélule;Actif;1;19/09/2012;;;Procédure nationale;1;Amlodipine;C08CA01
68689484;ATORVASTATINE ZENTIVA 80 mg, comprimé pelliculé;Actif;1;22/11/2017;;;Procédure décentralisée;32;Atorvastatine;C10AA05
68691955;DOLKO 500 mg, comprimé sécable;Archivé;3;03/07/1981;;12/09/2022;Procédure nationale;1;Paracétamol;N02BE01
68693034;VIZARSIN 50 mg, comprimé pelliculé;Actif;1;21/09/2009;;;Procédure centralisée;20;Sildénafil;G04BE03
68693244;DIAMOX 250 mg, comprimé sécable;Actif;1;20/06/1986;;;Procédure nationale;1;Acétazolamide;S01EC01
68694175;PHLOROGLUCINOL ZENTIVA 80 mg, comprimé orodispersible;Actif;1;08/01/2009;;;Procédure nationale;1;Phloroglucinol;A03AX12
68696386;LIPUR 450 mg, comprimé pelliculé;Actif;1;21/07/1982;;;Procédure de reconnaissance mutuelle;21;Gemfibrozil;C10AB04
68696906;AJOVY 225 mg, solution injectable en seringue préremplie;Actif;1;28/03/2019;;;Procédure centralisée;20;Frémanezumab;N02CD03
68698437;NYVEPRIA 6 mg, solution injectable;Actif;1;18/11/2020;;;Procédure centralisée;20;Pegfilgrastim;L03AA13
68699674;IRBESARTAN/HYDROCHLOROTHIAZIDE VIATRIS 150 mg/12,5 mg, comprimé;Actif;1;13/02/2019;;;Procédure décentralisée;32;Irbésartan et diurétiques;C09DA04
68699820;IRBESARTAN EVOLUGEN 300 mg, comprimé pelliculé;Actif;1;28/01/2014;;;Procédure nationale;1;Irbésartan;C09CA04
68700190;GLUCOSE 30 % PROAMP, solution injectable;Actif;1;17/01/2006;;;Procédure nationale;1;Glucides;B05BA03
68700817;BICALUTAMIDE ZYDUS 50 mg, comprimé pelliculé;Actif;1;10/01/2012;;;Procédure nationale;1;Bicalutamide;L02BB03
68700831;BRIMONIDINE BIOGARAN 0,2 % (2 mg/ml), collyre en solution;Actif;1;08/12/2017;;;Procédure décentralisée;32;Brimonidine;S01EA05
68703172;COQUELUSEDAL ADULTES, suppositoire;Actif;1;29/01/1997;17/11/1952;;Procédure nationale;1;Associations (autres antitussifs);R05DB20
68703724;ONDANSETRON ZYDUS 8 mg, comprimé pelliculé;Actif;1;07/11/2007;;;Procédure nationale;1;Ondansétron;A04AA01
68705554;UMULINE RAPIDE 100 UI/1 mL, solution injectable en flacon;Actif;1;10/07/1992;;;Procédure de reconnaissance mutuelle;21;Insuline humaine;A10AB01
68706624;BECLOMETASONE TEVA 800 microgrammes/2 ml, suspension pour inhalation par nébuliseur en récipient unidose;Actif;1;06/10/2016;;;Procédure décentralisée;32;Béclométasone;R03BA01
68707039;MILNACIPRAN EG 50 mg, gélule;Actif;1;07/08/2018;;;Procédure décentralisée;32;Milnacipran;N06AX17
68707466;TSOLUDOSE 13 microgrammes, solution buvable en récipient unidose;Actif;1;23/11/2018;;;Procédure nationale;1;Lévothyroxine sodique;H03AA01
68708415;BIMZELX 160 mg, solution injectable en seringue préremplie;Actif;1;20/08/2021;;;Procédure centralisée;20;Bimékizumab;L04AC21
68708664;ALKERAN 50 mg/10 ml, lyophilisat et solution pour usage parentéral (I.V.);Actif;1;22/02/1996;;;Procédure nationale;1;Melphalan;L01AA03
68710067;DROSPIRENONE/ETHINYLESTRADIOL VIATRIS 3 mg/0,02 mg, comprimé pelliculé;Actif;1;19/09/2012;;;Procédure décentralisée;32;Drospirénone et éthinylestradiol;G03AA12
68710989;ETHINYLESTRADIOL/DROSPIRENONE CRISTERS PHARMA CONTINU 0,02 mg/3 mg, comprimé pelliculé;Actif;1;01/12/2017;;;Procédure nationale;1;Drospirénone et éthinylestradiol;G03AA12
68711009;MIFLASONE 100 microgrammes, poudre pour inhalation en gélule;Archivé;3;03/08/1993;;19/07/2021;Procédure nationale;1;Béclométasone;R03BA01
68712285;TELFAST 120 mg, comprimé pelliculé;Actif;1;05/11/1997;;;Procédure nationale;1;Fexofénadine;R06AX26
68712716;ATOSIBAN ACCORD 6,75 mg/0,9 ml, solution injectable en seringue préremplie;Actif;1;28/12/2018;;;Procédure décentralisée;32;Atosiban;G02CX01
68713704;SEDOPAL, gélule;Archivé;3;31/03/1992;;08/07/2019;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
68713946;NORPROLAC 25 et 50 microgrammes, comprimé;Actif;1;23/02/1995;;;Procédure nationale;1;Quinagolide;G02CB04
68714222;PRAVASTATINE MYLAN PHARMA 40 mg, comprimé sécable;Archivé;3;05/11/2010;;14/10/2020;Procédure décentralisée;32;Pravastatine;C10AA03
68716209;XEPLION 25 mg, suspension injectable à libération prolongée;Actif;1;04/03/2011;;;Procédure centralisée;20;Palipéridone;N05AX13
68718338;CASPOFUNGINE FRESENIUS KABI 70 mg, poudre pour solution à diluer pour perfusion;Actif;1;01/12/2017;;;Procédure décentralisée;32;Caspofungine;J02AX04
68718427;CYSTAGON 50 mg, gélule;Actif;1;23/06/1997;;;Procédure centralisée;20;Mercaptamine;A16AA04
68718936;VIREAD 33 mg/g, granulés;Actif;1;22/11/2012;;;Procédure centralisée;20;Ténofovir disoproxil;J05AF07
68719194;KEPPRA 1000 mg, comprimé pelliculé;Actif;1;29/09/2000;;;Procédure centralisée;20;Lévétiracétam;N03AX14
68721487;ARANESP 500 microgrammes, solution injectable en seringue préremplie;Actif;1;22/08/2002;;;Procédure centralisée;20;Darbépoétine alfa;B03XA02
68721665;MIANSERINE SANDOZ 10 mg, comprimé pelliculé;Actif;1;06/07/2001;;;Procédure nationale;1;Miansérine;N06AX03
68721786;AMBRISENTAN ACCORD 5 mg, comprimé pelliculé;Actif;1;23/09/2019;;;Procédure décentralisée;32;Ambrisentan;C02KX02
68722386;ZALASTA 5 mg, comprimé orodispersible;Actif;1;27/09/2007;;;Procédure centralisée;20;Olanzapine;N05AH03
68722475;ATORVASTATINE ZYDUS FRANCE 40 mg, comprimé pelliculé;Actif;1;22/02/2011;;;Procédure décentralisée;32;Atorvastatine;C10AA05
68722564;TYSABRI 300 mg, solution à diluer pour perfusion;Actif;1;27/06/2006;;;Procédure centralisée;20;Natalizumab;L04AA23
68723723;SUPPOSITOIRE A LA GLYCERINE MAYOLY SPINDLER NOURRISSONS, suppositoire;Actif;1;11/12/1992;;;Procédure nationale;1;Glycérol;A06AX01
68725005;OXEOL 10 mg, comprimé sécable;Actif;1;07/02/1994;;;Procédure nationale;1;Bambutérol;R03CC12
68726979;METHADONE AP-HP 5 mg, gélule;Actif;1;20/09/2007;;;Procédure nationale;1;Méthadone;N07BC02
68727038;TOPREC 1 mg/ml ENFANTS ET NOURRISSONS, sirop;Actif;1;22/06/1999;;;Procédure nationale;1;AUTRES ANALGESIQUES ET ANTIPYRETIQUES;N02BG
68727159;DROSPIRENONE/ETHINYLESTRADIOL VIATRIS CONTINU 3 mg/0,02 mg, comprimé pelliculé;Actif;1;19/09/2012;;;Procédure décentralisée;32;Drospirénone et éthinylestradiol;G03AA12
68727180;CARBOCAINE 20 mg/ml, solution injectable;Actif;1;20/08/1996;;;Procédure nationale;1;Mépivacaïne;N01BB03
68728154;SERTRALINE ALMUS 50 mg, gélule;Actif;1;13/10/2005;;;Procédure nationale;1;Sertraline;N06AB06
68728453;FLUCON, collyre;Actif;1;31/12/1980;;;Procédure nationale;1;Fluorométholone;S01BA07
68728738;HUMEX ALLERGIE LORATADINE 10 mg, comprimé;Actif;1;28/12/2010;;;Procédure nationale;1;Loratadine;R06AX13
68729174;INIPOMP 40 mg, poudre pour solution injectable (IV);Actif;1;24/02/1998;;;Procédure de reconnaissance mutuelle;21;Pantoprazole;A02BC02
68729480;ABILIFY MAINTENA 300 mg, poudre et solvant pour suspension injectable à libération prolongée;Actif;1;15/11/2013;;;Procédure centralisée;20;Aripiprazole;N05AX12
68731823;SCOPODERM TTS 1 mg/72 heures, dispositif transdermique;Actif;1;30/03/2021;;;Autorisation d'importation parallèle;31;Scopolamine;A04AD01
68732658;ROCEPHINE 1 g/10 ml, poudre et solvant pour solution injectable (IV);Actif;1;02/03/1984;;;Procédure de reconnaissance mutuelle;21;Ceftriaxone;J01DD04
68735615;TAMSULOSINE SANDOZ LP 0,4 mg, gélule à libération prolongée;Actif;1;09/01/2006;;;Procédure de reconnaissance mutuelle;21;Tamsulosine;G04CA02
68735818;NEULASTA 6 mg, solution injectable;Actif;1;22/08/2002;;;Procédure centralisée;20;Pegfilgrastim;L03AA13
68735825;CLOZAPINE ACCORD 100 mg, comprimé sécable;Actif;1;05/06/2018;;;Procédure décentralisée;32;Clozapine;N05AH02
68737032;CROMOGLICATE DE SODIUM BIOGARAN 2 %, collyre en solution;Actif;1;28/06/2010;;;Procédure nationale;1;Acide cromoglicique;S01GX01
68737947;ACIDE ZOLEDRONIQUE HOSPIRA 4 mg/100 ml, solution pour perfusion;Actif;1;19/11/2012;;;Procédure centralisée;20;Acide zolédronique;M05BA08
68738262;DULOXETINE EVOLUGEN 60 mg, gélule gastro-résistante;Actif;1;31/05/2017;;;Procédure nationale;1;Duloxétine;N06AX21
68739019;ABRAXANE 5 mg/ml, poudre pour suspension injectable pour perfusion;Actif;1;14/01/2008;;;Procédure centralisée;20;Paclitaxel;L01CD01
68739115;POLYGYNAX VIRGO, capsule vaginale;Actif;1;27/01/1997;15/05/1973;;Procédure nationale;1;Nystatine en association;G01AA51
68739332;CLINDAMYCINE VIATRIS 150 mg, gélule;Actif;1;14/05/2018;;;Procédure décentralisée;32;Clindamycine;J01FF01
68740103;IMMUNOGLOBULINE HUMAINE DE L'HEPATITE B LFB 100 UI/mL, solution injectable en seringue préremplie (IM);Actif;1;20/06/2012;;;Procédure nationale;1;Immunoglobuline de l'hépatite B;J06BB04
68740295;PSYLLIUM LANGLEBERT, plante en vrac;Actif;1;11/12/1992;11/06/1970;;Procédure nationale;1;Ispaghul (graines de psyllium);A06AC01
68740943;TEMODAL 180 mg, gélule;Actif;1;23/04/2007;;;Procédure centralisée;20;Témozolomide;L01AX03
68743715;METOPROLOL ACCORD 100 mg, comprimé sécable;Actif;1;01/08/2012;;;Procédure décentralisée;32;Métoprolol;C07AB02
68744977;ORYLMYTE 300 IR, comprimé sublingual;Actif;1;27/08/2021;;;Procédure décentralisée;32;Acariens des poussières de maison;V01AA03
68745118;CITALOPRAM SUN 20 mg, comprimé pelliculé sécable;Actif;1;02/04/2008;;;Procédure nationale;1;Citalopram;N06AB04
68745374;PROLEUKIN 18 millions U.I., poudre pour solution pour perfusion;Actif;1;15/09/1989;;;Procédure de reconnaissance mutuelle;21;Aldesleukine;L03AC01
68747076;CIPROFLOXACINE ARROW 750 mg, comprimé pelliculé;Actif;1;26/08/2005;;;Procédure nationale;1;Ciprofloxacine;J01MA02
68747126;FLUIMUCIL EXPECTORANT ACETYLCYSTEINE 200 mg SANS SUCRE, granulés pour solution buvable en sachet édulcorés à l'aspartam et au sorbitol;Actif;1;17/06/1980;;;Procédure nationale;1;Acétylcystéine;R05CB01
68747507;VACCIN TETANIQUE PASTEUR, suspension injectable en seringue préremplie. Vaccin tétanique adsorbé;Actif;1;11/01/1978;;;Procédure nationale;1;Anatoxine tétanique;J07AM01
68748071;OMEPRAZOLE SANDOZ 10 mg, gélule gastro-résistante;Actif;1;29/11/2005;;;Procédure nationale;1;Oméprazole;A02BC01
68748491;LISINOPRIL ARROW 20 mg, comprimé sécable;Actif;1;22/03/2005;;;Procédure nationale;1;Lisinopril;C09AA03
68748502;SIMVASTATINE ZENTIVA 10 mg, comprimé pelliculé sécable;Actif;1;25/01/2005;;;Procédure nationale;1;Simvastatine;C10AA01
68749248;BISOPROLOL ZENTIVA LAB 2,5 mg, comprimé sécable;Actif;1;22/05/2012;;;Procédure décentralisée;32;Bisoprolol;C07AB07
68749814;PROPOFOL KABI 20 mg/mL, émulsion injectable en seringue pré-remplie;Actif;1;11/07/2019;;;Procédure nationale;1;Propofol;N01AX10
68750987;ZOVIRAX 200 mg/5 mL, suspension buvable en flacon;Actif;1;26/09/1991;;;Procédure nationale;1;Aciclovir;J05AB01
68751498;VALSARTAN EG 40 mg, comprimé pelliculé sécable;Actif;1;14/05/2010;;;Procédure nationale;1;Valsartan;C09CA03
68751765;ETHINYLESTRADIOL/DROSPIRENONE CRISTERS 0,03 mg/3 mg, comprimé pelliculé;Actif;1;29/01/2018;;;Procédure nationale;1;Drospirénone et éthinylestradiol;G03AA12
68752689;DIMETHYL FUMARATE POLPHARMA 120 mg, gélule gastrorésistante;Actif;1;13/05/2022;;;Procédure centralisée;20;Fumarate de diméthyle;L04AX07
68753129;FENOFIBRATE VIATRIS 160 mg, comprimé pelliculé;Actif;1;13/02/2006;;;Procédure nationale;1;Fénofibrate;C10AB05
68754366;DRILL MAUX DE GORGE, collutoire en flacon pressurisé;Archivé;3;20/07/1993;;09/08/2021;Procédure nationale;1;Divers (antiseptiques);R02AA20
68754843;GEL LARMES, gel ophtalmique en récipient unidose;Actif;1;21/02/1992;;;Procédure nationale;1;Larmes artificielles et diverses autres préparations;S01XA20
68756495;TEICOPLANINE ALTAN 200 mg, poudre et solvant pour solution injectable/pour perfusion ou solution buvable;Actif;1;07/07/2020;;;Procédure décentralisée;32;Téicoplanine;J01XA02
68756577;CALCIDOSE 500, poudre pour suspension buvable en sachet;Actif;1;23/06/1995;;;Procédure nationale;1;Carbonate de calcium;A12AA04
68757280;IMATINIB HCS 400 mg, comprimé pelliculé;Actif;1;04/08/2016;;;Procédure décentralisée;32;Imatinib;L01EA01
68758076;SOMATULINE L.P. 60 mg, solution injectable à libération prolongée en seringue préremplie;Actif;1;24/07/2001;;;Procédure nationale;1;Lanréotide;H01CB03
68758126;ALFA-AMYLASE TOP PHARM 3000 U.CEIP, comprimé enrobé;Actif;1;13/12/1996;;;Procédure nationale;1;AUTRES PRÉPARATIONS POUR LA GORGE;R02AX
68758432;EAU OXYGENEE STABILISEE CODEX 10 VOLUMES GILBERT, solution pour application locale en flacon;Actif;1;24/01/1989;;;Procédure nationale;1;Peroxyde d'hydrogène;D08AX01
68758674;ANCOTIL 500 mg, comprimé;Actif;1;20/01/1998;24/04/1978;;Procédure nationale;1;Flucytosine;J02AX01
68758884;TERBINAFINE ZENTIVA 250 mg, comprimé sécable;Actif;1;03/11/2005;;;Procédure nationale;1;Terbinafine;D01BA02
68759025;ARANESP 60 microgrammes, solution injectable en stylo prérempli;Actif;1;28/02/2005;;;Procédure centralisée;20;Darbépoétine alfa;B03XA02
68759274;BISACODYL ZENTIVA CONSEIL 5 mg, comprimé gastro-résistant;Actif;1;25/03/2019;;;Procédure nationale;1;Bisacodyl;A06AB02
68759769;EZETIMIBE/SIMVASTATINE ZYDUS 10 mg/20 mg, comprimé;Actif;1;21/09/2018;;;Procédure nationale;1;Simvastatine et ézétimibe;C10BA02
68759947;NEVIRAPINE CRISTERS LP 400 mg, comprimé à libération prolongée;Actif;1;06/04/2017;;;Procédure nationale;1;Névirapine;J05AG01
68760013;RIFAMYCINE CHIBRET 1 000 000 UI/100 g, pommade ophtalmique;Actif;1;18/12/1997;23/11/1973;;Procédure nationale;1;Rifamycine;S01AA16
68761542;L107, comprimé orodispersible;Actif;1;09/03/2017;;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
68762014;PERINDOPRIL ARROW GENERIQUES 2 mg, comprimé;Actif;1;22/06/1988;;;Procédure de reconnaissance mutuelle;21;Périndopril;C09AA04
68762516;CAPTOPRIL VIATRIS 50 mg, comprimé sécable;Actif;1;06/07/1998;;;Procédure nationale;1;Captopril;C09AA01
68762562;ACIDE FUSIDIQUE ARROW 2 %, crème;Actif;1;26/03/2008;;;Procédure nationale;1;Acide fusidique;D06AX01
68762676;VALPROATE DE SODIUM ZENTIVA 200 mg/ml, solution buvable;Archivé;3;05/05/1982;;16/07/2021;Procédure nationale;1;Acide valproïque;N03AG01
68764346;DELURSAN 250 mg, comprimé pelliculé;Actif;1;13/03/1980;;;Procédure nationale;1;Acide ursodésoxycholique;A05AA02
68765170;CHLORMADINONE SANDOZ 5 mg, comprimé;Actif;1;18/08/2004;;;Procédure nationale;1;Chlormadinone;G03DB06
68765423;CELECOXIB TEVA 100 mg, gélule;Actif;1;20/12/2012;;;Procédure décentralisée;32;Célécoxib;M01AH01
68766984;FLUVOXAMINE VIATRIS 100 mg, comprimé pelliculé sécable;Actif;1;12/04/2001;;;Procédure nationale;1;Fluvoxamine;N06AB08
68768818;LOSARTAN ACCORD 50 mg, comprimé pelliculé sécable;Actif;1;14/05/2010;;;Procédure nationale;1;Losartan;C09CA01
68770687;ESCITALOPRAM BIOGARAN 10 mg, comprimé pelliculé sécable;Actif;1;30/12/2013;;;Procédure nationale;1;Escitalopram;N06AB10
68771419;VERATRAN 10 mg, comprimé sécable;Actif;1;19/10/1982;;;Procédure nationale;1;Clotiazépam;N05BA21
68772407;FIASP 100 unités/ml, solution injectable en flacon;Actif;1;09/01/2017;;;Procédure centralisée;20;Insuline asparte;A10AB05
68773676;MILLEPERTUIS PILEJE, comprimé enrobé;Actif;1;24/10/2005;;;Procédure nationale;1;Herbe de Millepertuis;N06AX25
68773758;KANUMA 2 mg/ml,solution à diluer pour perfusion;Actif;1;28/08/2015;;;Procédure centralisée;20;Sébélipase alfa;A16AB14
68774041;IBUPROFENE EVOLUGEN 400 mg, comprimé pelliculé;Actif;1;29/12/2010;;;Procédure nationale;1;Ibuprofène;M01AE01
68774283;QUETIAPINE ZENTIVA LP 50 mg, comprimé à libération prolongée;Actif;1;06/04/2016;;;Procédure nationale;1;Quétiapine;N05AH04
68774365;PREGABALINE CRISTERS 75 mg, gélule;Actif;1;27/07/2016;;;Procédure nationale;1;Prégabaline;N02BF02
68775531;CARBOCISTEINE CLARIX 2 % ENFANTS, sirop;Actif;1;16/07/1991;;;Procédure nationale;1;Carbocistéine;R05CB03
68777767;AMISULPRIDE ZENTIVA 400 mg, comprimé pelliculé sécable;Actif;1;23/09/2004;;;Procédure nationale;1;Amisulpride;N05AL05
68778431;NOVOFEMME, comprimé pelliculé;Actif;1;18/01/2002;;;Procédure de reconnaissance mutuelle;21;Noréthistérone et estrogène;G03FB05
68778495;LERCANIDIPINE EVOLUGEN 10 mg, comprimé pelliculé sécable;Actif;1;15/06/2010;;;Procédure nationale;1;Lercanidipine;C08CA13
68779202;LEVOCETIRIZINE ARROW 5 mg, comprimé pelliculé;Actif;1;01/03/2010;;;Procédure décentralisée;32;Lévocétirizine;R06AE09
68779654;STODALINE SANS SUCRE, sirop édulcoré au sorbitol et au maltitol liquide;Actif;1;09/01/2015;;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
68781121;DOXYLAMINE EG LABO 15 mg, comprimé pelliculé sécable;Actif;1;21/01/2016;;;Procédure nationale;1;AUTRES HYPNOTIQUES ET SEDATIFS;N05CM
68781833;IMETH 17,5 mg/0,7 ml, solution injectable en seringue préremplie;Actif;1;21/07/2015;;;Procédure de reconnaissance mutuelle;21;Méthotrexate;L04AX03
68782718;PHYSIOTENS 0,4 mg, comprimé pelliculé;Actif;1;19/09/1994;;;Procédure nationale;1;Moxonidine;C02AC05
68783058;CHLORHEXIDINE/CHLOROBUTANOL TEVA 0,5 ml/0,5 g pour 100 ml, solution pour bain de bouche en flacon;Actif;1;23/04/2009;;;Procédure nationale;1;ANTI-INFECTIEUX ET ANTISEPTIQUES POUR TRAITEMENT ORAL LOCAL;A01AB
68785600;OXCARBAZEPINE TEVA 150 mg, comprimé pelliculé;Archivé;3;05/10/2009;;18/05/2021;Procédure décentralisée;32;Oxcarbazépine;N03AF02
68786410;NALBUPHINE MYLAN 20 mg/2 ml, solution injectable (I.V.-S.C.-I.M.);Archivé;3;20/01/1998;;19/07/2021;Procédure nationale;1;Nalbuphine;N02AF02
68787170;OVALEAP 900 UI/1,5 ml, solution injectable;Actif;1;27/09/2013;;;Procédure centralisée;20;Follitropine alfa;G03GA05
68787341;FOLINATE DE CALCIUM ZENTIVA 200 mg, lyophilisat pour usage parentéral;Actif;1;04/06/1996;;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
68787715;PARACETAMOL BIOGARAN 1 g, comprimé;Actif;1;10/03/2004;;;Procédure nationale;1;Paracétamol;N02BE01
68788824;PRALUENT 150 mg, solution injectable en stylo prérempli;Actif;1;23/09/2015;;;Procédure centralisée;20;Alirocumab;C10AX14
68789050;L52, solution buvable en gouttes;Actif;1;27/06/2019;01/06/1969;;Procédure nationale;1;AUTRES PRODUITS THÉRAPEUTIQUES;V03AX
68789399;ENTECAVIR SANDOZ 1 mg, comprimé pelliculé;Actif;1;19/12/2017;;;Procédure décentralisée;32;Entécavir;J05AF10
68789755;IRBESARTAN VIATRIS 300 mg, comprimé;Actif;1;07/11/2011;;;Procédure décentralisée;32;Irbésartan;C09CA04
68790106;CAPTOPRIL SANDOZ 25 mg, comprimé quadrisécable;Archivé;3;29/07/1999;;15/09/2022;Procédure nationale;1;Captopril;C09AA01
68790394;TYPHIM Vi, solution injectable en seringue préremplie. Vaccin typhoïdique polyosidique;Actif;1;28/11/1988;;;Procédure nationale;1;Typhoïde, antigène polysaccharidique purifié;J07AP03
68791304;CELESTENE CHRONODOSE 5,70 mg/ml, suspension injectable;Actif;1;30/12/1997;01/12/1968;;Procédure nationale;1;Bétaméthasone;H02AB01
68791941;FLUOXETINE ZENTIVA 20 mg, comprimé dispersible sécable;Actif;1;06/04/2007;;;Procédure nationale;1;Fluoxétine;N06AB03
68794211;DOLIPRANE 200 mg, poudre pour solution buvable en sachet-dose;Actif;1;09/02/1999;;;Procédure nationale;1;Paracétamol;N02BE01
68795345;CARBETOCINE AGUETTANT 100 microgrammes/ml, solution injectable en seringue pré-remplie;Actif;1;24/03/2015;;;Procédure décentralisée;32;Carbétocine;H01BB03
68795701;EYLEA 40 mg/ml, solution injectable en flacon;Actif;1;22/11/2012;;;Procédure centralisée;20;Aflibercept;S01LA05
68796073;CEFTAZIDIME SUBSTIPHARM 0,5 g, poudre pour solution injectable (IM, IV);Actif;1;18/12/2006;;;Procédure nationale;1;Ceftazidime;J01DD02
68799614;ASPIRINE DU RHÔNE 500 mg, comprimé;Actif;1;11/08/1993;23/04/1974;;Procédure nationale;1;Acide acétylsalicylique;N02BA01
68799977;HUKYNDRA 40 mg, solution injectable en seringue préremplie;Actif;1;15/11/2021;;;Procédure centralisée;20;Adalimumab;L04AB04
68800618;SPIRONOLACTONE TEVA 50 mg, comprimé pelliculé sécable;Actif;1;02/06/1998;;;Procédure nationale;1;Spironolactone;C03DA01
68800714;CARDENSIEL 2,5 mg, comprimé pelliculé sécable;Actif;1;14/10/2020;;;Autorisation d'importation parallèle;31;Bisoprolol;C07AB07
