CodeUCD;CodeCIP;LibelleUCD;LibelleCIP;Laboratoire;Qte;CodeUCD13;CodeCIP13;Type autorisation 1;Type autorisation 2;Date de commercialisation;Date de suppression;Quantité conditionnement Primaire;Unité conditionnement primaire
9432623;3001364;THYROFIX 25µG CPR;THYROFIX 25µG CPR BT30;EURODEP PHARMA;30;3400894326236;3400930013649;AMM;AMM de générique;07/12/2017;;;
9432623;3001368;THYROFIX 25µG CPR;THYROFIX 25µG CPR BT100;EURODEP PHARMA;100;3400894326236;3400930013687;AMM;AMM de générique;21/12/2017;;;
9432646;3001375;THYROFIX 50µG CPR;THYROFIX 50µG CPR BT30;EURODEP PHARMA;30;3400894326465;3400930013755;AMM;AMM de générique;07/12/2017;;;
9432646;3001378;THYROFIX 50µG CPR;THYROFIX 50µG CPR BT100;EURODEP PHARMA;100;3400894326465;3400930013786;AMM;AMM de générique;21/12/2017;;;
9432652;3001379;THYROFIX 75µG CPR;THYROFIX 75µG CPR BT30;EURODEP PHARMA;30;3400894326526;3400930013793;AMM;AMM de générique;11/12/2017;;;
9432652;3001382;THYROFIX 75µG CPR;THYROFIX 75µG CPR BT100;EURODEP PHARMA;100;3400894326526;3400930013823;AMM;AMM de générique;21/12/2017;;;
9432669;3012526;HUMALOG 100U JUN KWIKPEN 3ML;HUMALOG 100U JUN KWIKPEN 3ML 5;LILLY FRANCE;5;3400894326694;3400930125267;AMM européenne;;20/03/2018;;3;mL
9432675;5503328;FLUOROCHOLINE SHL INJ FL10ML;FLUOROCHOLINE SHL INJ FL10ML 1;PETNET SOLUTION;1;3400894326755;3400955033288;AMM;;04/07/2022;;10;mL
9432681;3006343;ICECA 50MG INJ FL;ICECA 50MG INJ FL 1;CHAUVIN;1;3400894326816;3400930063439;AMM;;08/01/2018;;;
9432698;2678700;POVIDONE CHV 5% COLLY UNIDOS;POVIDONE CHV 5% COLLY UNIDOS20;CHAUVIN;20;3400894326984;3400926787004;AMM;AMM de générique;11/12/2017;;0.4;mL
9432706;3005874;AMLODIP/VALS.MYL10/160MG C;AMLODIP/VALS.MYL10/160MG C30DU;VIATRIS SANTE;30;3400894327066;3400930058749;AMM européenne;AMM de générique;28/01/2020;;;
9432706;3005878;AMLODIP/VALS.MYL10/160MG C;AMLODIP/VALS.MYL10/160MG C90DU;VIATRIS SANTE;90;3400894327066;3400930058787;AMM européenne;AMM de générique;28/01/2020;;;
9432712;3005873;AMLODIP/VALS.MYL 5/160MG C;AMLODIP/VALS.MYL 5/160MG C30DU;VIATRIS SANTE;30;3400894327127;3400930058732;AMM européenne;AMM de générique;03/02/2020;;;
9432712;3005876;AMLODIP/VALS.MYL 5/160MG C;AMLODIP/VALS.MYL 5/160MG C90DU;VIATRIS SANTE;90;3400894327127;3400930058763;AMM européenne;AMM de générique;28/01/2020;;;
9432729;3005872;AMLODIP/VALS.MYL 5/80MG C;AMLODIP/VALS.MYL 5/80MG C30 DU;VIATRIS SANTE;30;3400894327295;3400930058725;AMM européenne;AMM de générique;28/01/2020;;;
9432729;3005875;AMLODIP/VALS.MYL 5/80MG C;AMLODIP/VALS.MYL 5/80MG C90 DU;VIATRIS SANTE;90;3400894327295;3400930058756;AMM européenne;AMM de générique;28/01/2020;;;
9432735;3010805;AMOXICILLINE EGL 125MG BUV60ML;AMOXICILLINE EGL 125MG BUV60ML;EG LABO;1;3400894327356;3400930108055;AMM;AMM de générique;25/06/2018;21/11/2022;60;mL
9432741;3010811;AMOXICILLINE EGL 250MG BUV60ML;AMOXICILLINE EGL 250MG BUV60ML;EG LABO;1;3400894327417;3400930108116;AMM;AMM de générique;05/07/2018;;60;mL
9432758;3010819;AMOXICILLINE EGL 500MG BUV60ML;AMOXICILLINE EGL 500MG BUV60ML;EG LABO;1;3400894327585;3400930108192;AMM;AMM de générique;05/07/2018;;60;mL
9432764;3009001;CETIRIZINE ARL 10MG CPR;CETIRIZINE ARL 10MG CPR BT15;ARROW GENERIQUE;15;3400894327646;3400930090015;AMM;AMM de générique;25/10/2018;;;
9432764;5503197;CETIRIZINE ARL 10MG CPR;CETIRIZINE ARL 10MG CPR BT60;ARROW GENERIQUE;60;3400894327646;3400955031970;AMM;AMM de générique;09/05/2019;;;
9432770;3009549;EZETIMIB/SIM.BGA10/20MG CP;EZETIMIB/SIM.BGA10/20MG CP B30;BIOGARAN;30;3400894327707;3400930095492;AMM;AMM de générique;18/04/2018;;;
9432770;3009551;EZETIMIB/SIM.BGA10/20MG CP;EZETIMIB/SIM.BGA10/20MG CP B90;BIOGARAN;90;3400894327707;3400930095515;AMM;AMM de générique;18/04/2018;;;
9432787;3009553;EZETIMIB/SIM.BGA10/40MG CP;EZETIMIB/SIM.BGA10/40MG CP B30;BIOGARAN;30;3400894327875;3400930095539;AMM;AMM de générique;18/04/2018;;;
9432787;3009555;EZETIMIB/SIM.BGA10/40MG CP;EZETIMIB/SIM.BGA10/40MG CP B90;BIOGARAN;90;3400894327875;3400930095553;AMM;AMM de générique;18/04/2018;;;
9432793;3001623;CHLOR/BENZALKO/ALC.BGA FL250ML;CHLOR/BENZALKO/ALC.BGA FL250ML;BIOGARAN;1;3400894327936;3400930016237;AMM;AMM de générique;29/03/2018;;250;mL
9432801;3007510;DOTAREM 0,5MMOL/ML SRG15ML+MED;DOTAREM 0,5MMOL/ML SRG15ML+MED;GUERBET;1;3400894328018;3400930075104;AMM;;01/06/2018;06/09/2021;15;mL
9432818;3007512;DOTAREM 0,5MMOL/ML SRG20ML+MED;DOTAREM 0,5MMOL/ML SRG20ML+MED;GUERBET;1;3400894328186;3400930075128;AMM;;01/06/2018;06/09/2021;20;mL
9432824;3008159;DULCILARMES 1,5% COLLY FP10ML;DULCILARMES 1,5% COLLY FP10ML;HORUS PHARMA;1;3400894328247;3400930081594;AMM;;04/12/2017;;10;mL
9432830;3008541;EZETIMIBE BGA 10MG CPR;EZETIMIBE BGA 10MG CPR BT30;BIOGARAN;30;3400894328308;3400930085417;AMM;AMM de générique;18/04/2018;;;
9432830;3008543;EZETIMIBE BGA 10MG CPR;EZETIMIBE BGA 10MG CPR BT90;BIOGARAN;90;3400894328308;3400930085431;AMM;AMM de générique;18/04/2018;;;
9432847;3009608;EZETIMIBE CRT 10MG CPR;EZETIMIBE CRT 10MG CPR BT28;CRISTERS;28;3400894328476;3400930096086;AMM;AMM de générique;18/04/2018;21/04/2023;;
9432847;3010342;EZETIMIBE CRT 10MG CPR;EZETIMIBE CRT 10MG CPR BT90;CRISTERS;90;3400894328476;3400930103425;AMM;AMM de générique;18/04/2018;02/05/2023;;
9432853;2785672;EZETIMIBE CRP 10MG CPR;EZETIMIBE CRP 10MG CPR BT28;CRISTERS;28;3400894328537;3400927856723;AMM;AMM de générique;23/04/2018;;;
9432853;2785703;EZETIMIBE CRP 10MG CPR;EZETIMIBE CRP 10MG CPR BT90;CRISTERS;90;3400894328537;3400927857034;AMM;AMM de générique;23/04/2018;;;
9432876;3010353;LEVOD/C/E.VIA 100/25/200 CP;LEVOD/C/E.VIA 100/25/200 CP100;VIATRIS SANTE;100;3400894328766;3400930103531;AMM;AMM de générique;27/04/2018;;;
9432882;3010357;LEVOD/C/E.VIA125/31,25/200 C;LEVOD/C/E.VIA125/31,25/200 100;VIATRIS SANTE;100;3400894328827;3400930103579;AMM;AMM de générique;27/04/2018;;;
9432899;3010362;LEVOD/C/E.VIA 150/37,5/200 C;LEVOD/C/E.VIA 150/37,5/200 100;VIATRIS SANTE;100;3400894328995;3400930103623;AMM;AMM de générique;27/04/2018;;;
9432907;3010367;LEVOD/C/E.VIA175/43,75/200 C;LEVOD/C/E.VIA175/43,75/200 100;VIATRIS SANTE;100;3400894329077;3400930103678;AMM;AMM de générique;27/04/2018;;;
9432913;3010372;LEVOD/C/E.VIA 200/50/200 CP;LEVOD/C/E.VIA 200/50/200 CP100;VIATRIS SANTE;100;3400894329138;3400930103722;AMM;AMM de générique;27/04/2018;;;
9432936;3010345;LEVOD/C/E.VIA 50/12,5/200 C;LEVOD/C/E.VIA 50/12,5/200 C100;VIATRIS SANTE;100;3400894329367;3400930103456;AMM;AMM de générique;27/04/2018;;;
9432942;3010349;LEVOD/C/E.VIA 75/18,75/200 C;LEVOD/C/E.VIA 75/18,75/200 100;VIATRIS SANTE;100;3400894329428;3400930103494;AMM;AMM de générique;27/04/2018;;;
9432959;3010517;TRAVOPROST/TIM.VIA CY F2,5ML;TRAVOPROST/TIM.VIA CY F2,5ML 1;VIATRIS SANTE;1;3400894329596;3400930105177;AMM;AMM de générique;25/09/2019;;2.5;mL
9432965;3006772;VAXIGRIPTETRA INJ S0,5ML A/A;VAXIGRIPTETRA INJ S0,5ML A/A 1;SANOFI PAST.EUR;1;3400894329657;3400930067727;AMM;;19/09/2018;;0,5;mL
9432994;3010744;XENETIX 300 INJ FV150ML M.STE;XENETIX 300 INJ FV150ML M.STE;GUERBET;1;3400894329947;3400930107447;AMM;;23/10/2018;;150;mL
9433031;3010748;XENETIX 350 INJ FV150ML M.STE;XENETIX 350 INJ FV150ML M.STE;GUERBET;1;3400894330318;3400930107485;AMM;;23/10/2018;;150;mL
9433060;5504236;IRINOTECAN ACC 20MG/ML FL15ML;IRINOTECAN ACC 20MG/ML FL15ML1;ACCORD HEAL.FRA;1;3400894330608;3400955042365;AMM;AMM de générique;05/04/2018;;15;mL
9433077;5504234;IRINOTECAN ACC 20MG/ML FL2ML;IRINOTECAN ACC 20MG/ML FL2ML 1;ACCORD HEAL.FRA;1;3400894330776;3400955042341;AMM;AMM de générique;05/04/2018;;2;mL
9433083;5504237;IRINOTECAN ACC 20MG/ML FL25ML;IRINOTECAN ACC 20MG/ML FL25ML1;ACCORD HEAL.FRA;1;3400894330837;3400955042372;AMM;AMM de générique;05/04/2018;;25;mL
9433108;5504235;IRINOTECAN ACC 20MG/ML FL5ML;IRINOTECAN ACC 20MG/ML FL5ML 1;ACCORD HEAL.FRA;1;3400894331087;3400955042358;AMM;AMM de générique;05/04/2018;;5;mL
9433114;3011757;EFAVIR/EMTRICIT/TENOF.SDZ;EFAVIR/EMTRICIT/TENOF.SDZ FL30;SANDOZ;30;3400894331148;3400930117576;AMM;AMM de générique;05/06/2018;;;
9433120;3012229;VISIPAQUE 320 INJ FP150ML ULR;VISIPAQUE 320 INJ FP150ML ULR;GE HEALTHCARE;1;3400894331209;3400930122297;AMM;;30/03/2018;;150;mL
9433137;3000954;QUETIAPINE KRK LP300MG CP;QUETIAPINE KRK LP300MG CP BT30;KRKA FRANCE;30;3400894331377;3400930009543;AMM;AMM de générique;05/12/2017;;;
9433137;3000956;QUETIAPINE KRK LP300MG CP;QUETIAPINE KRK LP300MG CP BT60;KRKA FRANCE;60;3400894331377;3400930009567;AMM;AMM de générique;05/12/2017;;;
9433189;3012471;CASPOFUNGINE FRK 50MG PERF FL;CASPOFUNGINE FRK 50MG PERF FL1;FRESENIUS KABI;1;3400894331896;3400930124710;AMM;AMM de générique;06/06/2018;;10;mL
9433195;3012472;CASPOFUNGINE FRK 70MG PERF FL;CASPOFUNGINE FRK 70MG PERF FL1;FRESENIUS KABI;1;3400894331957;3400930124727;AMM;AMM de générique;08/06/2018;;10;mL
9433203;3011360;RYDAPT 25MG CAPS;RYDAPT 25MG CAPS BT112;NOVARTIS PHARMA;112;3400894332039;3400930113608;AMM européenne;;11/12/2017;;;
9433203;3012982;RYDAPT 25MG CAPS;RYDAPT 25MG CAPS BT56;NOVARTIS PHARMA;56;3400894332039;3400930129821;AMM européenne;;09/12/2020;;;
9433226;3000231;AMOROLFINE SSP 5% V3.2,5ML+30S;AMOROLFINE SSP 5% V3.2,5ML+30S;SUBSTIPHARM;1;3400894332268;3400930002315;AMM;AMM de générique;08/12/2017;24/07/2019;2.5;mL
9433232;3012551;ACIDE TRANEXAM.AGT 0,5G A5ML;ACIDE TRANEXAM.AGT 0,5G A5ML10;AGUETTANT;10;3400894332329;3400930125519;AMM;AMM de générique;03/05/2018;;5;mL
9433249;2661220;EDLUAR 10MG CPR SUBLING;EDLUAR 10MG CPR SUBLING BT10;VIATRIS MEDICAL;10;3400894332497;3400926612207;AMM;AMM de générique;05/04/2023;06/04/2023;;
9433255;2660723;EDLUAR 5MG CPR SUBLING;EDLUAR 5MG CPR SUBLING BT10;VIATRIS MEDICAL;10;3400894332558;3400926607234;AMM;AMM de générique;05/04/2023;06/04/2023;;
9433261;2756334;SYNAZE PULV NAS FL25ML;SYNAZE PULV NAS FL25ML 1;VIATRIS MEDICAL;1;3400894332619;3400927563348;AMM;;09/09/2020;;23;g
9433278;3012237;RITONAVIR MYL 100MG CPR;RITONAVIR MYL 100MG CPR FL30;VIATRIS SANTE;30;3400894332787;3400930122372;AMM européenne;AMM de générique;04/07/2018;;;
9433284;5504087;DAPTOMYCINE ACC 350MG INJ FL;DAPTOMYCINE ACC 350MG INJ FL 1;ACCORD HEAL.FRA;1;3400894332848;3400955040873;AMM;AMM de générique;04/07/2018;;;
9433290;5504089;DAPTOMYCINE ACC 500MG INJ FL;DAPTOMYCINE ACC 500MG INJ FL 1;ACCORD HEAL.FRA;1;3400894332909;3400955040897;AMM;AMM de générique;04/07/2018;;;
9433309;2744118;IRBESART/HYD.ARW 150/12,5 CP;IRBESART/HYD.ARW 150/12,5 CP30;ARROW GENERIQUE;30;3400894333098;3400927441189;AMM;AMM de générique;03/03/2022;;;
9433315;2744153;IRBESART/HYD.ARW 300/12,5 CP;IRBESART/HYD.ARW 300/12,5 CP30;ARROW GENERIQUE;30;3400894333159;3400927441530;AMM;AMM de générique;03/03/2022;;;
9433315;2744176;IRBESART/HYD.ARW 300/12,5 CP;IRBESART/HYD.ARW 300/12,5 CP90;ARROW GENERIQUE;90;3400894333159;3400927441769;AMM;AMM de générique;01/03/2022;;;
9433321;2744207;IRBESART/HYD.ARW 300/25MG CP;IRBESART/HYD.ARW 300/25MG CP30;ARROW GENERIQUE;30;3400894333210;3400927442070;AMM;AMM de générique;03/03/2022;;;
9433321;2744213;IRBESART/HYD.ARW 300/25MG CP;IRBESART/HYD.ARW 300/25MG CP90;ARROW GENERIQUE;90;3400894333210;3400927442131;AMM;AMM de générique;01/03/2022;;;
9433338;3007781;LIERRE GRIMP HUP S/S BUV 100ML;LIERRE GRIMP HUP S/S BUV 100ML;URGO HEALTHCARE;1;3400894333388;3400930077818;AMM;AMM de générique;14/12/2017;;100;mL
9433350;3008451;AETOXISCLEROL 1% INJ AMP2ML;AETOXISCLEROL 1% INJ AMP2ML 2;KREUSSLER;2;3400894333500;3400930084519;AMM;;15/12/2017;;2;mL
9433367;2794866;ERYTHEDERMYL 5% POM TB100G;ERYTHEDERMYL 5% POM TB100G 1;COOPER;1;3400894333678;3400927948664;AMM;AMM de générique;02/01/2018;;100;g
9433404;2795512;DOCETAXEL NDP 20MG/ML FL8ML;DOCETAXEL NDP 20MG/ML FL8ML 1;NORDIC PHARMA;1;3400894334040;3400927955129;AMM;AMM de générique;;;8;mL
9433427;3002147;SANDOSTATINE LP10MG FL+SRG+KIT;SANDOSTATINE LP10MG FL+SRG+KIT;NOVARTIS PHARMA;1;3400894334279;3400930021477;AMM;;09/04/2018;;2;mL
9433433;3002148;SANDOSTATINE LP20MG FL+SRG+KIT;SANDOSTATINE LP20MG FL+SRG+KIT;NOVARTIS PHARMA;1;3400894334330;3400930021484;AMM;;09/04/2018;;2;mL
9433456;3002154;SANDOSTATINE LP30MG FL+SRG+KIT;SANDOSTATINE LP30MG FL+SRG+KIT;NOVARTIS PHARMA;1;3400894334569;3400930021545;AMM;;09/04/2018;;2;mL
9433462;3008409;VIABORPAX CPR DISP;VIABORPAX CPR DISP BT40;LEHNING;40;3400894334620;3400930084090;AMM;;19/12/2017;;;
9433551;3020195;ATENATIV 50UI/ML INJ F+F20ML;ATENATIV 50UI/ML INJ F+F20ML 1;OCTAPHARMA FRAN;1;3400894335511;3400930201954;AMM;;21/07/2021;;20;mL
9433568;3012667;ADRENALINE 1MG/ML AGT SS SRG;ADRENALINE 1MG/ML AGT SS SRG10;AGUETTANT;10;3400894335689;3400930126677;AMM;;19/07/2018;;5;mL
9433574;3007331;LIERRE GRIMP PIX S/S BUV 100ML;LIERRE GRIMP PIX S/S BUV 100ML;COOPER;1;3400894335740;3400930073315;AMM;AMM de générique;02/01/2018;;100;mL
9433580;3008407;L107 CPR DISP;L107 CPR DISP BT40;LEHNING;40;3400894335801;3400930084076;AMM;;02/01/2018;;;
9433605;5504329;TERLIPRES.RYP 1MG/8,5ML AMP;TERLIPRES.RYP 1MG/8,5ML AMP 5;REDDY PHARMA SA;5;3400894336051;3400955043294;AMM;AMM de générique;10/09/2019;16/06/2021;8,5;mL
9433611;3010933;KISQALI 200MG CPR;KISQALI 200MG CPR BT21;NOVARTIS PHARMA;21;3400894336112;3400930109335;AMM européenne;;08/04/2019;;;
9433611;3010934;KISQALI 200MG CPR;KISQALI 200MG CPR BT42;NOVARTIS PHARMA;42;3400894336112;3400930109342;AMM européenne;;08/04/2019;;;
9433611;3010935;KISQALI 200MG CPR;KISQALI 200MG CPR BT63;NOVARTIS PHARMA;63;3400894336112;3400930109359;AMM européenne;;08/04/2019;;;
9433634;5856102;BOSENTAN ZEN 125MG CPR;BOSENTAN ZEN 125MG CPR BT56;ZENTIVA FRANCE;56;3400894336341;3400958561023;AMM;AMM de générique;19/09/2018;18/02/2021;;
9433640;5856042;BOSENTAN ZEN 62,5MG CPR;BOSENTAN ZEN 62,5MG CPR BT56;ZENTIVA FRANCE;56;3400894336402;3400958560422;AMM;AMM de générique;19/09/2018;18/02/2021;;
9433657;3011198;EMTRICIT/TENOF.SDZ200/245 CP;EMTRICIT/TENOF.SDZ200/245 CP30;SANDOZ;30;3400894336570;3400930111987;AMM;AMM de générique;08/10/2018;;;
9433657;3011199;EMTRICIT/TENOF.SDZ200/245 CP;EMTRICIT/TENOF.SDZ200/245 CP30;SANDOZ;30;3400894336570;3400930111994;AMM;AMM de générique;08/10/2018;;;
9433663;3012507;RASAGILINE ARW 1MG CPR;RASAGILINE ARW 1MG CPR BT30;ARROW GENERIQUE;30;3400894336631;3400930125076;AMM;AMM de générique;23/04/2018;;;
9433686;3012315;DULOXETINE ARW 30MG GELU;DULOXETINE ARW 30MG GELU BT28;ARROW GENERIQUE;28;3400894336860;3400930123157;AMM;AMM de générique;08/06/2018;;;
9433692;3012318;DULOXETINE ARW 60MG GELU;DULOXETINE ARW 60MG GELU BT28;ARROW GENERIQUE;28;3400894336921;3400930123188;AMM;AMM de générique;08/06/2018;;;
9433700;3012628;RISPERIDONE ARW1MG/ML BUV100ML;RISPERIDONE ARW1MG/ML BUV100ML;ARROW GENERIQUE;1;3400894337003;3400930126288;AMM;AMM de générique;22/01/2021;;100;mL
9433717;3007653;HERBION EXP LIERR SIR FL150ML;HERBION EXP LIERR SIR FL150ML1;KRKA FRANCE;1;3400894337171;3400930076538;AMM;AMM de générique;05/01/2018;;150;mL
9433723;3012310;ABACAVIR/LAM./ZID.VIA CPR;ABACAVIR/LAM./ZID.VIA CPR 60DU;VIATRIS SANTE;60;3400894337232;3400930123102;AMM;AMM de générique;14/05/2018;;;
9433752;2162988;RHINOTROPHYL NAS FL PULV12ML;RHINOTROPHYL NAS FL PULV12ML;JOLLY-JATEL;1;3400894337522;3400921629880;AMM;;08/01/2018;;12;mL
9433775;3011750;ENTECAVIR ARW 0,5MG CPR;ENTECAVIR ARW 0,5MG CPR BT30;ARROW GENERIQUE;30;3400894337751;3400930117507;AMM;AMM de générique;04/12/2018;;;
9433781;3011746;ENTECAVIR ARW 1MG CPR;ENTECAVIR ARW 1MG CPR BT30;ARROW GENERIQUE;30;3400894337812;3400930117460;AMM;AMM de générique;04/12/2018;;;
9433798;3010096;ENTECAVIR TVC 0,5MG CPR;ENTECAVIR TVC 0,5MG CPR B30 DU;TEVA SANTE;30;3400894337980;3400930100967;AMM;AMM de générique;16/05/2018;18/01/2021;;
9433798;3010098;ENTECAVIR TVC 0,5MG CPR;ENTECAVIR TVC 0,5MG CPR B30 DU;TEVA SANTE;30;3400894337980;3400930100981;AMM;AMM de générique;18/01/2021;;;
9433806;3010099;ENTECAVIR TVC 1MG CPR;ENTECAVIR TVC 1MG CPR BT30 DU;TEVA SANTE;30;3400894338062;3400930100998;AMM;AMM de générique;16/05/2018;04/01/2021;;
9433806;3010100;ENTECAVIR TVC 1MG CPR;ENTECAVIR TVC 1MG CPR BT30 DU;TEVA SANTE;30;3400894338062;3400930101001;AMM;AMM de générique;04/01/2021;;;
9433812;3010573;PERIND.TOS/INDAP.TVC10MG C;PERIND.TOS/INDAP.TVC10MG CPR30;TEVA SANTE;30;3400894338123;3400930105733;AMM;AMM de générique;16/04/2018;;;
9433812;3012779;PERIND.TOS/INDAP.TVC10MG C;PERIND.TOS/INDAP.TVC10MG C30X3;TEVA SANTE;90;3400894338123;3400930127797;AMM;AMM de générique;16/04/2018;;;
9433829;5503907;CLOFARABINE VIA 1MG/ML INJ FL;CLOFARABINE VIA 1MG/ML INJ FL1;VIATRIS SANTE;1;3400894338291;3400955039075;AMM;AMM de générique;07/01/2019;;20;mL
9433835;3008477;IVABRADINE TVS 5MG CPR;IVABRADINE TVS 5MG CPR BT56;TEVA SANTE;56;3400894338352;3400930084779;AMM;AMM de générique;26/03/2018;16/07/2020;;
9433835;3015372;IVABRADINE TVS 5MG CPR;IVABRADINE TVS 5MG CPR BT56 DU;TEVA SANTE;56;3400894338352;3400930153727;AMM;AMM de générique;16/07/2020;;;
9433841;3008482;IVABRADINE TVS 7,5MG CPR;IVABRADINE TVS 7,5MG CPR BT56;TEVA SANTE;56;3400894338413;3400930084823;AMM;AMM de générique;26/03/2018;07/05/2020;;
9433841;3015370;IVABRADINE TVS 7,5MG CPR;IVABRADINE TVS 7,5MG CPR 56 DU;TEVA SANTE;56;3400894338413;3400930153703;AMM;AMM de générique;07/05/2020;;;
9433858;5504498;HEPARINE C.PAN 5000UI INJ S.;HEPARINE C.PAN 5000UI INJ S.10;PANPHARMA;10;3400894338581;3400955044987;AMM;;21/06/2018;;0,2;mL
9433864;5504499;HEPARINE C.PAN 7500UI INJ S.;HEPARINE C.PAN 7500UI INJ S.10;PANPHARMA;10;3400894338642;3400955044994;AMM;;21/06/2018;;0,3;mL
9433870;3011771;INFLUVAC TETRA SRG0,5ML A/AIG;INFLUVAC TETRA SRG0,5ML A/AIG1;VIATRIS MEDICAL;1;3400894338703;3400930117712;AMM;AMM de générique;11/09/2018;;0.5;mL
9433887;3012767;NEVIRAPINE VIA LP400MG CP;NEVIRAPINE VIA LP400MG CP 30DU;VIATRIS SANTE;30;3400894338871;3400930127674;AMM;AMM de générique;03/07/2018;;;
9433893;3012806;RASAGILINE SDZ 1MG CPR;RASAGILINE SDZ 1MG CPR BT30;SANDOZ;30;3400894338932;3400930128060;AMM;AMM de générique;12/12/2018;;;
9433901;3008552;SEVELAMER CARB.SDZ 2,4G SACH;SEVELAMER CARB.SDZ 2,4G SACH90;SANDOZ;90;3400894339014;3400930085523;AMM;AMM de générique;29/05/2019;;;
9433918;2678002;VALSARTAN/HYD.ARG 160/12,5 C;VALSARTAN/HYD.ARG 160/12,5 C30;ARROW GENERIQUE;30;3400894339182;3400926780029;AMM;AMM de générique;05/04/2022;;;
9433918;2678054;VALSARTAN/HYD.ARG 160/12,5 C;VALSARTAN/HYD.ARG 160/12,5 C90;ARROW GENERIQUE;90;3400894339182;3400926780548;AMM;AMM de générique;05/04/2022;;;
9433924;2678108;VALSARTAN/HYD.ARG 160/25MG C;VALSARTAN/HYD.ARG 160/25MG C30;ARROW GENERIQUE;30;3400894339243;3400926781088;AMM;AMM de générique;05/04/2022;;;
9433924;2678166;VALSARTAN/HYD.ARG 160/25MG C;VALSARTAN/HYD.ARG 160/25MG C90;ARROW GENERIQUE;90;3400894339243;3400926781668;AMM;AMM de générique;13/05/2022;;;
9433930;2677907;VALSARTAN/HYD.ARG 80/12,5 C.;VALSARTAN/HYD.ARG 80/12,5 C.30;ARROW GENERIQUE;30;3400894339304;3400926779078;AMM;AMM de générique;05/04/2022;;;
9433930;2677965;VALSARTAN/HYD.ARG 80/12,5 C.;VALSARTAN/HYD.ARG 80/12,5 C.90;ARROW GENERIQUE;90;3400894339304;3400926779658;AMM;AMM de générique;05/04/2022;;;
9434007;5504723;ADYNOVI 2000UI/5ML FL+FL+D.PR;ADYNOVI 2000UI/5ML FL+FL1+D.PR;TAKEDA FRANCE;1;3400894340072;3400955047230;AMM européenne;;05/02/2019;28/02/2020;5;mL
9434102;3000913;OXOMEMAZINE UPSA S/SU BUV125ML;OXOMEMAZINE UPSA S/SU BUV125ML;UPSA SAS;1;3400894341024;3400930009130;AMM;AMM de générique;17/01/2018;;125;mL
9434119;3009173;CARBOCISTEINE UPSA S/S AD200ML;CARBOCISTEINE UPSA S/S AD200ML;UPSA SAS;1;3400894341192;3400930091739;AMM;AMM de générique;17/01/2018;;200;mL
9434125;3010960;GLYCER/VASEL/PARAF.TVC CR 250G;GLYCER/VASEL/PARAF.TVC CR 250G;TEVA SANTE;1;3400894341253;3400930109601;AMM;AMM de générique;09/07/2018;;250;g
9434160;3012275;TREMFYA 100MG INJ SRG1ML;TREMFYA 100MG INJ SRG1ML 1;JANSSEN CILAG;1;3400894341604;3400930122754;AMM européenne;;04/02/2019;;1;mL
9434214;3008448;CASPOFUNGINE VIA 50MG PERF FL;CASPOFUNGINE VIA 50MG PERF FL1;VIATRIS SANTE;1;3400894342144;3400930084489;AMM;AMM de générique;07/12/2018;;;
9434220;3008449;CASPOFUNGINE VIA 70MG PERF FL;CASPOFUNGINE VIA 70MG PERF FL1;VIATRIS SANTE;1;3400894342205;3400930084496;AMM;AMM de générique;07/12/2018;;;
9434237;3010183;ENTECAVIR SDZ 0,5MG CPR;ENTECAVIR SDZ 0,5MG CPR BT30;SANDOZ;30;3400894342373;3400930101834;AMM;AMM de générique;03/05/2018;;;
9434243;3010187;ENTECAVIR SDZ 1MG CPR;ENTECAVIR SDZ 1MG CPR BT30;SANDOZ;30;3400894342434;3400930101872;AMM;AMM de générique;03/05/2018;;;
9434266;5500524;GALLIAPHARM 0,74-1,85GBQ GENER;GALLIAPHARM 0,74-1,85GBQ GENER;ECKERT&ZIEGLER;1;3400894342663;3400955005247;AMM;;14/03/2023;;;
9434272;5504654;ONCASPAR 750U/ML PDR INJ FL;ONCASPAR 750U/ML PDR INJ FL 1;SERVIER;1;3400894342724;3400955046547;AMM européenne;;30/10/2018;;3750;[iU]
9434289;3012389;OROBUPRE 2MG LYOT ORAL;OROBUPRE 2MG LYOT ORAL BT7 DU;ETHYPHARM LABOR;7;3400894342892;3400930123898;AMM;;08/11/2018;;;
9434295;3012387;OROBUPRE 8MG LYOT ORAL;OROBUPRE 8MG LYOT ORAL BT7 DU;ETHYPHARM LABOR;7;3400894342953;3400930123874;AMM;;08/11/2018;;;
9434326;4900130;LIVIAL 2,5MG CPR AIP BBA CZ;LIVIAL 2,5MG CPR AIP BBA CZ 28;BB FARMA;28;3400894343264;3400949001309;Autorisation d’importation parallèle;;22/01/2018;;;
9434332;5504370;TIGECYCLINE VIA 50MG PERF FL;TIGECYCLINE VIA 50MG PERF FL10;VIATRIS SANTE;10;3400894343325;3400955043706;AMM;AMM de générique;07/01/2019;;;
9434349;3013116;CALCIUM FOL.EBW 10MG/ML 10ML;CALCIUM FOL.EBW 10MG/ML 10ML 1;SANDOZ;1;3400894343493;3400930131169;AMM;AMM de générique;16/11/2018;;10;mL
9434355;3013117;CALCIUM FOL.EBW 10MG/ML 20ML;CALCIUM FOL.EBW 10MG/ML 20ML 1;SANDOZ;1;3400894343554;3400930131176;AMM;AMM de générique;16/11/2018;;20;mL
