Code_Substance;Code_SMS;Lib_Pref_Fran;Lib_Pref_Anglais;Date_Crea_Substance;Date_Modif_Substance
74148;100000092506;linézolide;;24/10/2001;15/11/2011
74175;100000134073;cinnamylique (alcool);;08/07/1997;11/12/2012
74217;100000091512;bosentan monohydraté;;22/07/2002;01/07/2008
74224;NA;somatostatine (acétate de) hydraté;;25/05/1999;28/06/2010
74372;100000170772;brigatinib;;14/12/2018;14/12/2018
74405;100000124527;pérampanel;;28/03/2012;28/03/2012
74419;100000171724;prasugrel (bromhydrate de);;09/05/2018;09/05/2018
74460;100000183257;fostamatinib disodique hexahydraté;;14/01/2020;14/01/2020
74472;100000127076;xénon (gaz);;23/07/1999;
74522;100000081904;ciclésonide;;18/03/2009;08/12/2009
74569;NA;dobutamine;;02/11/2001;
74694;100000077043;ispaghul (graine d'), tégument de la;;23/01/2002;19/02/2023
74746;100000089424;oséltamivir;;11/07/2002;26/02/2013
74765;100000090188;codéine (phosphate de) hémihydraté;;08/07/1997;02/03/2023
74786;NA;Vibrio cholerae Ogawa 50, biotype classique, inactivé par le formaldéhyde;;02/06/2004;24/03/2023
74798;100000092795;clozapine;;08/07/1997;27/10/2008
74856;100000127143;sodium ;;26/06/2015;30/06/2015
74919;100000089392;corifollitropine alfa ;;18/05/2010;18/05/2010
74929;100000159811;alirocumab ;;09/06/2015;09/06/2015
75054;100000085415;citrate;;19/01/2022;19/01/2022
75140;100000144394;ibrutinib;;29/09/2014;29/09/2014
75145;NA;gélatine fluide modifiée ;;12/02/2003;
75210;100000091201;milnacipran (chlorhydrate de);;25/05/1999;05/10/2011
75648;100000135528;acide uridine-5' triphosphorique sel trisodique anhydre;;04/02/2003;
75712;100000092168;protoxyde d'azote;;06/06/2000;24/08/2006
75804;100000084217;hydrotalcite;;08/07/1997;13/12/2011
75817;100000086100;azélastine;;20/06/2002;
75939;100000090274;peroxyde de benzoyle hydraté;;28/08/2003;07/01/2011
76007;NA;polyoside de Streptococcus pneumoniae sérotype 23F conjugué à la protéine vectrice CRM197;;10/05/2006;24/03/2023
76057;100000084903;nicorandil;;08/07/1997;04/07/2011
76079;100000090439;lévofolinate de calcium;;08/07/1997;10/11/2011
76107;100000093287;abiratérone;;11/08/2021;
76119;100000082007;lopéramide;;27/11/2001;20/11/2022
76196;100000092750;peginterféron alfa-2a ;;03/07/2001;27/06/2012
76288;100000086625;articaïne;;05/08/2002;21/02/2013
76371;100000171994;prasugrel (bésilate de);;13/07/2018;13/07/2018
76541;NA;lanthane;;09/05/2005;20/02/2023
76556;100000082512;pentétréotide;;08/07/1997;
76589;100000089566;entécavir;;30/06/2006;30/06/2006
76594;NA;érysimum (sommité fleurie d') (extrait fluide de);;16/09/2002;21/02/2023
76621;100000163869;rurioctocog alfa pégol ;;15/01/2018;15/01/2018
76703;100000092057;lutropine alfa ;;15/10/1999;24/03/2023
76710;100000083428;dexmédétomidine;;05/10/2011;07/10/2011
76742;100000153831;bouleau;;05/09/2002;
76779;300000040283;pipéraquine (tétraphosphate de) tétrahydraté;;09/11/2011;16/11/2011
76840;100000088399;moxonidine;;08/07/1997;20/09/2011
76913;300000038614;treprostinil monohydraté;;12/11/2018;12/11/2018
76996;NA;polyosides de Streptococcus pneumoniae sérotype 5;;15/11/2000;21/02/2023
77015;100000137370;daclatasvir;;19/09/2014;19/09/2014
77060;100000090475;diacéréine;;08/07/1997;26/02/2013
77082;100000091586;lanréotide (acétate de);;08/07/1997;18/11/2011
77086;100000089172;tacrolimus;;19/03/2008;21/07/2010
65058;NA;tilia tomentosa macérat glycériné ((Homéopathie));;08/02/2021;08/02/2021
00113;NA;aloe ((Homéopathie));;08/07/1997;13/02/2023
77311;100000091599;céfépime (dichlorhydrate de) monohydraté;;08/07/1997;13/08/2008
77402;NA;polyoside de Streptococcus pneumoniae sérotype 7F conjugué à la protéine vectrice CRM197;;01/09/2010;08/09/2010
77405;100000090277;cyclophosphamide anhydre;;30/05/2002;22/05/2013
77447;100000164667;dupilumab ;;14/11/2017;14/11/2017
77470;100000170826;burosumab ;;03/04/2018;03/04/2018
77479;100000080291;raltitrexed;;08/07/1997;06/12/2010
00247;NA;drosera rotundifolia ((Homéopathie));;08/07/1997;09/02/2023
77579;100000092385;clofazimine;;25/05/1999;23/10/2008
00251;NA;hamamelis virginiana ((Homéopathie));;08/07/1997;03/04/2014
00252;NA;hydrastis canadensis ((Homéopathie));;08/07/1997;07/10/1998
00258;NA;nux-vomica ((Homéopathie));;08/07/1997;14/02/2023
00263;NA;passiflora incarnata ((Homéopathie));;08/07/1997;14/02/2023
00265;NA;china rubra ((Homéopathie));;08/07/1997;13/02/2023
00267;NA;valeriana officinalis ((Homéopathie));;08/07/1997;13/02/2023
00332;NA;podophyllum peltatum ((Homéopathie));;08/07/1997;13/02/2023
77742;100000090705;abacavir (sulfate d');;23/10/1998;02/03/2023
77753;NA;albumine humaine iodée [125 I] ;;04/02/2003;
77804;100000089458;certolizumab pégol ;;26/07/2006;24/03/2023
77834;100000179908;rélébactam monohydraté;;30/01/2020;30/01/2020
77887;100000131318;vitamine A synthétique (concentrat de), forme huileuse;;08/07/1997;17/09/2010
77898;100000091603;ioversol;;08/07/1997;24/11/2011
77956;NA;mécasermine recombinante;;08/07/1997;
77978;100000092425;sévoflurane;;08/07/1997;18/11/2010
78014;100000156938;olodatérol (chlorhydrate d');;12/06/2012;28/06/2012
78167;100000089092;facteur VII de coagulation humain ;;15/10/1999;28/06/2001
00677;NA;ledum palustre ((Homéopathie));;08/07/1997;
78279;100000089286;caspofungine (acétate de) ;;11/02/2002;23/01/2015
78303;100000079312;séné de l'Inde ou de Tinnevelly (fruit de);;08/07/1997;07/03/2023
00763;NA;cuprum metallicum ((Homéopathie));;08/07/1997;19/10/2018
00764;NA;cuprum aceticum ((Homéopathie));;08/07/1997;
78306;100000169021;bimékizumab ;;05/08/2021;05/08/2021
78337;100000128031;bismuth potassique (sous-citrate de);;06/02/2012;09/02/2012
78429;100000082044;céliprolol;;23/01/2002;
00892;NA;phytolacca decandra ((Homéopathie));;08/07/1997;
00893;NA;plantago major ((Homéopathie));;08/07/1997;
00908;NA;cantharis ((Homéopathie));;08/07/1997;
00910;NA;colchicum autumnale ((Homéopathie));;08/07/1997;
78513;100000129151;valaciclovir (chlorhydrate de) monohydraté;;28/08/2007;10/03/2023
01095;NA;allium cepa ((Homéopathie));;08/07/1997;
01121;NA;calcarea acetica ((Homéopathie));;08/07/1997;
01137;NA;lupulinum ((Homéopathie));;08/07/1997;09/02/2023
01206;NA;ambra grisea ((Homéopathie));;08/07/1997;09/02/2023
01397;NA;belladonna ((Homéopathie));;08/07/1997;14/02/2023
78568;100000091738;géfitinib;;25/03/2004;13/03/2013
01588;NA;phosphoricum acidum ((Homéopathie));;08/07/1997;
01595;NA;curcuma ((Homéopathie));;08/07/1997;14/02/2023
78578;100000086575;fosfomycine;;14/11/2002;
01746;NA;thlaspi bursa-pastoris ((Homéopathie));;08/07/1997;14/02/2023
78606;NA;polyoside de Neisseria meningitidis de groupe W-135 conjugué à l'anatoxine tétanique;;23/05/2012;
01851;NA;argentum nitricum ((Homéopathie));;08/07/1997;
01903;NA;ipeca ((Homéopathie));;08/07/1997;14/02/2023
01938;NA;carbo vegetabilis ((Homéopathie));;08/07/1997;19/10/2018
02039;NA;magnesia bromata ((Homéopathie));;08/07/1997;
02131;NA;kalium carbonicum ((Homéopathie));;08/07/1997;
02134;NA;hepar sulfur ((Homéopathie));;08/07/1997;14/02/2023
02143;NA;thuya occidentalis ((Homéopathie));;08/07/1997;14/02/2023
02380;NA;nitricum acidum ((Homéopathie));;08/07/1997;
02419;NA;taraxacum dens leonis ((Homéopathie));;08/07/1997;10/02/2023
78780;100000088019;ziconotide;;22/08/2007;03/09/2007
78782;100000089193;tériparatide ;;11/08/2020;11/08/2020
02703;NA;manganum sulfuricum ((Homéopathie));;08/07/1997;
02715;NA;alumina ((Homéopathie));;08/07/1997;07/04/2023
02869;NA;natrum muriaticum ((Homéopathie));;08/07/1997;09/05/2023
02993;NA;lobelia inflata ((Homéopathie));;08/07/1997;
78789;100000159950;sacubitril;;10/03/2015;
03147;NA;asa foetida ((Homéopathie));;08/07/1997;
78915;100000081086;quinagolide;;23/08/2002;
78924;100000090506;escitalopram (oxalate d');;28/02/2002;30/03/2009
03296;NA;ferrum phosphoricum ((Homéopathie));;08/07/1997;
78975;100000078816;zolmitriptan;;25/05/1999;22/10/2022
78993;100000156419;métréleptine ;;18/09/2018;18/09/2018
79003;NA;polyosides de Streptococcus pneumoniae sérotype 4;;07/04/2000;21/02/2023
79172;NA;peroxyde d'hydrogène;;19/06/2002;12/12/2011
79190;100000081113;procarbazine;;05/08/2002;
03557;NA;salicylicum acidum ((Homéopathie));;08/07/1997;
03576;NA;solanum dulcamara ((Homéopathie));;08/07/1997;
03579;NA;solidago virga aurea ((Homéopathie));;08/07/1997;
79270;100000091054;raloxifène (chlorhydrate de);;15/11/1999;21/02/2012
03613;NA;pulsatilla ((Homéopathie));;08/07/1997;
03654;NA;leptandra virginica ((Homéopathie));;08/07/1997;
79480;100000078804;acamprosate calcique;;08/07/1997;14/10/2008
79481;100000091595;aztréonam;;08/07/1997;20/06/2008
79482;100000091536;ciprofloxacine (chlorhydrate de);;08/07/1997;24/02/2011
79486;100000092273;nimodipine;;08/07/1997;07/06/2011
79507;100000128434;trastuzumab emtansine ;;28/10/2013;
79537;100000089937;lysine (chlorhydrate de);;08/07/1997;09/11/2011
79562;100000091985;lormétazépam;;08/07/1997;16/06/2009
79568;100000091942;magnésium (oxyde de) lourd;;08/07/1997;18/10/2011
79569;100000092247;magnésium (oxyde de) léger;;08/07/1997;18/10/2011
79576;100000086215;macrogol 3350;;08/07/1997;10/11/2011
03945;NA;ulmus campestris ((Homéopathie));;08/07/1997;09/02/2023
04006;NA;berberis vulgaris ((Homéopathie));;08/07/1997;
79591;100000163237;ixazomib (citrate d');;10/11/2016;
04100;NA;calendula officinalis ((Homéopathie));;08/07/1997;
79594;100000085938;omoconazole (nitrate d');;08/07/1997;21/02/2011
79597;NA;EXTRAIT DE BOULEAU (SEC);;08/07/1997;
04119;NA;avena sativa ((Homéopathie));;08/07/1997;
04191;NA;calcarea iodata ((Homéopathie));;08/07/1997;
79600;100000093039;céfuroxime axétil;;08/07/1997;25/08/2008
79780;NA;DL-hydroxyméthionine calcique;;08/07/1997;21/02/2023
79794;NA;capsaïcine;;19/07/2002;20/02/2023
79803;NA;phytolaque (teinture de);;28/02/2000;20/02/2023
79853;100000089225;naloxone (chlorhydrate de) dihydraté;;23/12/2002;04/02/2016
79933;NA;antigènes de surface du virus de la grippe, inactivé, souche A/Cambodia/e0826360/2020 (H3N2) - souche analogue (A/Cambodia/e0826360/2020 IVR-224) ;;24/09/2021;19/02/2023
79968;NA;rasagiline (hémitartrate de);;13/04/2015;13/04/2015
79972;100000178319;lumasiran;;02/02/2021;02/02/2021
79988;NA;érysimum (extrait sec d');;05/09/2002;24/05/2004
80062;100000166760;sitagliptine (malate de);;20/05/2015;20/05/2015
80102;100000080382;montélukast;;30/05/2002;18/05/2011
80114;100000089523;adalimumab ;;24/10/2003;22/11/2007
04587;NA;arnica montana ((Homéopathie));;08/07/1997;
80150;100000089418;insuline détémir ;;07/07/2004;
04593;NA;bryonia ((Homéopathie));;08/07/1997;14/02/2023
80180;100000085470;névirapine;;19/11/1999;29/06/2011
04595;NA;cactus grandiflorus ((Homéopathie));;08/07/1997;
04602;NA;conium maculatum ((Homéopathie));;08/07/1997;
04605;NA;chelidonium majus ((Homéopathie));;08/07/1997;
04614;NA;aesculus hippocastanum ((Homéopathie));;08/07/1997;
80185;100000089859;magnésium (acétate de) tétrahydraté;;01/02/1999;17/12/2014
80301;100000089389;atosiban (acétate d');;17/08/1998;19/06/2008
80353;100000089304;cétrorélix (acétate de);;02/12/1999;19/09/2008
04876;NA;kalium bromatum ((Homéopathie));;08/07/1997;
04884;NA;antimonium tartaricum ((Homéopathie));;08/07/1997;14/02/2023
80413;100000157957;pembrolizumab ;;05/06/2015;12/06/2015
80429;100000085872;bétiatide;;08/07/1997;25/04/2023
04942;NA;olibanum ((Homéopathie));;08/07/1997;11/09/2019
80432;100000093306;prasugrel (chlorhydrate de);;16/07/2009;20/07/2009
80439;100000089537;moroctocog alfa ;;07/04/2000;21/11/2012
80457;100000124128;tafamidis de méglumine;;30/11/2011;01/12/2011
80476;100000093366;duloxétine (chlorhydrate de);;25/03/2004;12/03/2013
80608;300000024551;odévixibat sesquihydraté;;29/06/2021;29/06/2021
80639;100000138652;fomépizole (sulfate de);;09/12/1998;21/04/2009
80744;100000174577;sitagliptine (chlorhydrate de);;21/10/2021;21/10/2021
80755;100000161163;ténofovir disoproxil (phosphate de);;21/05/2015;21/05/2015
80889;100000092352;fluvastatine;;02/11/2001;25/11/2011
05189;NA;stramonium ((Homéopathie));;08/07/1997;15/02/2023
80945;100000144489;rolapitant;;22/05/2017;
80958;100000167493;benralizumab ;;15/01/2018;15/01/2018
80978;100000129544;ipratropium (bromure d') anhydre;;10/10/2002;06/02/2012
05319;NA;actaea racemosa ((Homéopathie));;08/07/1997;14/02/2023
80991;100000089953;chlorméthine;;27/03/2017;27/03/2017
81058;100000089188;somatropine ;;23/04/1999;24/03/2023
05487;NA;carduus marianus ((Homéopathie));;08/07/1997;
05495;NA;gelsemium sempervirens ((Homéopathie));;08/07/1997;06/10/2011
81234;100000089067;lévofloxacine;;30/05/2002;
05600;NA;mentha piperita ((Homéopathie));;08/07/1997;14/02/2023
81299;100000183720;cabazitaxel (acétate d'éthyle de);;09/10/2020;09/10/2020
81461;100000089455;cinacalcet;;05/11/2004;19/03/2013
81476;100000079084;vigabatrine;;08/07/1997;16/09/2010
81521;100000168904;fHbp de la sous-famille B de Neisseria meningitidis de sérogroupe B ;;26/06/2017;26/06/2017
05809;NA;aurum muriaticum ((Homéopathie));;08/07/1997;
05957;NA;eucalyptus globulus ((Homéopathie));;08/07/1997;01/02/2022
06131;NA;natrum sulfuricum ((Homéopathie));;08/07/1997;14/02/2023
81549;100000091505;nicotine-bétadex (complexe);;11/12/1998;05/07/2011
06238;NA;natrum salicylicum ((Homéopathie));;08/07/1997;
81626;100000089526;miglustat;;14/04/2003;05/10/2011
06427;NA;glonoinum ((Homéopathie));;08/07/1997;
06436;NA;calcarea carbonica ostrearum ((Homéopathie));;08/07/1997;14/02/2023
06447;NA;magnesia sulfurica ((Homéopathie));;08/07/1997;
06610;NA;magnesia phosphorica ((Homéopathie));;08/07/1997;
06619;NA;manganum peroxydatum ((Homéopathie));;08/07/1997;14/02/2023
06742;NA;benzoicum acidum ((Homéopathie));;08/07/1997;
06771;NA;viscum album ((Homéopathie));;08/07/1997;
81716;100000156397;clodronate disodique tetrahydraté;;08/07/1997;29/11/2010
06796;NA;kalium sulfuricum ((Homéopathie));;08/07/1997;
81723;100000128162;lomitapide;;04/06/2013;17/03/2014
06899;NA;stannum metallicum ((Homéopathie));;08/07/1997;
06925;NA;silicea ((Homéopathie));;08/07/1997;
06960;NA;ignatia amara ((Homéopathie));;08/07/1997;14/02/2023
06984;NA;atropinum sulfuricum ((Homéopathie));;08/07/1997;
07176;NA;hypericum perforatum ((Homéopathie));;08/07/1997;
07223;NA;magnesia carbonica ((Homéopathie));;08/07/1997;10/02/2023
07374;NA;crataegus oxyacantha ((Homéopathie));;08/07/1997;
07469;NA;erysimum officinale ((Homéopathie));;08/07/1997;
07482;NA;kalium iodatum ((Homéopathie));;08/07/1997;
07504;NA;aurum metallicum ((Homéopathie));;08/07/1997;
81742;100000091681;romiplostim ;;07/03/2008;
07589;NA;magnesia muriatica ((Homéopathie));;08/07/1997;
81834;100000092534;tibolone;;24/10/2000;08/10/2010
07786;NA;sticta pulmonaria ((Homéopathie));;08/07/1997;14/02/2023
07823;NA;cicuta virosa ((Homéopathie));;08/07/1997;
07847;NA;calcarea fluorica ((Homéopathie));;08/07/1997;
07886;NA;absinthium ((Homéopathie));;08/07/1997;
07901;NA;hyoscyamus niger ((Homéopathie));;08/07/1997;09/09/2019
07911;NA;kalium phosphoricum ((Homéopathie));;08/07/1997;
07987;NA;tabacum ((Homéopathie));;08/07/1997;14/02/2023
08014;NA;arsenicum album ((Homéopathie));;08/07/1997;
08033;NA;cuprum sulfuricum ((Homéopathie));;08/07/1997;
08036;NA;oxalicum acidum ((Homéopathie));;08/07/1997;09/02/2023
08172;NA;sepia officinalis ((Homéopathie));;08/07/1997;
81904;100000089302;bimatoprost;;19/04/2002;30/06/2008
08210;NA;natrum phosphoricum ((Homéopathie));;08/07/1997;
08212;NA;nux moschata ((Homéopathie));;08/07/1997;13/02/2023
08216;NA;salix alba ((Homéopathie));;08/07/1997;
08234;NA;boldo ((Homéopathie));;08/07/1997;07/10/2011
08541;NA;antimonium metallicum ((Homéopathie));;08/07/1997;
81962;100000126250;safinamide;;31/12/2014;03/02/2015
08605;NA;terebinthina ((Homéopathie));;08/07/1997;14/02/2023
08612;NA;adrenalinum ((Homéopathie));;08/07/1997;
08639;NA;cinnabaris ((Homéopathie));;08/07/1997;14/02/2023
08829;NA;selenium metallicum ((Homéopathie));;08/07/1997;
08910;NA;crocus sativus ((Homéopathie));;08/07/1997;
08960;NA;gossypium herbaceum ((Homéopathie));;08/07/1997;06/08/2021
82142;NA;BCG (bacilles de Calmette-Guérin), Mycobactérium bovis, souche danoise 1331, vivante atténuée;;21/07/2004;21/02/2023
09015;NA;mercurius corrosivus ((Homéopathie));;08/07/1997;14/02/2023
09029;NA;petroleum ((Homéopathie));;08/07/1997;14/02/2023
09061;NA;uva-ursi ((Homéopathie));;08/07/1997;14/02/2023
09172;NA;alchemilla vulgaris ((Homéopathie));;08/07/1997;
09195;NA;rhamnus frangula ((Homéopathie));;08/07/1997;13/02/2023
09312;NA;aconitum napellus ((Homéopathie));;08/07/1997;14/02/2023
09364;NA;calcarea phosphorica ((Homéopathie));;08/07/1997;
09401;NA;senega ((Homéopathie));;08/07/1997;09/05/2023
09430;NA;arsenicum iodatum ((Homéopathie));;08/07/1997;13/02/2023
09477;NA;dolichos pruriens ((Homéopathie));;08/07/1997;13/02/2023
09629;NA;euphrasia officinalis ((Homéopathie));;08/07/1997;
09898;NA;aspidium filix mas ((Homéopathie));;08/07/1997;
82218;NA;protéine L1 recombinante adsorbée du virus humain Papillomavirus HPV type 33 ;;02/04/2015;19/02/2023
10130;NA;kalium bichromicum ((Homéopathie));;08/07/1997;22/10/2021
10194;NA;pimpinella anisum ((Homéopathie));;08/07/1997;
10212;NA;staphysagria ((Homéopathie));;08/07/1997;13/02/2023
10622;NA;sanguinaria canadensis ((Homéopathie));;08/07/1997;14/02/2023
11843;NA;zincum valerianicum ((Homéopathie));;08/07/1997;09/02/2023
12019;NA;sumbul ((Homéopathie));;08/07/1997;14/02/2023
12123;NA;bromum ((Homéopathie));;08/07/1997;
12174;NA;sulfur iodatum ((Homéopathie));;08/07/1997;
12683;NA;rhododendron ferrugineum ((Homéopathie));;08/07/1997;13/02/2023
12793;NA;clematis vitalba ((Homéopathie));;08/07/1997;
12900;NA;coffea cruda ((Homéopathie));;08/07/1997;11/02/2023
13002;NA;causticum ((Homéopathie));;08/07/1997;
13009;NA;lappa major ((Homéopathie));;08/07/1997;13/02/2023
13229;NA;spongia officinalis ((Homéopathie));;08/07/1997;13/02/2023
82348;100000090733;pazopanib;;27/07/2010;22/11/2012
82384;100000092667;céfuroxime;;22/05/2002;
13794;NA;lycopodium clavatum ((Homéopathie));;08/07/1997;14/02/2023
82404;100000127669;nickel;;20/06/2002;20/02/2023
82435;100000085687;nafaréline (acétate de);;08/07/1997;13/07/2011
14365;NA;apocynum cannabinum ((Homéopathie));;08/07/1997;
14676;NA;paeonia officinalis ((Homéopathie));;08/07/1997;
82447;100000089553;dabigatran étexilate;;05/03/2007;05/03/2007
82477;100000126023;mycophénolate mofétil (chlorhydrate de);;17/10/2002;05/07/2011
15089;NA;lacticum acidum ((Homéopathie));;26/05/2016;
82501;NA;antigènes de surface du virus de la grippe, inactivé, souche A/Darwin/9/2021 (H3N2) - souche analogue (A/Darwin/9/2021, SAN-010) ;;19/08/2022;19/02/2023
15325;NA;ruta graveolens ((Homéopathie));;08/07/1997;09/02/2023
82589;100000183580;vutrisiran;;21/09/2022;21/09/2022
82705;100000163082;niraparib;;23/11/2017;23/11/2017
15768;NA;rhus toxicodendron ((Homéopathie));;08/07/1997;14/02/2023
15921;NA;eugenia jambolana ((Homéopathie));;08/07/1997;13/02/2023
82801;NA;pyrantel;;19/07/2002;17/02/2023
82922;100000125892;riociguat;;31/01/2014;04/02/2014
16278;NA;collinsonia canadensis ((Homéopathie));;08/07/1997;
83045;100000089563;galsulfase ;;29/03/2006;24/03/2023
83067;NA;oligoside de Neisseria meningitidis du groupe W135 conjugué à la protéine CRM197;;06/09/2010;16/09/2010
83165;100000085059;ésoméprazole magnésique;;05/08/2011;19/03/2014
83176;100000090313;dorzolamide (chlorhydrate de);;08/07/1997;05/03/2009
83209;NA;tiagabine anhydre;;20/06/2002;
83313;100000158330;asfotase alfa ;;01/09/2015;01/09/2015
17575;NA;corallium rubrum ((Homéopathie));;08/07/1997;
17624;NA;sabal serrulata ((Homéopathie));;08/07/1997;07/04/2023
17778;NA;arum triphyllum ((Homéopathie));;08/07/1997;13/02/2023
83321;NA;dabigatran étexilate (mésilate de);;05/03/2007;
83337;100000091328;gadolinium;;27/06/2002;20/02/2023
83397;100000084074;saproptérine;;19/01/2009;22/01/2009
83438;100000090186;oméprazole sodique;;08/07/1997;25/06/2010
83492;100000144530;sofosbuvir;;19/12/2013;22/01/2014
83503;100000093369;dapoxétine (chlorhydrate de);;09/08/2012;27/08/2012
83586;100000093073;eltrombopag;;23/06/2010;01/07/2010
18614;NA;eupatorium perfoliatum ((Homéopathie));;08/07/1997;13/02/2023
18791;NA;mercurius solubilis ((Homéopathie));;08/07/1997;15/02/2023
18884;NA;alumen ((Homéopathie));;12/01/2021;12/01/2021
83655;100000128457;fostamatinib;;14/01/2020;14/01/2020
83696;100000090093;iloprost trométamol;;22/03/2002;02/12/2011
83705;100000175867;céfidérocol (sulfate de) (tosilate de);;12/03/2020;12/03/2020
19237;NA;sambucus nigra ((Homéopathie));;08/07/1997;13/02/2023
83813;100000077795;somatoréline (acétate de);;08/07/1997;03/11/2009
19473;NA;baryta carbonica ((Homéopathie));;08/07/1997;
83817;100000166699;velmanase alfa ;;12/06/2018;
83912;100000092283;lercanidipine;;05/12/2007;
19551;NA;sarsaparilla ((Homéopathie));;08/07/1997;15/02/2023
83934;100000084942;ropivacaïne (chlorhydrate de);;19/07/2002;20/02/2013
84160;NA;magnésium (sulfate de) anhydre;;11/07/2002;21/02/2023
84167;100000091583;framycétine;;19/07/2002;09/11/2010
84202;NA;polyosides de Streptococcus pneumoniae sérotype 9N;;15/11/2000;21/02/2023
84248;100000093080;silice colloïdale hydratée;;08/07/1997;18/11/2010
19933;NA;capsicum annuum ((Homéopathie));;08/07/1997;
20038;NA;argentum metallicum ((Homéopathie));;08/07/1997;
84359;100000085449;mitotane;;23/12/2002;07/09/2011
84370;NA;polyosides de Streptococcus pneumoniae sérotype 17F;;15/11/2000;21/02/2023
20819;NA;urtica urens ((Homéopathie));;08/07/1997;13/02/2023
84393;NA;molybdate (VI) [99 mo] de sodium;;06/10/1999;
21101;NA;galeopsis ochroleuca ((Homéopathie));;08/07/1997;14/02/2023
21151;NA;magnesium metallicum ((Homéopathie));;08/07/1997;
84452;100000089541;aprépitant;;15/01/2004;19/06/2008
21562;NA;rumex crispus ((Homéopathie));;08/07/1997;13/02/2023
21575;NA;scolopendrium officinale ((Homéopathie));;21/09/2011;21/09/2011
84495;300000000100;atidarsagène autotemcel ;;19/02/2021;19/02/2021
21799;NA;oscillococcinum ((Homéopathie));;08/07/1997;
21899;NA;ranunculus bulbosus ((Homéopathie));;08/07/1997;13/02/2023
84525;100000076695;ampicilline;;27/11/2001;17/06/2008
84578;100000115442;arténimol;;14/11/2011;16/11/2011
84780;100000115538;résine p-tert-butylphénolformaldéhyde;;08/07/1997;10/01/2013
84805;NA;nickel (sulfate de) hexahydraté;;08/07/1997;15/06/2017
84816;NA;thiohexam;;08/07/1997;12/12/2012
22712;NA;millefolium ((Homéopathie));;08/07/1997;13/02/2023
84951;100000092637;oxiconazole (nitrate d');;08/07/1997;23/02/2011
22981;NA;robinia pseudo-acacia ((Homéopathie));;08/07/1997;15/02/2023
85033;NA;fluor;;19/02/2002;20/02/2023
23082;NA;lachesis mutus ((Homéopathie));;08/07/1997;
85054;100000129222;cholécalciférol (concentrat de), forme pulvérulente;;23/10/1998;25/09/2008
85055;100000162984;migalastat (chlorhydrate de);;06/06/2016;06/06/2016
85057;100000156016;nalméfène (chlorhydrate de) dihydraté;;17/12/2012;13/03/2013
23464;NA;oenanthe crocata ((Homéopathie));;08/07/1997;13/02/2023
23504;NA;mephitis putorius ((Homéopathie));;08/07/1997;13/02/2023
85085;NA;virus de la rougeole, souche Schwartz, vivant, atténué ;;04/02/2003;27/11/2013
23886;NA;betula ((Homéopathie));;08/07/1997;15/02/2023
85087;100000126102;tafamidis;;30/11/2011;01/12/2011
24025;NA;agnus castus ((Homéopathie));;08/07/1997;18/10/2018
24044;NA;arundo donax ((Homéopathie));;06/10/2011;06/10/2011
24360;NA;castor equi ((Homéopathie));;08/07/1997;23/07/2020
24391;NA;eriodictyon californicum ((Homéopathie));;08/07/1997;15/02/2023
85116;100000081664;pirétanide;;08/07/1997;27/12/2010
85141;100000138095;enzalutamide;;11/09/2012;29/10/2012
24475;NA;plumbum metallicum ((Homéopathie));;08/07/1997;10/02/2023
24504;NA;damiana ((Homéopathie));;29/03/2013;03/02/2020
24551;NA;vinca minor ((Homéopathie));;08/07/1997;15/02/2023
24650;NA;helonias dioica ((Homéopathie));;08/07/1997;15/02/2023
85184;100000092015;prilocaïne;;23/09/2002;16/12/2010
85192;NA;antigènes de surface du virus de la grippe, inactivé, souche B/Austria/1359417/2021 - souche analogue (B/Austria/1359417/2021 BVR-26) ;;19/08/2022;19/02/2023
24726;NA;coccus cacti ((Homéopathie));;08/07/1997;
24745;NA;anacardium orientale ((Homéopathie));;08/07/1997;
25101;NA;sarcolacticum acidum ((Homéopathie));;19/05/2000;15/07/2004
25117;NA;agaricus muscarius ((Homéopathie));;08/07/1997;18/02/2019
25174;NA;populus candicans ((Homéopathie));;08/07/1997;
25222;NA;cina ((Homéopathie));;08/07/1997;15/02/2023
25509;NA;formica rufa ((Homéopathie));;08/07/1997;15/02/2023
25617;NA;echinacea angustifolia ((Homéopathie));;08/07/1997;01/10/2021
25643;NA;cocculus indicus ((Homéopathie));;08/07/1997;30/03/2018
25807;NA;rubia tinctoria ((Homéopathie));;08/07/1997;15/02/2023
25848;NA;sulfur ((Homéopathie));;08/07/1997;22/10/2021
85211;100000124172;fingolimod;;14/04/2011;18/04/2011
85257;100000157767;pitolisant (chlorhydrate de);;13/05/2015;13/05/2015
85275;100000156930;ombitasvir;;24/12/2014;
26125;NA;abies nigra ((Homéopathie));;08/07/1997;13/02/2023
26151;NA;croton tiglium ((Homéopathie));;08/07/1997;
85291;100000078740;ferrique (chlorure) hexahydraté;;05/06/2000;07/03/2023
85360;100000157774;sonidégib (diphosphate de);;02/09/2015;02/09/2015
85456;100000153807;témocilline disodique;;27/01/2015;27/01/2015
26701;NA;verbascum thapsus ((Homéopathie));;21/11/2011;21/11/2011
26713;NA;apis mellifica ((Homéopathie));;08/07/1997;10/02/2023
85462;100000127657;lipegfilgrastim ;;18/05/2012;25/06/2012
85516;100000092662;céfotaxime;;27/11/2001;10/02/2012
85578;100000089544;carglumique (acide);;18/11/2002;01/10/2008
